Year,UNIT_MEASURE,Пол,Value
2015,Број,Оба пола,37390
2015,Број,M,16408
2015,Број,Ж,20982
2016,Број,Оба пола,34792
2016,Број,M,15115
2016,Број,Ж,19677
2016,Број,Оба пола,31850
2017,Број,M,13740
2017,Број,Ж,18110
2017,Број,Оба пола,29006
2018,Број,M,12235
2018,Број,Ж,16771
2018,Број,Оба пола,26980
2019,Број,M,11102
2019,Број,Ж,15878
2019,Број,Оба пола,25735
2020,Број,M,10677
2020,Број,Ж,15058
