Year,UNIT_MEASURE,Value
1999,Број,5470
2000,Број,4697
2001,Број,4565
2002,Број,3985
2003,Број,3881
2004,Број,3652
2005,Број,3804
2006,Број,4017
2007,Број,4509
2008,Број,4455
2009,Број,4386
2010,Број,4370
2011,Број,4403
2012,Број,4558
2013,Број,4565
2014,Број,4628
2015,Број,4643
2016,Број,4628
2017,Број,4557
2018,Број,4820
2019,Број,4692
2020,Број,5072
2021,Број,5150
2022,Број,5274
