Year,UNIT_MEASURE,Value
2005,NUMBER,421.0
2006,NUMBER,409.0
2007,NUMBER,
2008,NUMBER,417.0
2009,NUMBER,406.0
2010,NUMBER,395.0
2011,NUMBER,390.0
2012,NUMBER,397.0
2013,NUMBER,377.0
2014,NUMBER,379.0
2015,NUMBER,371.0
2016,NUMBER,371.0
2017,NUMBER,363.0
2018,NUMBER,371.0
