Year,UNIT_MEASURE,Value
2007,Број,125
2008,Број,160
2009,Број,196
2010,Број,215
2011,Број,230
2012,Број,245
2013,Број,260
2014,Број,258
2015,Број,278
2016,Број,310
2017,Број,316
2018,Број,323
2019,Број,307
2020,Број,335
2021,Број,343
2022,Број,320
2023,Број,339
2024,Број,329
