Year,UNIT_MEASURE,Пол,Value
2015,Број,Укупно,37390
2015,Број,M,16408
2015,Број,Ж,20982
2016,Број,Укупно,34792
2016,Број,M,15115
2016,Број,Ж,19677
2017,Број,Укупно,31850
2017,Број,M,13740
2017,Број,Ж,18110
2018,Број,Укупно,29006
2018,Број,M,12235
2018,Број,Ж,16771
2019,Број,Укупно,26980
2019,Број,M,11102
2019,Број,Ж,15878
2020,Број,Укупно,25735
2020,Број,M,10677
2020,Број,Ж,15058
