Value,en,lat,cir,Disaggregation combinations using this value,Number of indicators
elementary_education,Primary school,Osnovna škola,elementary_education,189,1
first_degree,Higher school and first degree of faculty,Viša škola i prvi stepen fakulteta,first_degree,189,1
incomplete_elementary,Incomplete primary education,Nepotpuno osnovno obrazovanje,incomplete_elementary,189,1
no_education,No education,Bez obrazovanja,no_education,189,1
secondary_education,Secondary school,Srednja škola,secondary_education,189,1
secondary_specialization,Secondary specialization,Specijalizacija poslije srednje škole,secondary_specialization,189,1
university_degree,Faculty / academy / university,Visoka škola / fakultet / akademija / univerzitet,university_degree,189,1
