Value,en,lat,cir,Disaggregation combinations using this value,Number of indicators
2_members,2_members,2 člana,2 члана,63,1
3_members,3_members,3 člana,3 члана,63,1
4_members,4_members,4 člana,4 члана,63,1
5+_members,5+_members,5+_members,5+_members,63,1
_T,_T,Ukupno,Укупно,63,1
single_household,single_household,1 član,1 члан,63,1
