Value,en,lat,cir,Disaggregation combinations using this value,Number of indicators
5+_children,5+ children,5+_children,5 и више дјеце,63,1
_T,Total,_T,Укупно,63,1
did_not_give_birth,Did not give birth,did_not_give_birth,Нису рађале,63,1
four_children,4 children,four_children,4 дјеце,63,1
one_child,1 child,one_child,1 дијете,63,1
three_children,3 children,three_children,3 дјеце,63,1
two_children,2 children,two_children,2 дјеце,63,1
