Year,Value,UNIT_MEASURE
2007,93,Broj
2008,96,Broj
2009,98,Broj
2010,102,Broj
2011,106,Broj
2012,110,Broj
2013,114,Broj
2014,117,Broj
2015,122,Broj
2016,156,Broj
2017,149,Broj
2018,161,Broj
2019,162,Broj
2020,164,Broj
2021,162,Broj
2022,165,Broj
