Year,Value,UNIT_MEASURE
2005,3,Broj
2007,3,Broj
2008,4,Broj
2009,5,Broj
2010,4,Broj
2011,2,Broj
2012,4,Broj
2013,3,Broj
2014,1,Broj
2015,0,Broj
2016,3,Broj
2017,1,Broj
2018,8,Broj
2019,3,Broj
2020,0,Broj
2021,1,Broj
2022,1,Broj
2023,0,Broj
2024,0,Broj
