Year,Value,UNIT_MEASURE
2003,744,Broj
2004,637,Broj
2005,721,Broj
2006,526,Broj
2007,596,Broj
2008,317,Broj
2009,455,Broj
2010,517,Broj
2011,886,Broj
2012,878,Broj
2013,1052,Broj
2014,1106,Broj
2015,1143,Broj
2016,1025,Broj
2017,985,Broj
2018,963,Broj
2019,920,Broj
2020,948,Broj
2021,1017,Broj
