Year,Value,UNIT_MEASURE
2003,6769,Broj
2004,7143,Broj
2005,6810,Broj
2006,6860,Broj
2007,7093,Broj
2008,6401,Broj
2009,6131,Broj
2010,5767,Broj
2011,5802,Broj
2012,5326,Broj
2013,5467,Broj
2014,5823,Broj
2015,5895,Broj
2016,5563,Broj
2017,5954,Broj
2018,5966,Broj
2019,5822,Broj
2020,4168,Broj
2021,5530,Broj
2022,5527,Broj
2023,5471,Broj
2024,5096,Broj
