Year,Value,UNIT_MEASURE
2005,142,Broj
2006,139,Broj
2007,184,Broj
2008,195,Broj
2009,192,Broj
2010,273,Broj
2011,176,Broj
2012,236,Broj
2013,168,Broj
2014,182,Broj
2015,226,Broj
2016,192,Broj
2017,170,Broj
2018,203,Broj
2019,197,Broj
2020,144,Broj
2021,144,Broj
2022,152,Broj
