Year,Value,UNIT_MEASURE
2007,1340,Broj
2008,1377,Broj
2009,1414,Broj
2010,1467,Broj
2011,1521,Broj
2012,1577,Broj
2013,1624,Broj
2014,1658,Broj
2015,1734,Broj
2016,1801,Broj
2017,1721,Broj
2018,1847,Broj
2019,1852,Broj
2020,1859,Broj
2021,1827,Broj
2022,1849,Broj
