Year,Value,UNIT_MEASURE
2003,23.7,Starost
2004,24.6,Starost
2005,24.9,Starost
2006,25.0,Starost
2007,25.0,Starost
2008,25.4,Starost
2009,25.6,Starost
2010,25.9,Starost
2011,26.3,Starost
2012,26.4,Starost
2013,26.7,Starost
2014,26.9,Starost
2015,27.2,Starost
2016,26.9,Starost
2017,27.3,Starost
2018,27.6,Starost
2019,27.8,Starost
2020,27.9,Starost
2021,28.2,Starost
2022,27.7,Starost
