Year,Value,UNIT_MEASURE
2005,351,Broj
2006,331,Broj
2007,397,Broj
2008,427,Broj
2009,403,Broj
2010,411,Broj
2011,433,Broj
2012,457,Broj
2013,485,Broj
2014,439,Broj
2015,458,Broj
2016,449,Broj
2017,543,Broj
2018,540,Broj
2019,543,Broj
2020,416,Broj
