Year,Value,UNIT_MEASURE
2009,194,Broj
2010,205,Broj
2011,218,Broj
2012,227,Broj
2013,252,Broj
2014,238,Broj
2015,264,Broj
2016,272,Broj
2017,288,Broj
2018,277,Broj
2019,299,Broj
2020,284,Broj
2021,281,Broj
2022,286,Broj
2023,287,Broj
