Year,Value,UNIT_MEASURE
2005,3,Broj
2008,0,Broj
2009,0,Broj
2010,3,Broj
2011,2,Broj
2012,1,Broj
2013,3,Broj
2014,2,Broj
2015,2,Broj
2016,3,Broj
2017,2,Broj
2018,5,Broj
2019,6,Broj
2020,3,Broj
2021,4,Broj
2022,4,Broj
2023,7,Broj
2024,7,Broj
