Year,Value,UNIT_MEASURE
2005,9,Broj
2007,5,Broj
2008,4,Broj
2009,5,Broj
2010,15,Broj
2011,25,Broj
2012,12,Broj
2013,9,Broj
2014,15,Broj
2015,8,Broj
2016,7,Broj
2017,11,Broj
2018,12,Broj
2019,9,Broj
2020,1,Broj
2021,0,Broj
2022,11,Broj
2023,14,Broj
