Year,Value,UNIT_MEASURE
1997,5,Broj
1998,19,Broj
1999,6,Broj
2000,0,Broj
2001,5,Broj
2002,4,Broj
2003,4,Broj
2004,1,Broj
2005,0,Broj
2006,5,Broj
2007,1,Broj
2008,0,Broj
2009,4,Broj
2010,4,Broj
2011,5,Broj
2012,8,Broj
2013,8,Broj
2014,2,Broj
2015,2,Broj
2016,7,Broj
2017,5,Broj
2018,5,Broj
2019,5,Broj
2020,3,Broj
2021,16,Broj
2022,20,Broj
2023,12,Broj
2024,10,Broj
