Year,Value,UNIT_MEASURE
2007,125,Broj
2008,160,Broj
2009,196,Broj
2010,215,Broj
2011,230,Broj
2012,245,Broj
2013,260,Broj
2014,258,Broj
2015,278,Broj
2016,310,Broj
2017,316,Broj
2018,323,Broj
2019,307,Broj
2020,335,Broj
2021,343,Broj
2022,320,Broj
2023,339,Broj
2024,329,Broj
