Year,Value,UNIT_MEASURE
1999,147,Broj
2000,143,Broj
2001,145,Broj
2002,150,Broj
2003,151,Broj
2004,154,Broj
2005,128,Broj
2006,133,Broj
2007,138,Broj
2008,142,Broj
2009,146,Broj
2010,152,Broj
2011,160,Broj
2012,165,Broj
2013,171,Broj
2014,174,Broj
2015,214,Broj
2016,219,Broj
2017,219,Broj
2018,225,Broj
2019,228,Broj
2020,236,Broj
2021,239,Broj
