Year,Value,UNIT_MEASURE
1999,5470,Broj
2000,4697,Broj
2001,4565,Broj
2002,3985,Broj
2003,3881,Broj
2004,3652,Broj
2005,3804,Broj
2006,4017,Broj
2007,4509,Broj
2008,4455,Broj
2009,4386,Broj
2010,4370,Broj
2011,4403,Broj
2012,4558,Broj
2013,4565,Broj
2014,4628,Broj
2015,4643,Broj
2016,4628,Broj
2017,4557,Broj
2018,4820,Broj
2019,4692,Broj
2020,5072,Broj
2021,5150,Broj
2022,5274,Broj
2023,5154,Broj
2024,5145,Broj
