Year,Value,UNIT_MEASURE
2009,2062,Broj
2010,2080,Broj
2011,2087,Broj
2012,2264,Broj
2013,2394,Broj
2014,2221,Broj
2015,2468,Broj
2016,2572,Broj
2017,2688,Broj
2018,2646,Broj
2019,2771,Broj
2020,2606,Broj
2021,2607,Broj
2022,2609,Broj
