Year,Value,UNIT_MEASURE
2007,9,Broj
2008,11,Broj
2009,14,Broj
2010,15,Broj
2011,16,Broj
2012,17,Broj
2013,18,Broj
2014,18,Broj
2015,20,Broj
2016,27,Broj
2017,28,Broj
2018,28,Broj
2019,27,Broj
2020,29,Broj
2021,30,Broj
2022,28,Broj
2023,30,Broj
