Year,UNIT_MEASURE,Value
1997,Број,5
1998,Број,19
1999,Број,6
2000,Број,0
2001,Број,5
2002,Број,4
2003,Број,4
2004,Број,1
2005,Број,0
2006,Број,5
2007,Број,1
2008,Број,0
2009,Број,4
2010,Број,4
2011,Број,5
2012,Број,8
2013,Број,8
2014,Број,2
2015,Број,2
2016,Број,7
2017,Број,5
2018,Број,5
