Year,UNIT_MEASURE,Пол,Value
2016,Број,Оба пола,41136
2016,Број,M,20455
2016,Број,Ж,20681
2017,Број,Оба пола,39831
2017,Број,M,19772
2017,Број,Ж,20059
2018,Број,Оба пола,38499
2018,Број,M,19175
2018,Број,Ж,19324
2019,Број,Оба пола,37206
2019,Број,M,18491
2019,Број,Ж,18715
2020,Број,Оба пола,36405
2020,Број,M,18042
2020,Број,Ж,18363
