Year,UNIT_MEASURE,Value
2019,Број на 1.000 становника,12.8
2020,Број на 1.000 становника,12.8
2025,Број на 1.000 становника,13.2
2030,Број на 1.000 становника,13.7
2035,Број на 1.000 становника,14.4
2040,Број на 1.000 становника,15.2
2045,Број на 1.000 становника,15.7
2050,Број на 1.000 становника,15.9
2055,Број на 1.000 становника,16.0
2060,Број на 1.000 становника,16.1
2065,Број на 1.000 становника,16.3
2070,Број на 1.000 становника,16.6
