Year,UNIT_MEASURE,Пол,AGE,Value
2050,Број,Ж,95,1196
2050,Број,Ж,96,1002
2050,Број,Ж,97,711
2050,Број,Ж,98,560
2050,Број,Ж,99,322
2050,Број,Ж,100,250
2050,Број,Ж,101,165
2050,Број,Ж,102,99
2050,Број,Ж,103,62
2050,Број,Ж,104,35
2050,Број,Ж,105,16
2050,Број,Ж,106,9
2050,Број,Ж,107,5
2050,Број,Ж,108,3
2050,Број,Ж,109,1
2050,Број,Ж,110,1
2050,Број,Ж,111,0
2050,Број,Ж,112,0
2050,Број,Ж,113,0
2050,Број,Ж,114,0
2050,Број,Ж,115,0
2050,Број,Ж,116,0
2050,Број,Ж,117,0
2050,Број,Ж,118,0
2050,Број,Ж,119,0
2050,Број,Ж,120+,0
2055,Број,Ж,_T,452531
2055,Број,Ж,0,3070
2055,Број,Ж,1,3098
2055,Број,Ж,2,3127
2055,Број,Ж,3,3156
2055,Број,Ж,4,3185
2055,Број,Ж,5,3215
2055,Број,Ж,6,3247
2055,Број,Ж,7,3280
2055,Број,Ж,8,3312
2055,Број,Ж,9,3346
2055,Број,Ж,10,3381
2055,Број,Ж,11,3418
2055,Број,Ж,12,3456
2055,Број,Ж,13,3493
2055,Број,Ж,14,3531
2055,Број,Ж,15,3570
2055,Број,Ж,16,3607
2055,Број,Ж,17,3645
2055,Број,Ж,18,3682
2055,Број,Ж,19,3723
2055,Број,Ж,20,3771
2055,Број,Ж,21,3822
2055,Број,Ж,22,3875
2055,Број,Ж,23,3930
2055,Број,Ж,24,3984
2055,Број,Ж,25,4034
2055,Број,Ж,26,4077
2055,Број,Ж,27,4120
2055,Број,Ж,28,4168
2055,Број,Ж,29,4219
2055,Број,Ж,30,4273
2055,Број,Ж,31,4327
2055,Број,Ж,32,4383
2055,Број,Ж,33,4440
2055,Број,Ж,34,4497
2055,Број,Ж,35,4554
2055,Број,Ж,36,4611
2055,Број,Ж,37,4636
2055,Број,Ж,38,4532
2055,Број,Ж,39,4604
2055,Број,Ж,40,4600
2055,Број,Ж,41,4611
2055,Број,Ж,42,4715
2055,Број,Ж,43,5231
2055,Број,Ж,44,5101
2055,Број,Ж,45,5430
2055,Број,Ж,46,5448
2055,Број,Ж,47,5403
2055,Број,Ж,48,5316
2055,Број,Ж,49,5277
2055,Број,Ж,50,5270
2055,Број,Ж,51,5250
2055,Број,Ж,52,5330
2055,Број,Ж,53,5330
2055,Број,Ж,54,5522
2055,Број,Ж,55,5714
2055,Број,Ж,56,5645
2055,Број,Ж,57,6088
2055,Број,Ж,58,6767
2055,Број,Ж,59,6713
2055,Број,Ж,60,6940
2055,Број,Ж,61,6496
2055,Број,Ж,62,5299
2055,Број,Ж,63,5454
2055,Број,Ж,64,6381
2055,Број,Ж,65,6252
2055,Број,Ж,66,6454
2055,Број,Ж,67,6730
2055,Број,Ж,68,6833
2055,Број,Ж,69,6949
2055,Број,Ж,70,6860
2055,Број,Ж,71,7021
2055,Број,Ж,72,7086
2055,Број,Ж,73,7019
2055,Број,Ж,74,6854
2055,Број,Ж,75,6777
2055,Број,Ж,76,6553
2055,Број,Ж,77,6298
2055,Број,Ж,78,6259
2055,Број,Ж,79,6262
2055,Број,Ж,80,5817
2055,Број,Ж,81,5325
2055,Број,Ж,82,5140
2055,Број,Ж,83,4910
2055,Број,Ж,84,4532
2055,Број,Ж,85,3973
2055,Број,Ж,86,3825
2055,Број,Ж,87,3679
2055,Број,Ж,88,3457
2055,Број,Ж,89,3227
2055,Број,Ж,90,2981
2055,Број,Ж,91,2506
2055,Број,Ж,92,2235
2055,Број,Ж,93,1984
2055,Број,Ж,94,1635
2055,Број,Ж,95,1353
2055,Број,Ж,96,1085
2055,Број,Ж,97,865
2055,Број,Ж,98,595
2055,Број,Ж,99,482
2055,Број,Ж,100,337
2055,Број,Ж,101,251
2055,Број,Ж,102,157
2055,Број,Ж,103,109
2055,Број,Ж,104,55
2055,Број,Ж,105,37
2055,Број,Ж,106,21
2055,Број,Ж,107,10
2055,Број,Ж,108,5
2055,Број,Ж,109,3
2055,Број,Ж,110,1
2055,Број,Ж,111,0
2055,Број,Ж,112,0
2055,Број,Ж,113,0
2055,Број,Ж,114,0
2055,Број,Ж,115,0
2055,Број,Ж,116,0
2055,Број,Ж,117,0
2055,Број,Ж,118,0
2055,Број,Ж,119,0
2055,Број,Ж,120+,0
2060,Број,Ж,_T,433137
2060,Број,Ж,0,2933
2060,Број,Ж,1,2961
2060,Број,Ж,2,2991
2060,Број,Ж,3,3020
2060,Број,Ж,4,3048
2060,Број,Ж,5,3076
2060,Број,Ж,6,3106
2060,Број,Ж,7,3136
2060,Број,Ж,8,3164
2060,Број,Ж,9,3192
2060,Број,Ж,10,3222
2060,Број,Ж,11,3252
2060,Број,Ж,12,3282
2060,Број,Ж,13,3315
2060,Број,Ж,14,3348
2060,Број,Ж,15,3384
2060,Број,Ж,16,3420
2060,Број,Ж,17,3458
2060,Број,Ж,18,3493
2060,Број,Ж,19,3530
2060,Број,Ж,20,3572
2060,Број,Ж,21,3614
2060,Број,Ж,22,3660
2060,Број,Ж,23,3708
2060,Број,Ж,24,3758
2060,Број,Ж,25,3805
2060,Број,Ж,26,3849
2060,Број,Ж,27,3893
2060,Број,Ж,28,3940
2060,Број,Ж,29,3990
2060,Број,Ж,30,4042
2060,Број,Ж,31,4092
2060,Број,Ж,32,4143
2060,Број,Ж,33,4194
2060,Број,Ж,34,4247
2060,Број,Ж,35,4301
2060,Број,Ж,36,4355
2060,Број,Ж,37,4409
2060,Број,Ж,38,4465
2060,Број,Ж,39,4520
2060,Број,Ж,40,4573
2060,Број,Ж,41,4628
2060,Број,Ж,42,4649
2060,Број,Ж,43,4543
2060,Број,Ж,44,4612
2060,Број,Ж,45,4605
2060,Број,Ж,46,4612
2060,Број,Ж,47,4711
2060,Број,Ж,48,5220
2060,Број,Ж,49,5086
2060,Број,Ж,50,5409
2060,Број,Ж,51,5422
2060,Број,Ж,52,5375
2060,Број,Ж,53,5286
2060,Број,Ж,54,5246
2060,Број,Ж,55,5237
2060,Број,Ж,56,5214
2060,Број,Ж,57,5288
2060,Број,Ж,58,5285
2060,Број,Ж,59,5471
2060,Број,Ж,60,5657
2060,Број,Ж,61,5587
2060,Број,Ж,62,6018
2060,Број,Ж,63,6676
2060,Број,Ж,64,6612
2060,Број,Ж,65,6824
2060,Број,Ж,66,6382
2060,Број,Ж,67,5208
2060,Број,Ж,68,5346
2060,Број,Ж,69,6224
2060,Број,Ж,70,6074
2060,Број,Ж,71,6240
2060,Број,Ж,72,6468
2060,Број,Ж,73,6524
2060,Број,Ж,74,6585
2060,Број,Ж,75,6447
2060,Број,Ж,76,6536
2060,Број,Ж,77,6525
2060,Број,Ж,78,6387
2060,Број,Ж,79,6154
2060,Број,Ж,80,5994
2060,Број,Ж,81,5699
2060,Број,Ж,82,5373
2060,Број,Ж,83,5224
2060,Број,Ж,84,5100
2060,Број,Ж,85,4612
2060,Број,Ж,86,4098
2060,Број,Ж,87,3826
2060,Број,Ж,88,3520
2060,Број,Ж,89,3117
2060,Број,Ж,90,2609
2060,Број,Ж,91,2386
2060,Број,Ж,92,2168
2060,Број,Ж,93,1915
2060,Број,Ж,94,1671
2060,Број,Ж,95,1434
2060,Број,Ж,96,1113
2060,Број,Ж,97,911
2060,Број,Ж,98,737
2060,Број,Ж,99,550
2060,Број,Ж,100,408
2060,Број,Ж,101,292
2060,Број,Ж,102,206
2060,Број,Ж,103,125
2060,Број,Ж,104,88
2060,Број,Ж,105,54
2060,Број,Ж,106,34
2060,Број,Ж,107,18
2060,Број,Ж,108,10
2060,Број,Ж,109,4
2060,Број,Ж,110,2
2060,Број,Ж,111,1
2060,Број,Ж,112,0
2060,Број,Ж,113,0
2060,Број,Ж,114,0
2060,Број,Ж,115,0
2060,Број,Ж,116,0
2060,Број,Ж,117,0
2060,Број,Ж,118,0
2060,Број,Ж,119,0
2060,Број,Ж,120+,0
2065,Број,Ж,_T,414299
2065,Број,Ж,0,2795
2065,Број,Ж,1,2823
2065,Број,Ж,2,2852
2065,Број,Ж,3,2881
2065,Број,Ж,4,2910
2065,Број,Ж,5,2939
2065,Број,Ж,6,2969
2065,Број,Ж,7,3000
2065,Број,Ж,8,3028
2065,Број,Ж,9,3056
2065,Број,Ж,10,3083
2065,Број,Ж,11,3111
2065,Број,Ж,12,3138
2065,Број,Ж,13,3166
2065,Број,Ж,14,3195
2065,Број,Ж,15,3224
2065,Број,Ж,16,3254
2065,Број,Ж,17,3285
2065,Број,Ж,18,3315
2065,Број,Ж,19,3347
2065,Број,Ж,20,3387
2065,Број,Ж,21,3428
2065,Број,Ж,22,3473
2065,Број,Ж,23,3519
2065,Број,Ж,24,3564
2065,Број,Ж,25,3606
2065,Број,Ж,26,3642
2065,Број,Ж,27,3678
2065,Број,Ж,28,3719
2065,Број,Ж,29,3765
2065,Број,Ж,30,3814
2065,Број,Ж,31,3864
2065,Број,Ж,32,3915
2065,Број,Ж,33,3966
2065,Број,Ж,34,4017
2065,Број,Ж,35,4069
2065,Број,Ж,36,4119
2065,Број,Ж,37,4168
2065,Број,Ж,38,4219
2065,Број,Ж,39,4269
2065,Број,Ж,40,4320
2065,Број,Ж,41,4371
2065,Број,Ж,42,4423
2065,Број,Ж,43,4475
2065,Број,Ж,44,4527
2065,Број,Ж,45,4577
2065,Број,Ж,46,4628
2065,Број,Ж,47,4646
2065,Број,Ж,48,4537
2065,Број,Ж,49,4603
2065,Број,Ж,50,4592
2065,Број,Ж,51,4597
2065,Број,Ж,52,4692
2065,Број,Ж,53,5193
2065,Број,Ж,54,5057
2065,Број,Ж,55,5374
2065,Број,Ж,56,5384
2065,Број,Ж,57,5334
2065,Број,Ж,58,5243
2065,Број,Ж,59,5201
2065,Број,Ж,60,5191
2065,Број,Ж,61,5167
2065,Број,Ж,62,5239
2065,Број,Ж,63,5231
2065,Број,Ж,64,5408
2065,Број,Ж,65,5582
2065,Број,Ж,66,5502
2065,Број,Ж,67,5909
2065,Број,Ж,68,6533
2065,Број,Ж,69,6452
2065,Број,Ж,70,6635
2065,Број,Ж,71,6183
2065,Број,Ж,72,5028
2065,Број,Ж,73,5130
2065,Број,Ж,74,5925
2065,Број,Ж,75,5736
2065,Број,Ж,76,5840
2065,Број,Ж,77,5992
2065,Број,Ж,78,5976
2065,Број,Ж,79,5957
2065,Број,Ж,80,5750
2065,Број,Ж,81,5737
2065,Број,Ж,82,5625
2065,Број,Ж,83,5395
2065,Број,Ж,84,5082
2065,Број,Ж,85,4827
2065,Број,Ж,86,4463
2065,Број,Ж,87,4079
2065,Број,Ж,88,3830
2065,Број,Ж,89,3596
2065,Број,Ж,90,3115
2065,Број,Ж,91,2637
2065,Број,Ж,92,2335
2065,Број,Ж,93,2026
2065,Број,Ж,94,1683
2065,Број,Ж,95,1314
2065,Број,Ж,96,1114
2065,Број,Ж,97,932
2065,Број,Ж,98,753
2065,Број,Ж,99,596
2065,Број,Ж,100,461
2065,Број,Ж,101,320
2065,Број,Ж,102,232
2065,Број,Ж,103,166
2065,Број,Ж,104,108
2065,Број,Ж,105,70
2065,Број,Ж,106,43
2065,Број,Ж,107,25
2065,Број,Ж,108,13
2065,Број,Ж,109,7
2065,Број,Ж,110,4
2065,Број,Ж,111,2
2065,Број,Ж,112,1
2065,Број,Ж,113,0
2065,Број,Ж,114,0
2065,Број,Ж,115,0
2065,Број,Ж,116,0
2065,Број,Ж,117,0
2065,Број,Ж,118,0
2065,Број,Ж,119,0
2065,Број,Ж,120+,0
2070,Број,Ж,_T,395667
2070,Број,Ж,0,2665
2070,Број,Ж,1,2691
2070,Број,Ж,2,2718
2070,Број,Ж,3,2745
2070,Број,Ж,4,2772
2070,Број,Ж,5,2800
2070,Број,Ж,6,2830
2070,Број,Ж,7,2860
2070,Број,Ж,8,2888
2070,Број,Ж,9,2917
2070,Број,Ж,10,2945
2070,Број,Ж,11,2974
2070,Број,Ж,12,3002
2070,Број,Ж,13,3030
2070,Број,Ж,14,3058
2070,Број,Ж,15,3085
2070,Број,Ж,16,3113
2070,Број,Ж,17,3141
2070,Број,Ж,18,3166
2070,Број,Ж,19,3194
2070,Број,Ж,20,3227
2070,Број,Ж,21,3261
2070,Број,Ж,22,3299
2070,Број,Ж,23,3339
2070,Број,Ж,24,3380
2070,Број,Ж,25,3419
2070,Број,Ж,26,3454
2070,Број,Ж,27,3490
2070,Број,Ж,28,3529
2070,Број,Ж,29,3571
2070,Број,Ж,30,3614
2070,Број,Ж,31,3656
2070,Број,Ж,32,3699
2070,Број,Ж,33,3744
2070,Број,Ж,34,3792
2070,Број,Ж,35,3840
2070,Број,Ж,36,3890
2070,Број,Ж,37,3940
2070,Број,Ж,38,3990
2070,Број,Ж,39,4039
2070,Број,Ж,40,4088
2070,Број,Ж,41,4135
2070,Број,Ж,42,4182
2070,Број,Ж,43,4229
2070,Број,Ж,44,4277
2070,Број,Ж,45,4324
2070,Број,Ж,46,4372
2070,Број,Ж,47,4420
2070,Број,Ж,48,4469
2070,Број,Ж,49,4517
2070,Број,Ж,50,4563
2070,Број,Ж,51,4611
2070,Број,Ж,52,4627
2070,Број,Ж,53,4517
2070,Број,Ж,54,4581
2070,Број,Ж,55,4568
2070,Број,Ж,56,4570
2070,Број,Ж,57,4661
2070,Број,Ж,58,5153
2070,Број,Ж,59,5015
2070,Број,Ж,60,5326
2070,Број,Ж,61,5334
2070,Број,Ж,62,5284
2070,Број,Ж,63,5191
2070,Број,Ж,64,5146
2070,Број,Ж,65,5129
2070,Број,Ж,66,5098
2070,Број,Ж,67,5159
2070,Број,Ж,68,5140
2070,Број,Ж,69,5296
2070,Број,Ж,70,5446
2070,Број,Ж,71,5347
2070,Број,Ж,72,5710
2070,Број,Ж,73,6274
2070,Број,Ж,74,6156
2070,Број,Ж,75,6284
2070,Број,Ж,76,5812
2070,Број,Ж,77,4687
2070,Број,Ж,78,4732
2070,Број,Ж,79,5398
2070,Број,Ж,80,5158
2070,Број,Ж,81,5173
2070,Број,Ж,82,5218
2070,Број,Ж,83,5105
2070,Број,Ж,84,4982
2070,Број,Ж,85,4696
2070,Број,Ж,86,4564
2070,Број,Ж,87,4346
2070,Број,Ж,88,4035
2070,Број,Ж,89,3664
2070,Број,Ж,90,3342
2070,Број,Ж,91,2952
2070,Број,Ж,92,2566
2070,Број,Ж,93,2279
2070,Број,Ж,94,2014
2070,Број,Ж,95,1632
2070,Број,Ж,96,1285
2070,Број,Ж,97,1051
2070,Број,Ж,98,836
2070,Број,Ж,99,632
2070,Број,Ж,100,446
2070,Број,Ж,101,338
2070,Број,Ж,102,252
2070,Број,Ж,103,179
2070,Број,Ж,104,125
2070,Број,Ж,105,84
2070,Број,Ж,106,50
2070,Број,Ж,107,30
2070,Број,Ж,108,18
2070,Број,Ж,109,9
2070,Број,Ж,110,5
2070,Број,Ж,111,2
2070,Број,Ж,112,1
2070,Број,Ж,113,0
2070,Број,Ж,114,0
2070,Број,Ж,115,0
2070,Број,Ж,116,0
2070,Број,Ж,117,0
2070,Број,Ж,118,0
2070,Број,Ж,119,0
2070,Број,Ж,120+,0
