Year,UNIT_MEASURE,Пол,Value
2010,% од укупно,M,
2010,% од укупно,Ж,
2011,% од укупно,M,
2011,% од укупно,Ж,
2012,% од укупно,M,
2012,% од укупно,Ж,
2013,% од укупно,M,
2013,% од укупно,Ж,
2014,% од укупно,M,
2014,% од укупно,Ж,
2015,% од укупно,M,
2015,% од укупно,Ж,
2016,% од укупно,M,
2016,% од укупно,Ж,
2017,% од укупно,M,
2017,% од укупно,Ж,
2018,% од укупно,M,
2018,% од укупно,Ж,
2019,% од укупно,M,
2019,% од укупно,Ж,
2020,% од укупно,M,
2020,% од укупно,Ж,
