Year,UNIT_MEASURE,ADMIN_AREA,Пол,Mother tounge,Value
2013,Број,SAMAC,Ж,croatian,1042
2013,Број,SEKOVICI,Оба пола,croatian,3
2013,Број,SEKOVICI,M,croatian,0
2013,Број,SEKOVICI,Ж,croatian,3
2013,Број,SIPOVO,Оба пола,croatian,11
2013,Број,SIPOVO,M,croatian,0
2013,Број,SIPOVO,Ж,croatian,11
2013,Број,REPUBLIKA SRPSKA,Оба пола,serbian,982480
2013,Број,REPUBLIKA SRPSKA,M,serbian,481743
2013,Број,REPUBLIKA SRPSKA,Ж,serbian,500737
2013,Број,BANJA LUKA,Оба пола,serbian,166022
2013,Број,BANJA LUKA,M,serbian,80369
2013,Број,BANJA LUKA,Ж,serbian,85653
2013,Број,BERKOVICI,Оба пола,serbian,1875
2013,Број,BERKOVICI,M,serbian,942
2013,Број,BERKOVICI,Ж,serbian,933
2013,Број,BIJELJINA,Оба пола,serbian,90547
2013,Број,BIJELJINA,M,serbian,44290
2013,Број,BIJELJINA,Ж,serbian,46257
2013,Број,BILECA,Оба пола,serbian,10534
2013,Број,BILECA,M,serbian,5307
2013,Број,BILECA,Ж,serbian,5227
2013,Број,BRATUNAC,Оба пола,serbian,11930
2013,Број,BRATUNAC,M,serbian,5937
2013,Број,BRATUNAC,Ж,serbian,5993
2013,Број,BROD,Оба пола,serbian,11154
2013,Број,BROD,M,serbian,5490
2013,Број,BROD,Ж,serbian,5664
2013,Број,VISEGRAD,Оба пола,serbian,8981
2013,Број,VISEGRAD,M,serbian,4351
2013,Број,VISEGRAD,Ж,serbian,4630
2013,Број,VLASENICA,Оба пола,serbian,7160
2013,Број,VLASENICA,M,serbian,3493
2013,Број,VLASENICA,Ж,serbian,3667
2013,Број,VUKOSAVLJE,Оба пола,serbian,1471
2013,Број,VUKOSAVLJE,M,serbian,727
2013,Број,VUKOSAVLJE,Ж,serbian,744
2013,Број,GACKO,Оба пола,serbian,8356
2013,Број,GACKO,M,serbian,4234
2013,Број,GACKO,Ж,serbian,4122
2013,Број,GRADISKA,Оба пола,serbian,41393
2013,Број,GRADISKA,M,serbian,20221
2013,Број,GRADISKA,Ж,serbian,21172
2013,Број,DERVENTA,Оба пола,serbian,21749
2013,Број,DERVENTA,M,serbian,10593
2013,Број,DERVENTA,Ж,serbian,11156
2013,Број,DOBOJ,Оба пола,serbian,51338
2013,Број,DOBOJ,M,serbian,25045
2013,Број,DOBOJ,Ж,serbian,26293
2013,Број,DONJI ZABAR,Оба пола,serbian,2652
2013,Број,DONJI ZABAR,M,serbian,1345
2013,Број,DONJI ZABAR,Ж,serbian,1307
2013,Број,ZVORNIK,Оба пола,serbian,37330
2013,Број,ZVORNIK,M,serbian,18483
2013,Број,ZVORNIK,Ж,serbian,18847
2013,Број,ISTOCNA ILIDZA,Оба пола,serbian,13532
2013,Број,ISTOCNA ILIDZA,M,serbian,6502
2013,Број,ISTOCNA ILIDZA,Ж,serbian,7030
2013,Број,ISTOCNI DRVAR,Оба пола,serbian,65
2013,Број,ISTOCNI DRVAR,M,serbian,44
2013,Број,ISTOCNI DRVAR,Ж,serbian,21
2013,Број,ISTOCNI MOSTAR,Оба пола,serbian,152
2013,Број,ISTOCNI MOSTAR,M,serbian,84
2013,Број,ISTOCNI MOSTAR,Ж,serbian,68
2013,Број,ISTOCNI STARI GRAD,Оба пола,serbian,1063
2013,Број,ISTOCNI STARI GRAD,M,serbian,521
2013,Број,ISTOCNI STARI GRAD,Ж,serbian,542
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,serbian,10078
2013,Број,ISTOCNO NOVO SARAJEVO,M,serbian,4805
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,serbian,5273
2013,Број,JEZERO,Оба пола,serbian,782
2013,Број,JEZERO,M,serbian,412
2013,Број,JEZERO,Ж,serbian,370
2013,Број,KALINOVIK,Оба пола,serbian,1907
2013,Број,KALINOVIK,M,serbian,924
2013,Број,KALINOVIK,Ж,serbian,983
2013,Број,KNEZEVO,Оба пола,serbian,8909
2013,Број,KNEZEVO,M,serbian,4431
2013,Број,KNEZEVO,Ж,serbian,4478
2013,Број,KOZARSKA DUBICA,Оба пола,serbian,18376
2013,Број,KOZARSKA DUBICA,M,serbian,9029
2013,Број,KOZARSKA DUBICA,Ж,serbian,9347
2013,Број,KOSTAJNICA,Оба пола,serbian,4175
2013,Број,KOSTAJNICA,M,serbian,2078
2013,Број,KOSTAJNICA,Ж,serbian,2097
2013,Број,KOTOR VAROS,Оба пола,serbian,12926
2013,Број,KOTOR VAROS,M,serbian,6387
2013,Број,KOTOR VAROS,Ж,serbian,6539
2013,Број,KRUPA NA UNI,Оба пола,serbian,1554
2013,Број,KRUPA NA UNI,M,serbian,840
2013,Број,KRUPA NA UNI,Ж,serbian,714
2013,Број,KUPRES,Оба пола,serbian,290
2013,Број,KUPRES,M,serbian,155
2013,Број,KUPRES,Ж,serbian,135
2013,Број,LAKTASI,Оба пола,serbian,33263
2013,Број,LAKTASI,M,serbian,16465
2013,Број,LAKTASI,Ж,serbian,16798
2013,Број,LOPARE,Оба пола,serbian,13299
2013,Број,LOPARE,M,serbian,6707
2013,Број,LOPARE,Ж,serbian,6592
2013,Број,LJUBINJE,Оба пола,serbian,3295
2013,Број,LJUBINJE,M,serbian,1623
2013,Број,LJUBINJE,Ж,serbian,1672
2013,Број,MILICI,Оба пола,serbian,6880
2013,Број,MILICI,M,serbian,3495
2013,Број,MILICI,Ж,serbian,3385
2013,Број,MODRICA,Оба пола,serbian,19633
2013,Број,MODRICA,M,serbian,9640
2013,Број,MODRICA,Ж,serbian,9993
2013,Број,MRKONJIC GRAD,Оба пола,serbian,15370
2013,Број,MRKONJIC GRAD,M,serbian,7392
2013,Број,MRKONJIC GRAD,Ж,serbian,7978
2013,Број,NEVESINJE,Оба пола,serbian,11987
2013,Број,NEVESINJE,M,serbian,5961
2013,Број,NEVESINJE,Ж,serbian,6026
2013,Број,NOVI GRAD,Оба пола,serbian,19602
2013,Број,NOVI GRAD,M,serbian,9805
2013,Број,NOVI GRAD,Ж,serbian,9797
2013,Број,NOVO GORAZDE,Оба пола,serbian,1564
2013,Број,NOVO GORAZDE,M,serbian,823
2013,Број,NOVO GORAZDE,Ж,serbian,741
2013,Број,OSMACI,Оба пола,serbian,2850
2013,Број,OSMACI,M,serbian,1452
2013,Број,OSMACI,Ж,serbian,1398
2013,Број,OSTRA LUKA,Оба пола,serbian,2540
2013,Број,OSTRA LUKA,M,serbian,1309
2013,Број,OSTRA LUKA,Ж,serbian,1231
2013,Број,PALE,Оба пола,serbian,20039
2013,Број,PALE,M,serbian,9599
2013,Број,PALE,Ж,serbian,10440
2013,Број,PELAGICEVO,Оба пола,serbian,3140
2013,Број,PELAGICEVO,M,serbian,1561
2013,Број,PELAGICEVO,Ж,serbian,1579
2013,Број,PETROVAC,Оба пола,serbian,353
2013,Број,PETROVAC,M,serbian,169
2013,Број,PETROVAC,Ж,serbian,184
2013,Број,PETROVO,Оба пола,serbian,6252
2013,Број,PETROVO,M,serbian,3020
2013,Број,PETROVO,Ж,serbian,3232
2013,Број,PRIJEDOR,Оба пола,serbian,55452
2013,Број,PRIJEDOR,M,serbian,27205
2013,Број,PRIJEDOR,Ж,serbian,28247
2013,Број,PRNJAVOR,Оба пола,serbian,30213
2013,Број,PRNJAVOR,M,serbian,14687
2013,Број,PRNJAVOR,Ж,serbian,15526
2013,Број,RIBNIK,Оба пола,serbian,5830
2013,Број,RIBNIK,M,serbian,2891
2013,Број,RIBNIK,Ж,serbian,2939
2013,Број,ROGATICA,Оба пола,serbian,9233
2013,Број,ROGATICA,M,serbian,4508
2013,Број,ROGATICA,Ж,serbian,4725
2013,Број,RUDO,Оба пола,serbian,6979
2013,Број,RUDO,M,serbian,3527
2013,Број,RUDO,Ж,serbian,3452
2013,Број,SOKOLAC,Оба пола,serbian,10911
2013,Број,SOKOLAC,M,serbian,5366
2013,Број,SOKOLAC,Ж,serbian,5545
2013,Број,SRBAC,Оба пола,serbian,16269
2013,Број,SRBAC,M,serbian,7994
2013,Број,SRBAC,Ж,serbian,8275
2013,Број,SREBRENICA,Оба пола,serbian,5469
2013,Број,SREBRENICA,M,serbian,2745
2013,Број,SREBRENICA,Ж,serbian,2724
2013,Број,TESLIC,Оба пола,serbian,28458
2013,Број,TESLIC,M,serbian,13628
2013,Број,TESLIC,Ж,serbian,14830
2013,Број,TREBINJE,Оба пола,serbian,26940
2013,Број,TREBINJE,M,serbian,13155
2013,Број,TREBINJE,Ж,serbian,13785
2013,Број,TRNOVO,Оба пола,serbian,1141
2013,Број,TRNOVO,M,serbian,537
2013,Број,TRNOVO,Ж,serbian,604
2013,Број,UGLJEVIK,Оба пола,serbian,13052
2013,Број,UGLJEVIK,M,serbian,6622
2013,Број,UGLJEVIK,Ж,serbian,6430
2013,Број,FOCA,Оба пола,serbian,16299
2013,Број,FOCA,M,serbian,8200
2013,Број,FOCA,Ж,serbian,8099
2013,Број,HAN PIJESAK,Оба пола,serbian,3002
2013,Број,HAN PIJESAK,M,serbian,1415
2013,Број,HAN PIJESAK,Ж,serbian,1587
2013,Број,CAJNICE,Оба пола,serbian,3820
2013,Број,CAJNICE,M,serbian,1898
2013,Број,CAJNICE,Ж,serbian,1922
2013,Број,CELINAC,Оба пола,serbian,14622
2013,Број,CELINAC,M,serbian,7247
2013,Број,CELINAC,Ж,serbian,7375
2013,Број,SAMAC,Оба пола,serbian,12894
2013,Број,SAMAC,M,serbian,6289
2013,Број,SAMAC,Ж,serbian,6605
2013,Број,SEKOVICI,Оба пола,serbian,6196
2013,Број,SEKOVICI,M,serbian,3044
2013,Број,SEKOVICI,Ж,serbian,3152
2013,Број,SIPOVO,Оба пола,serbian,9332
2013,Број,SIPOVO,M,serbian,4725
2013,Број,SIPOVO,Ж,serbian,4607
2013,Број,REPUBLIKA SRPSKA,Оба пола,other,17824
2013,Број,REPUBLIKA SRPSKA,M,other,8017
2013,Број,REPUBLIKA SRPSKA,Ж,other,9807
2013,Број,BANJA LUKA,Оба пола,other,5207
2013,Број,BANJA LUKA,M,other,2214
2013,Број,BANJA LUKA,Ж,other,2993
2013,Број,BERKOVICI,Оба пола,other,5
2013,Број,BERKOVICI,M,other,2
2013,Број,BERKOVICI,Ж,other,3
2013,Број,BIJELJINA,Оба пола,other,1418
2013,Број,BIJELJINA,M,other,673
2013,Број,BIJELJINA,Ж,other,745
2013,Број,BILECA,Оба пола,other,32
2013,Број,BILECA,M,other,18
2013,Број,BILECA,Ж,other,14
2013,Број,BRATUNAC,Оба пола,other,69
2013,Број,BRATUNAC,M,other,33
2013,Број,BRATUNAC,Ж,other,36
2013,Број,BROD,Оба пола,other,283
2013,Број,BROD,M,other,111
2013,Број,BROD,Ж,other,172
2013,Број,VISEGRAD,Оба пола,other,66
2013,Број,VISEGRAD,M,other,32
2013,Број,VISEGRAD,Ж,other,34
2013,Број,VLASENICA,Оба пола,other,89
2013,Број,VLASENICA,M,other,36
2013,Број,VLASENICA,Ж,other,53
2013,Број,VUKOSAVLJE,Оба пола,other,116
2013,Број,VUKOSAVLJE,M,other,68
2013,Број,VUKOSAVLJE,Ж,other,48
2013,Број,GACKO,Оба пола,other,9
2013,Број,GACKO,M,other,5
2013,Број,GACKO,Ж,other,4
2013,Број,GRADISKA,Оба пола,other,1025
2013,Број,GRADISKA,M,other,481
2013,Број,GRADISKA,Ж,other,544
2013,Број,DERVENTA,Оба пола,other,447
2013,Број,DERVENTA,M,other,196
2013,Број,DERVENTA,Ж,other,251
2013,Број,DOBOJ,Оба пола,other,1380
2013,Број,DOBOJ,M,other,644
2013,Број,DOBOJ,Ж,other,736
2013,Број,DONJI ZABAR,Оба пола,other,15
2013,Број,DONJI ZABAR,M,other,4
2013,Број,DONJI ZABAR,Ж,other,11
2013,Број,ZVORNIK,Оба пола,other,116
2013,Број,ZVORNIK,M,other,48
2013,Број,ZVORNIK,Ж,other,68
2013,Број,ISTOCNA ILIDZA,Оба пола,other,125
2013,Број,ISTOCNA ILIDZA,M,other,50
2013,Број,ISTOCNA ILIDZA,Ж,other,75
2013,Број,ISTOCNI DRVAR,Оба пола,other,0
2013,Број,ISTOCNI DRVAR,M,other,0
2013,Број,ISTOCNI DRVAR,Ж,other,0
2013,Број,ISTOCNI MOSTAR,Оба пола,other,0
2013,Број,ISTOCNI MOSTAR,M,other,0
2013,Број,ISTOCNI MOSTAR,Ж,other,0
2013,Број,ISTOCNI STARI GRAD,Оба пола,other,6
2013,Број,ISTOCNI STARI GRAD,M,other,2
2013,Број,ISTOCNI STARI GRAD,Ж,other,4
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,other,199
2013,Број,ISTOCNO NOVO SARAJEVO,M,other,86
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,other,113
2013,Број,JEZERO,Оба пола,other,1
2013,Број,JEZERO,M,other,1
2013,Број,JEZERO,Ж,other,0
2013,Број,KALINOVIK,Оба пола,other,11
2013,Број,KALINOVIK,M,other,8
2013,Број,KALINOVIK,Ж,other,3
2013,Број,KNEZEVO,Оба пола,other,30
2013,Број,KNEZEVO,M,other,8
2013,Број,KNEZEVO,Ж,other,22
2013,Број,KOZARSKA DUBICA,Оба пола,other,209
2013,Број,KOZARSKA DUBICA,M,other,89
2013,Број,KOZARSKA DUBICA,Ж,other,120
2013,Број,KOSTAJNICA,Оба пола,other,112
2013,Број,KOSTAJNICA,M,other,51
2013,Број,KOSTAJNICA,Ж,other,61
2013,Број,KOTOR VAROS,Оба пола,other,181
2013,Број,KOTOR VAROS,M,other,75
2013,Број,KOTOR VAROS,Ж,other,106
2013,Број,KRUPA NA UNI,Оба пола,other,0
2013,Број,KRUPA NA UNI,M,other,0
2013,Број,KRUPA NA UNI,Ж,other,0
2013,Број,KUPRES,Оба пола,other,3
2013,Број,KUPRES,M,other,2
2013,Број,KUPRES,Ж,other,1
2013,Број,LAKTASI,Оба пола,other,578
2013,Број,LAKTASI,M,other,286
2013,Број,LAKTASI,Ж,other,292
2013,Број,LOPARE,Оба пола,other,28
2013,Број,LOPARE,M,other,9
2013,Број,LOPARE,Ж,other,19
2013,Број,LJUBINJE,Оба пола,other,3
2013,Број,LJUBINJE,M,other,1
2013,Број,LJUBINJE,Ж,other,2
2013,Број,MILICI,Оба пола,other,9
2013,Број,MILICI,M,other,1
2013,Број,MILICI,Ж,other,8
2013,Број,MODRICA,Оба пола,other,470
2013,Број,MODRICA,M,other,208
2013,Број,MODRICA,Ж,other,262
2013,Број,MRKONJIC GRAD,Оба пола,other,97
2013,Број,MRKONJIC GRAD,M,other,52
2013,Број,MRKONJIC GRAD,Ж,other,45
2013,Број,NEVESINJE,Оба пола,other,17
2013,Број,NEVESINJE,M,other,4
2013,Број,NEVESINJE,Ж,other,13
2013,Број,NOVI GRAD,Оба пола,other,263
2013,Број,NOVI GRAD,M,other,108
2013,Број,NOVI GRAD,Ж,other,155
2013,Број,NOVO GORAZDE,Оба пола,other,4
2013,Број,NOVO GORAZDE,M,other,3
2013,Број,NOVO GORAZDE,Ж,other,1
2013,Број,OSMACI,Оба пола,other,8
2013,Број,OSMACI,M,other,1
2013,Број,OSMACI,Ж,other,7
2013,Број,OSTRA LUKA,Оба пола,other,32
2013,Број,OSTRA LUKA,M,other,16
2013,Број,OSTRA LUKA,Ж,other,16
2013,Број,PALE,Оба пола,other,108
2013,Број,PALE,M,other,42
2013,Број,PALE,Ж,other,66
2013,Број,PELAGICEVO,Оба пола,other,30
2013,Број,PELAGICEVO,M,other,12
2013,Број,PELAGICEVO,Ж,other,18
2013,Број,PETROVAC,Оба пола,other,1
2013,Број,PETROVAC,M,other,0
2013,Број,PETROVAC,Ж,other,1
2013,Број,PETROVO,Оба пола,other,41
2013,Број,PETROVO,M,other,15
2013,Број,PETROVO,Ж,other,26
2013,Број,PRIJEDOR,Оба пола,other,1883
2013,Број,PRIJEDOR,M,other,879
2013,Број,PRIJEDOR,Ж,other,1004
2013,Број,PRNJAVOR,Оба пола,other,1131
2013,Број,PRNJAVOR,M,other,565
2013,Број,PRNJAVOR,Ж,other,566
2013,Број,RIBNIK,Оба пола,other,13
2013,Број,RIBNIK,M,other,5
2013,Број,RIBNIK,Ж,other,8
2013,Број,ROGATICA,Оба пола,other,35
2013,Број,ROGATICA,M,other,17
2013,Број,ROGATICA,Ж,other,18
2013,Број,RUDO,Оба пола,other,8
2013,Број,RUDO,M,other,3
2013,Број,RUDO,Ж,other,5
2013,Број,SOKOLAC,Оба пола,other,35
2013,Број,SOKOLAC,M,other,9
2013,Број,SOKOLAC,Ж,other,26
2013,Број,SRBAC,Оба пола,other,180
2013,Број,SRBAC,M,other,91
2013,Број,SRBAC,Ж,other,89
2013,Број,SREBRENICA,Оба пола,other,49
2013,Број,SREBRENICA,M,other,32
2013,Број,SREBRENICA,Ж,other,17
2013,Број,TESLIC,Оба пола,other,864
2013,Број,TESLIC,M,other,390
2013,Број,TESLIC,Ж,other,474
2013,Број,TREBINJE,Оба пола,other,269
2013,Број,TREBINJE,M,other,101
2013,Број,TREBINJE,Ж,other,168
2013,Број,TRNOVO,Оба пола,other,8
2013,Број,TRNOVO,M,other,5
2013,Број,TRNOVO,Ж,other,3
2013,Број,UGLJEVIK,Оба пола,other,36
2013,Број,UGLJEVIK,M,other,15
2013,Број,UGLJEVIK,Ж,other,21
2013,Број,FOCA,Оба пола,other,63
2013,Број,FOCA,M,other,35
2013,Број,FOCA,Ж,other,28
2013,Број,HAN PIJESAK,Оба пола,other,7
2013,Број,HAN PIJESAK,M,other,6
2013,Број,HAN PIJESAK,Ж,other,1
2013,Број,CAJNICE,Оба пола,other,12
2013,Број,CAJNICE,M,other,6
2013,Број,CAJNICE,Ж,other,6
2013,Број,CELINAC,Оба пола,other,74
2013,Број,CELINAC,M,other,26
2013,Број,CELINAC,Ж,other,48
2013,Број,SAMAC,Оба пола,other,277
2013,Број,SAMAC,M,other,116
2013,Број,SAMAC,Ж,other,161
2013,Број,SEKOVICI,Оба пола,other,11
2013,Број,SEKOVICI,M,other,4
2013,Број,SEKOVICI,Ж,other,7
2013,Број,SIPOVO,Оба пола,other,26
2013,Број,SIPOVO,M,other,17
2013,Број,SIPOVO,Ж,other,9
2013,Број,REPUBLIKA SRPSKA,Оба пола,unknown,2502
2013,Број,REPUBLIKA SRPSKA,M,unknown,1156
2013,Број,REPUBLIKA SRPSKA,Ж,unknown,1346
2013,Број,BANJA LUKA,Оба пола,unknown,411
2013,Број,BANJA LUKA,M,unknown,189
2013,Број,BANJA LUKA,Ж,unknown,222
2013,Број,BERKOVICI,Оба пола,unknown,2
2013,Број,BERKOVICI,M,unknown,0
2013,Број,BERKOVICI,Ж,unknown,2
2013,Број,BIJELJINA,Оба пола,unknown,124
2013,Број,BIJELJINA,M,unknown,51
2013,Број,BIJELJINA,Ж,unknown,73
2013,Број,BILECA,Оба пола,unknown,14
2013,Број,BILECA,M,unknown,7
2013,Број,BILECA,Ж,unknown,7
2013,Број,BRATUNAC,Оба пола,unknown,46
2013,Број,BRATUNAC,M,unknown,21
2013,Број,BRATUNAC,Ж,unknown,25
2013,Број,BROD,Оба пола,unknown,44
2013,Број,BROD,M,unknown,20
2013,Број,BROD,Ж,unknown,24
2013,Број,VISEGRAD,Оба пола,unknown,178
2013,Број,VISEGRAD,M,unknown,2
2013,Број,VISEGRAD,Ж,unknown,176
2013,Број,VLASENICA,Оба пола,unknown,29
2013,Број,VLASENICA,M,unknown,14
2013,Број,VLASENICA,Ж,unknown,15
2013,Број,VUKOSAVLJE,Оба пола,unknown,15
2013,Број,VUKOSAVLJE,M,unknown,2
2013,Број,VUKOSAVLJE,Ж,unknown,13
2013,Број,GACKO,Оба пола,unknown,10
2013,Број,GACKO,M,unknown,2
2013,Број,GACKO,Ж,unknown,8
2013,Број,GRADISKA,Оба пола,unknown,85
2013,Број,GRADISKA,M,unknown,39
2013,Број,GRADISKA,Ж,unknown,46
2013,Број,DERVENTA,Оба пола,unknown,74
2013,Број,DERVENTA,M,unknown,33
2013,Број,DERVENTA,Ж,unknown,41
2013,Број,DOBOJ,Оба пола,unknown,178
2013,Број,DOBOJ,M,unknown,70
2013,Број,DOBOJ,Ж,unknown,108
2013,Број,DONJI ZABAR,Оба пола,unknown,6
2013,Број,DONJI ZABAR,M,unknown,4
2013,Број,DONJI ZABAR,Ж,unknown,2
2013,Број,ZVORNIK,Оба пола,unknown,119
2013,Број,ZVORNIK,M,unknown,52
2013,Број,ZVORNIK,Ж,unknown,67
2013,Број,ISTOCNA ILIDZA,Оба пола,unknown,13
2013,Број,ISTOCNA ILIDZA,M,unknown,7
2013,Број,ISTOCNA ILIDZA,Ж,unknown,6
2013,Број,ISTOCNI DRVAR,Оба пола,unknown,0
2013,Број,ISTOCNI DRVAR,M,unknown,0
2013,Број,ISTOCNI DRVAR,Ж,unknown,0
2013,Број,ISTOCNI MOSTAR,Оба пола,unknown,3
2013,Број,ISTOCNI MOSTAR,M,unknown,1
2013,Број,ISTOCNI MOSTAR,Ж,unknown,2
2013,Број,ISTOCNI STARI GRAD,Оба пола,unknown,2
2013,Број,ISTOCNI STARI GRAD,M,unknown,2
2013,Број,ISTOCNI STARI GRAD,Ж,unknown,0
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,unknown,9
2013,Број,ISTOCNO NOVO SARAJEVO,M,unknown,2
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,unknown,7
2013,Број,JEZERO,Оба пола,unknown,1
2013,Број,JEZERO,M,unknown,1
2013,Број,JEZERO,Ж,unknown,0
2013,Број,KALINOVIK,Оба пола,unknown,4
2013,Број,KALINOVIK,M,unknown,2
2013,Број,KALINOVIK,Ж,unknown,2
2013,Број,KNEZEVO,Оба пола,unknown,8
2013,Број,KNEZEVO,M,unknown,4
2013,Број,KNEZEVO,Ж,unknown,4
2013,Број,KOZARSKA DUBICA,Оба пола,unknown,23
2013,Број,KOZARSKA DUBICA,M,unknown,10
2013,Број,KOZARSKA DUBICA,Ж,unknown,13
2013,Број,KOSTAJNICA,Оба пола,unknown,3
2013,Број,KOSTAJNICA,M,unknown,1
2013,Број,KOSTAJNICA,Ж,unknown,2
2013,Број,KOTOR VAROS,Оба пола,unknown,23
2013,Број,KOTOR VAROS,M,unknown,15
2013,Број,KOTOR VAROS,Ж,unknown,8
2013,Број,KRUPA NA UNI,Оба пола,unknown,0
2013,Број,KRUPA NA UNI,M,unknown,0
2013,Број,KRUPA NA UNI,Ж,unknown,0
2013,Број,KUPRES,Оба пола,unknown,0
2013,Број,KUPRES,M,unknown,0
2013,Број,KUPRES,Ж,unknown,0
2013,Број,LAKTASI,Оба пола,unknown,82
2013,Број,LAKTASI,M,unknown,36
2013,Број,LAKTASI,Ж,unknown,46
2013,Број,LOPARE,Оба пола,unknown,24
2013,Број,LOPARE,M,unknown,12
2013,Број,LOPARE,Ж,unknown,12
2013,Број,LJUBINJE,Оба пола,unknown,4
2013,Број,LJUBINJE,M,unknown,2
2013,Број,LJUBINJE,Ж,unknown,2
2013,Број,MILICI,Оба пола,unknown,11
2013,Број,MILICI,M,unknown,4
2013,Број,MILICI,Ж,unknown,7
2013,Број,MODRICA,Оба пола,unknown,133
2013,Број,MODRICA,M,unknown,71
2013,Број,MODRICA,Ж,unknown,62
2013,Број,MRKONJIC GRAD,Оба пола,unknown,16
2013,Број,MRKONJIC GRAD,M,unknown,7
2013,Број,MRKONJIC GRAD,Ж,unknown,9
2013,Број,NEVESINJE,Оба пола,unknown,17
2013,Број,NEVESINJE,M,unknown,5
2013,Број,NEVESINJE,Ж,unknown,12
2013,Број,NOVI GRAD,Оба пола,unknown,36
2013,Број,NOVI GRAD,M,unknown,20
2013,Број,NOVI GRAD,Ж,unknown,16
2013,Број,NOVO GORAZDE,Оба пола,unknown,8
2013,Број,NOVO GORAZDE,M,unknown,3
2013,Број,NOVO GORAZDE,Ж,unknown,5
2013,Број,OSMACI,Оба пола,unknown,5
2013,Број,OSMACI,M,unknown,2
2013,Број,OSMACI,Ж,unknown,3
2013,Број,OSTRA LUKA,Оба пола,unknown,2
2013,Број,OSTRA LUKA,M,unknown,2
2013,Број,OSTRA LUKA,Ж,unknown,0
2013,Број,PALE,Оба пола,unknown,11
2013,Број,PALE,M,unknown,8
2013,Број,PALE,Ж,unknown,3
2013,Број,PELAGICEVO,Оба пола,unknown,5
2013,Број,PELAGICEVO,M,unknown,1
2013,Број,PELAGICEVO,Ж,unknown,4
2013,Број,PETROVAC,Оба пола,unknown,0
2013,Број,PETROVAC,M,unknown,0
2013,Број,PETROVAC,Ж,unknown,0
2013,Број,PETROVO,Оба пола,unknown,5
2013,Број,PETROVO,M,unknown,2
2013,Број,PETROVO,Ж,unknown,3
2013,Број,PRIJEDOR,Оба пола,unknown,394
2013,Број,PRIJEDOR,M,unknown,269
2013,Број,PRIJEDOR,Ж,unknown,125
2013,Број,PRNJAVOR,Оба пола,unknown,50
2013,Број,PRNJAVOR,M,unknown,20
2013,Број,PRNJAVOR,Ж,unknown,30
2013,Број,RIBNIK,Оба пола,unknown,3
2013,Број,RIBNIK,M,unknown,3
2013,Број,RIBNIK,Ж,unknown,0
2013,Број,ROGATICA,Оба пола,unknown,5
2013,Број,ROGATICA,M,unknown,2
2013,Број,ROGATICA,Ж,unknown,3
2013,Број,RUDO,Оба пола,unknown,5
2013,Број,RUDO,M,unknown,2
2013,Број,RUDO,Ж,unknown,3
2013,Број,SOKOLAC,Оба пола,unknown,21
2013,Број,SOKOLAC,M,unknown,7
2013,Број,SOKOLAC,Ж,unknown,14
2013,Број,SRBAC,Оба пола,unknown,41
2013,Број,SRBAC,M,unknown,21
2013,Број,SRBAC,Ж,unknown,20
2013,Број,SREBRENICA,Оба пола,unknown,29
2013,Број,SREBRENICA,M,unknown,14
2013,Број,SREBRENICA,Ж,unknown,15
2013,Број,TESLIC,Оба пола,unknown,58
2013,Број,TESLIC,M,unknown,27
2013,Број,TESLIC,Ж,unknown,31
2013,Број,TREBINJE,Оба пола,unknown,21
2013,Број,TREBINJE,M,unknown,13
2013,Број,TREBINJE,Ж,unknown,8
2013,Број,TRNOVO,Оба пола,unknown,1
2013,Број,TRNOVO,M,unknown,0
2013,Број,TRNOVO,Ж,unknown,1
2013,Број,UGLJEVIK,Оба пола,unknown,16
2013,Број,UGLJEVIK,M,unknown,13
2013,Број,UGLJEVIK,Ж,unknown,3
2013,Број,FOCA,Оба пола,unknown,17
2013,Број,FOCA,M,unknown,9
2013,Број,FOCA,Ж,unknown,8
2013,Број,HAN PIJESAK,Оба пола,unknown,0
2013,Број,HAN PIJESAK,M,unknown,0
2013,Број,HAN PIJESAK,Ж,unknown,0
2013,Број,CAJNICE,Оба пола,unknown,5
2013,Број,CAJNICE,M,unknown,2
2013,Број,CAJNICE,Ж,unknown,3
2013,Број,CELINAC,Оба пола,unknown,15
2013,Број,CELINAC,M,unknown,7
2013,Број,CELINAC,Ж,unknown,8
2013,Број,SAMAC,Оба пола,unknown,21
2013,Број,SAMAC,M,unknown,12
2013,Број,SAMAC,Ж,unknown,9
2013,Број,SEKOVICI,Оба пола,unknown,9
2013,Број,SEKOVICI,M,unknown,3
2013,Број,SEKOVICI,Ж,unknown,6
2013,Број,SIPOVO,Оба пола,unknown,8
2013,Број,SIPOVO,M,unknown,6
2013,Број,SIPOVO,Ж,unknown,2
