Year,UNIT_MEASURE,Teritory,Пол,Старосна доб,Value
2013,Број,GRAD DOBOJ,M,70-74,1382
2013,Број,GRAD DOBOJ,Ж,70-74,1764
2013,Број,DONJI ZABAR,Оба пола,70-74,223
2013,Број,DONJI ZABAR,M,70-74,96
2013,Број,DONJI ZABAR,Ж,70-74,127
2013,Број,GRAD ZVORNIK,Оба пола,70-74,2025
2013,Број,GRAD ZVORNIK,M,70-74,852
2013,Број,GRAD ZVORNIK,Ж,70-74,1173
2013,Број,ISTOCNI DRVAR,Оба пола,70-74,2
2013,Број,ISTOCNI DRVAR,M,70-74,1
2013,Број,ISTOCNI DRVAR,Ж,70-74,1
2013,Број,ISTOCNI MOSTAR,Оба пола,70-74,25
2013,Број,ISTOCNI MOSTAR,M,70-74,12
2013,Број,ISTOCNI MOSTAR,Ж,70-74,13
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,70-74,2816
2013,Број,GRAD ISTOCNO SARAJEVO,M,70-74,1185
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,70-74,1631
2013,Број,ISTOCNA ILIDZA,Оба пола,70-74,615
2013,Број,ISTOCNA ILIDZA,M,70-74,261
2013,Број,ISTOCNA ILIDZA,Ж,70-74,354
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,70-74,476
2013,Број,ISTOCNO NOVO SARAJEVO,M,70-74,191
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,70-74,285
2013,Број,ISTOČNI STARI GRAD,Оба пола,70-74,84
2013,Број,ISTOČNI STARI GRAD,M,70-74,36
2013,Број,ISTOČNI STARI GRAD,Ж,70-74,48
2013,Број,PALE,Оба пола,70-74,974
2013,Број,PALE,M,70-74,403
2013,Број,PALE,Ж,70-74,571
2013,Број,SOKOLAC,Оба пола,70-74,545
2013,Број,SOKOLAC,M,70-74,247
2013,Број,SOKOLAC,Ж,70-74,298
2013,Број,TRNOVO,Оба пола,70-74,122
2013,Број,TRNOVO,M,70-74,47
2013,Број,TRNOVO,Ж,70-74,75
2013,Број,JEZERO,Оба пола,70-74,38
2013,Број,JEZERO,M,70-74,14
2013,Број,JEZERO,Ж,70-74,24
2013,Број,KALINOVIK,Оба пола,70-74,148
2013,Број,KALINOVIK,M,70-74,53
2013,Број,KALINOVIK,Ж,70-74,95
2013,Број,KNEZEVO,Оба пола,70-74,469
2013,Број,KNEZEVO,M,70-74,215
2013,Број,KNEZEVO,Ж,70-74,254
2013,Број,KOSTAJNICA,Оба пола,70-74,251
2013,Број,KOSTAJNICA,M,70-74,113
2013,Број,KOSTAJNICA,Ж,70-74,138
2013,Број,KOTOR VAROS,Оба пола,70-74,684
2013,Број,KOTOR VAROS,M,70-74,292
2013,Број,KOTOR VAROS,Ж,70-74,392
2013,Број,KOZARSKA DUBICA,Оба пола,70-74,1140
2013,Број,KOZARSKA DUBICA,M,70-74,458
2013,Број,KOZARSKA DUBICA,Ж,70-74,682
2013,Број,KRUPA NA UNI,Оба пола,70-74,110
2013,Број,KRUPA NA UNI,M,70-74,45
2013,Број,KRUPA NA UNI,Ж,70-74,65
2013,Број,KUPRES,Оба пола,70-74,42
2013,Број,KUPRES,M,70-74,18
2013,Број,KUPRES,Ж,70-74,24
2013,Број,LAKTASI,Оба пола,70-74,1488
2013,Број,LAKTASI,M,70-74,667
2013,Број,LAKTASI,Ж,70-74,821
2013,Број,LOPARE,Оба пола,70-74,747
2013,Број,LOPARE,M,70-74,315
2013,Број,LOPARE,Ж,70-74,432
2013,Број,LJUBINJE,Оба пола,70-74,173
2013,Број,LJUBINJE,M,70-74,71
2013,Број,LJUBINJE,Ж,70-74,102
2013,Број,MILICI,Оба пола,70-74,267
2013,Број,MILICI,M,70-74,104
2013,Број,MILICI,Ж,70-74,163
2013,Број,MODRICA,Оба пола,70-74,1300
2013,Број,MODRICA,M,70-74,586
2013,Број,MODRICA,Ж,70-74,714
2013,Број,MRKONJIC GRAD,Оба пола,70-74,818
2013,Број,MRKONJIC GRAD,M,70-74,355
2013,Број,MRKONJIC GRAD,Ж,70-74,463
2013,Број,NEVESINJE,Оба пола,70-74,689
2013,Број,NEVESINJE,M,70-74,282
2013,Број,NEVESINJE,Ж,70-74,407
2013,Број,NOVI GRAD,Оба пола,70-74,1264
2013,Број,NOVI GRAD,M,70-74,550
2013,Број,NOVI GRAD,Ж,70-74,714
2013,Број,NOVO GORAZDE,Оба пола,70-74,135
2013,Број,NOVO GORAZDE,M,70-74,55
2013,Број,NOVO GORAZDE,Ж,70-74,80
2013,Број,OSMACI,Оба пола,70-74,216
2013,Број,OSMACI,M,70-74,101
2013,Број,OSMACI,Ж,70-74,115
2013,Број,OSTRA LUKA,Оба пола,70-74,173
2013,Број,OSTRA LUKA,M,70-74,67
2013,Број,OSTRA LUKA,Ж,70-74,106
2013,Број,PELAGICEVO,Оба пола,70-74,328
2013,Број,PELAGICEVO,M,70-74,133
2013,Број,PELAGICEVO,Ж,70-74,195
2013,Број,PETROVAC,Оба пола,70-74,27
2013,Број,PETROVAC,M,70-74,10
2013,Број,PETROVAC,Ж,70-74,17
2013,Број,PETROVO,Оба пола,70-74,439
2013,Број,PETROVO,M,70-74,190
2013,Број,PETROVO,Ж,70-74,249
2013,Број,GRAD PRIJEDOR,Оба пола,70-74,4126
2013,Број,GRAD PRIJEDOR,M,70-74,1747
2013,Број,GRAD PRIJEDOR,Ж,70-74,2379
2013,Број,PRNJAVOR,Оба пола,70-74,2034
2013,Број,PRNJAVOR,M,70-74,910
2013,Број,PRNJAVOR,Ж,70-74,1124
2013,Број,RIBNIK,Оба пола,70-74,372
2013,Број,RIBNIK,M,70-74,150
2013,Број,RIBNIK,Ж,70-74,222
2013,Број,ROGATICA,Оба пола,70-74,609
2013,Број,ROGATICA,M,70-74,263
2013,Број,ROGATICA,Ж,70-74,346
2013,Број,RUDO,Оба пола,70-74,445
2013,Број,RUDO,M,70-74,197
2013,Број,RUDO,Ж,70-74,248
2013,Број,SRBAC,Оба пола,70-74,981
2013,Број,SRBAC,M,70-74,461
2013,Број,SRBAC,Ж,70-74,520
2013,Број,SREBRENICA,Оба пола,70-74,470
2013,Број,SREBRENICA,M,70-74,169
2013,Број,SREBRENICA,Ж,70-74,301
2013,Број,STANARI,Оба пола,70-74,473
2013,Број,STANARI,M,70-74,198
2013,Број,STANARI,Ж,70-74,275
2013,Број,TESLIC,Оба пола,70-74,1836
2013,Број,TESLIC,M,70-74,766
2013,Број,TESLIC,Ж,70-74,1070
2013,Број,GRAD TREBINJE,Оба пола,70-74,1403
2013,Број,GRAD TREBINJE,M,70-74,610
2013,Број,GRAD TREBINJE,Ж,70-74,793
2013,Број,UGLJEVIK,Оба пола,70-74,697
2013,Број,UGLJEVIK,M,70-74,310
2013,Број,UGLJEVIK,Ж,70-74,387
2013,Број,FOCA,Оба пола,70-74,1042
2013,Број,FOCA,M,70-74,422
2013,Број,FOCA,Ж,70-74,620
2013,Број,HAN PIJESAK,Оба пола,70-74,192
2013,Број,HAN PIJESAK,M,70-74,74
2013,Број,HAN PIJESAK,Ж,70-74,118
2013,Број,CAJNICE,Оба пола,70-74,252
2013,Број,CAJNICE,M,70-74,97
2013,Број,CAJNICE,Ж,70-74,155
2013,Број,CELINAC,Оба пола,70-74,647
2013,Број,CELINAC,M,70-74,280
2013,Број,CELINAC,Ж,70-74,367
2013,Број,SAMAC,Оба пола,70-74,982
2013,Број,SAMAC,M,70-74,421
2013,Број,SAMAC,Ж,70-74,561
2013,Број,SEKOVICI,Оба пола,70-74,276
2013,Број,SEKOVICI,M,70-74,118
2013,Број,SEKOVICI,Ж,70-74,158
2013,Број,SIPOVO,Оба пола,70-74,436
2013,Број,SIPOVO,M,70-74,190
2013,Број,SIPOVO,Ж,70-74,246
2013,Број,REPUBLIKA SRPSKA,Оба пола,75-79,47377
2013,Број,REPUBLIKA SRPSKA,M,75-79,18940
2013,Број,REPUBLIKA SRPSKA,Ж,75-79,28437
2013,Број,GRAD BANJA LUKA,Оба пола,75-79,6191
2013,Број,GRAD BANJA LUKA,M,75-79,2583
2013,Број,GRAD BANJA LUKA,Ж,75-79,3608
2013,Број,BERKOVICI,Оба пола,75-79,133
2013,Број,BERKOVICI,M,75-79,59
2013,Број,BERKOVICI,Ж,75-79,74
2013,Број,GRAD BIJELJINA,Оба пола,75-79,4125
2013,Број,GRAD BIJELJINA,M,75-79,1749
2013,Број,GRAD BIJELJINA,Ж,75-79,2376
2013,Број,BILECA,Оба пола,75-79,440
2013,Број,BILECA,M,75-79,176
2013,Број,BILECA,Ж,75-79,264
2013,Број,BRATUNAC,Оба пола,75-79,517
2013,Број,BRATUNAC,M,75-79,169
2013,Број,BRATUNAC,Ж,75-79,348
2013,Број,BROD,Оба пола,75-79,586
2013,Број,BROD,M,75-79,210
2013,Број,BROD,Ж,75-79,376
2013,Број,VISEGRAD,Оба пола,75-79,524
2013,Број,VISEGRAD,M,75-79,197
2013,Број,VISEGRAD,Ж,75-79,327
2013,Број,VLASENICA,Оба пола,75-79,296
2013,Број,VLASENICA,M,75-79,102
2013,Број,VLASENICA,Ж,75-79,194
2013,Број,VUKOSAVLJE,Оба пола,75-79,200
2013,Број,VUKOSAVLJE,M,75-79,73
2013,Број,VUKOSAVLJE,Ж,75-79,127
2013,Број,GACKO,Оба пола,75-79,344
2013,Број,GACKO,M,75-79,132
2013,Број,GACKO,Ж,75-79,212
2013,Број,GRAD GRADISKA,Оба пола,75-79,2019
2013,Број,GRAD GRADISKA,M,75-79,787
2013,Број,GRAD GRADISKA,Ж,75-79,1232
2013,Број,GRAD DERVENTA,Оба пола,75-79,1155
2013,Број,GRAD DERVENTA,M,75-79,454
2013,Број,GRAD DERVENTA,Ж,75-79,701
2013,Број,GRAD DOBOJ,Оба пола,75-79,2524
2013,Број,GRAD DOBOJ,M,75-79,986
2013,Број,GRAD DOBOJ,Ж,75-79,1538
2013,Број,DONJI ZABAR,Оба пола,75-79,189
2013,Број,DONJI ZABAR,M,75-79,81
2013,Број,DONJI ZABAR,Ж,75-79,108
2013,Број,GRAD ZVORNIK,Оба пола,75-79,1673
2013,Број,GRAD ZVORNIK,M,75-79,645
2013,Број,GRAD ZVORNIK,Ж,75-79,1028
2013,Број,ISTOCNI DRVAR,Оба пола,75-79,1
2013,Број,ISTOCNI DRVAR,M,75-79,-
2013,Број,ISTOCNI DRVAR,Ж,75-79,1
2013,Број,ISTOCNI MOSTAR,Оба пола,75-79,21
2013,Број,ISTOCNI MOSTAR,M,75-79,8
2013,Број,ISTOCNI MOSTAR,Ж,75-79,13
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,75-79,2514
2013,Број,GRAD ISTOCNO SARAJEVO,M,75-79,1016
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,75-79,1498
2013,Број,ISTOCNA ILIDZA,Оба пола,75-79,543
2013,Број,ISTOCNA ILIDZA,M,75-79,222
2013,Број,ISTOCNA ILIDZA,Ж,75-79,321
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,75-79,390
2013,Број,ISTOCNO NOVO SARAJEVO,M,75-79,147
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,75-79,243
2013,Број,ISTOČNI STARI GRAD,Оба пола,75-79,82
2013,Број,ISTOČNI STARI GRAD,M,75-79,33
2013,Број,ISTOČNI STARI GRAD,Ж,75-79,49
2013,Број,PALE,Оба пола,75-79,846
2013,Број,PALE,M,75-79,338
2013,Број,PALE,Ж,75-79,508
2013,Број,SOKOLAC,Оба пола,75-79,546
2013,Број,SOKOLAC,M,75-79,225
2013,Број,SOKOLAC,Ж,75-79,321
2013,Број,TRNOVO,Оба пола,75-79,107
2013,Број,TRNOVO,M,75-79,51
2013,Број,TRNOVO,Ж,75-79,56
2013,Број,JEZERO,Оба пола,75-79,46
2013,Број,JEZERO,M,75-79,21
2013,Број,JEZERO,Ж,75-79,25
2013,Број,KALINOVIK,Оба пола,75-79,138
2013,Број,KALINOVIK,M,75-79,55
2013,Број,KALINOVIK,Ж,75-79,83
2013,Број,KNEZEVO,Оба пола,75-79,342
2013,Број,KNEZEVO,M,75-79,126
2013,Број,KNEZEVO,Ж,75-79,216
2013,Број,KOSTAJNICA,Оба пола,75-79,235
2013,Број,KOSTAJNICA,M,75-79,102
2013,Број,KOSTAJNICA,Ж,75-79,133
2013,Број,KOTOR VAROS,Оба пола,75-79,536
2013,Број,KOTOR VAROS,M,75-79,214
2013,Број,KOTOR VAROS,Ж,75-79,322
2013,Број,KOZARSKA DUBICA,Оба пола,75-79,1216
2013,Број,KOZARSKA DUBICA,M,75-79,483
2013,Број,KOZARSKA DUBICA,Ж,75-79,733
2013,Број,KRUPA NA UNI,Оба пола,75-79,119
2013,Број,KRUPA NA UNI,M,75-79,46
2013,Број,KRUPA NA UNI,Ж,75-79,73
2013,Број,KUPRES,Оба пола,75-79,45
2013,Број,KUPRES,M,75-79,17
2013,Број,KUPRES,Ж,75-79,28
2013,Број,LAKTASI,Оба пола,75-79,1104
2013,Број,LAKTASI,M,75-79,442
2013,Број,LAKTASI,Ж,75-79,662
2013,Број,LOPARE,Оба пола,75-79,772
2013,Број,LOPARE,M,75-79,315
2013,Број,LOPARE,Ж,75-79,457
2013,Број,LJUBINJE,Оба пола,75-79,163
2013,Број,LJUBINJE,M,75-79,58
2013,Број,LJUBINJE,Ж,75-79,105
2013,Број,MILICI,Оба пола,75-79,256
2013,Број,MILICI,M,75-79,102
2013,Број,MILICI,Ж,75-79,154
2013,Број,MODRICA,Оба пола,75-79,1085
2013,Број,MODRICA,M,75-79,466
2013,Број,MODRICA,Ж,75-79,619
2013,Број,MRKONJIC GRAD,Оба пола,75-79,815
2013,Број,MRKONJIC GRAD,M,75-79,316
2013,Број,MRKONJIC GRAD,Ж,75-79,499
2013,Број,NEVESINJE,Оба пола,75-79,594
2013,Број,NEVESINJE,M,75-79,231
2013,Број,NEVESINJE,Ж,75-79,363
2013,Број,NOVI GRAD,Оба пола,75-79,1144
2013,Број,NOVI GRAD,M,75-79,441
2013,Број,NOVI GRAD,Ж,75-79,703
2013,Број,NOVO GORAZDE,Оба пола,75-79,135
2013,Број,NOVO GORAZDE,M,75-79,62
2013,Број,NOVO GORAZDE,Ж,75-79,73
2013,Број,OSMACI,Оба пола,75-79,163
2013,Број,OSMACI,M,75-79,58
2013,Број,OSMACI,Ж,75-79,105
2013,Број,OSTRA LUKA,Оба пола,75-79,150
2013,Број,OSTRA LUKA,M,75-79,61
2013,Број,OSTRA LUKA,Ж,75-79,89
2013,Број,PELAGICEVO,Оба пола,75-79,274
2013,Број,PELAGICEVO,M,75-79,108
2013,Број,PELAGICEVO,Ж,75-79,166
2013,Број,PETROVAC,Оба пола,75-79,24
2013,Број,PETROVAC,M,75-79,8
2013,Број,PETROVAC,Ж,75-79,16
2013,Број,PETROVO,Оба пола,75-79,395
2013,Број,PETROVO,M,75-79,156
2013,Број,PETROVO,Ж,75-79,239
2013,Број,GRAD PRIJEDOR,Оба пола,75-79,3447
2013,Број,GRAD PRIJEDOR,M,75-79,1333
2013,Број,GRAD PRIJEDOR,Ж,75-79,2114
2013,Број,PRNJAVOR,Оба пола,75-79,1474
2013,Број,PRNJAVOR,M,75-79,576
2013,Број,PRNJAVOR,Ж,75-79,898
2013,Број,RIBNIK,Оба пола,75-79,329
2013,Број,RIBNIK,M,75-79,126
2013,Број,RIBNIK,Ж,75-79,203
2013,Број,ROGATICA,Оба пола,75-79,534
2013,Број,ROGATICA,M,75-79,220
2013,Број,ROGATICA,Ж,75-79,314
2013,Број,RUDO,Оба пола,75-79,360
2013,Број,RUDO,M,75-79,160
2013,Број,RUDO,Ж,75-79,200
2013,Број,SRBAC,Оба пола,75-79,721
2013,Број,SRBAC,M,75-79,270
2013,Број,SRBAC,Ж,75-79,451
2013,Број,SREBRENICA,Оба пола,75-79,323
2013,Број,SREBRENICA,M,75-79,116
2013,Број,SREBRENICA,Ж,75-79,207
2013,Број,STANARI,Оба пола,75-79,347
2013,Број,STANARI,M,75-79,140
2013,Број,STANARI,Ж,75-79,207
2013,Број,TESLIC,Оба пола,75-79,1435
2013,Број,TESLIC,M,75-79,588
2013,Број,TESLIC,Ж,75-79,847
2013,Број,GRAD TREBINJE,Оба пола,75-79,1242
2013,Број,GRAD TREBINJE,M,75-79,510
2013,Број,GRAD TREBINJE,Ж,75-79,732
2013,Број,UGLJEVIK,Оба пола,75-79,678
2013,Број,UGLJEVIK,M,75-79,277
2013,Број,UGLJEVIK,Ж,75-79,401
2013,Број,FOCA,Оба пола,75-79,885
2013,Број,FOCA,M,75-79,375
2013,Број,FOCA,Ж,75-79,510
2013,Број,HAN PIJESAK,Оба пола,75-79,219
2013,Број,HAN PIJESAK,M,75-79,79
2013,Број,HAN PIJESAK,Ж,75-79,140
2013,Број,CAJNICE,Оба пола,75-79,228
2013,Број,CAJNICE,M,75-79,85
2013,Број,CAJNICE,Ж,75-79,143
2013,Број,CELINAC,Оба пола,75-79,489
2013,Број,CELINAC,M,75-79,185
2013,Број,CELINAC,Ж,75-79,304
2013,Број,SAMAC,Оба пола,75-79,738
2013,Број,SAMAC,M,75-79,297
2013,Број,SAMAC,Ж,75-79,441
2013,Број,SEKOVICI,Оба пола,75-79,229
2013,Број,SEKOVICI,M,75-79,88
2013,Број,SEKOVICI,Ж,75-79,141
2013,Број,SIPOVO,Оба пола,75-79,496
2013,Број,SIPOVO,M,75-79,200
2013,Број,SIPOVO,Ж,75-79,296
2013,Број,REPUBLIKA SRPSKA,Оба пола,80-84,25370
2013,Број,REPUBLIKA SRPSKA,M,80-84,9573
2013,Број,REPUBLIKA SRPSKA,Ж,80-84,15797
2013,Број,GRAD BANJA LUKA,Оба пола,80-84,3232
2013,Број,GRAD BANJA LUKA,M,80-84,1247
2013,Број,GRAD BANJA LUKA,Ж,80-84,1985
2013,Број,BERKOVICI,Оба пола,80-84,76
2013,Број,BERKOVICI,M,80-84,35
2013,Број,BERKOVICI,Ж,80-84,41
2013,Број,GRAD BIJELJINA,Оба пола,80-84,2047
2013,Број,GRAD BIJELJINA,M,80-84,785
2013,Број,GRAD BIJELJINA,Ж,80-84,1262
2013,Број,BILECA,Оба пола,80-84,297
2013,Број,BILECA,M,80-84,121
2013,Број,BILECA,Ж,80-84,176
2013,Број,BRATUNAC,Оба пола,80-84,246
2013,Број,BRATUNAC,M,80-84,81
2013,Број,BRATUNAC,Ж,80-84,165
2013,Број,BROD,Оба пола,80-84,327
2013,Број,BROD,M,80-84,113
2013,Број,BROD,Ж,80-84,214
2013,Број,VISEGRAD,Оба пола,80-84,301
2013,Број,VISEGRAD,M,80-84,121
2013,Број,VISEGRAD,Ж,80-84,180
2013,Број,VLASENICA,Оба пола,80-84,178
2013,Број,VLASENICA,M,80-84,76
2013,Број,VLASENICA,Ж,80-84,102
2013,Број,VUKOSAVLJE,Оба пола,80-84,114
2013,Број,VUKOSAVLJE,M,80-84,48
2013,Број,VUKOSAVLJE,Ж,80-84,66
2013,Број,GACKO,Оба пола,80-84,210
2013,Број,GACKO,M,80-84,81
2013,Број,GACKO,Ж,80-84,129
2013,Број,GRAD GRADISKA,Оба пола,80-84,1171
2013,Број,GRAD GRADISKA,M,80-84,411
2013,Број,GRAD GRADISKA,Ж,80-84,760
2013,Број,GRAD DERVENTA,Оба пола,80-84,577
2013,Број,GRAD DERVENTA,M,80-84,196
2013,Број,GRAD DERVENTA,Ж,80-84,381
2013,Број,GRAD DOBOJ,Оба пола,80-84,1351
2013,Број,GRAD DOBOJ,M,80-84,511
2013,Број,GRAD DOBOJ,Ж,80-84,840
2013,Број,DONJI ZABAR,Оба пола,80-84,90
2013,Број,DONJI ZABAR,M,80-84,37
2013,Број,DONJI ZABAR,Ж,80-84,53
2013,Број,GRAD ZVORNIK,Оба пола,80-84,854
2013,Број,GRAD ZVORNIK,M,80-84,319
2013,Број,GRAD ZVORNIK,Ж,80-84,535
2013,Број,ISTOCNI DRVAR,Оба пола,80-84,2
2013,Број,ISTOCNI DRVAR,M,80-84,-
2013,Број,ISTOCNI DRVAR,Ж,80-84,2
2013,Број,ISTOCNI MOSTAR,Оба пола,80-84,8
2013,Број,ISTOCNI MOSTAR,M,80-84,4
2013,Број,ISTOCNI MOSTAR,Ж,80-84,4
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,80-84,1304
2013,Број,GRAD ISTOCNO SARAJEVO,M,80-84,500
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,80-84,804
2013,Број,ISTOCNA ILIDZA,Оба пола,80-84,281
2013,Број,ISTOCNA ILIDZA,M,80-84,103
2013,Број,ISTOCNA ILIDZA,Ж,80-84,178
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,80-84,189
2013,Број,ISTOCNO NOVO SARAJEVO,M,80-84,65
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,80-84,124
2013,Број,ISTOČNI STARI GRAD,Оба пола,80-84,36
2013,Број,ISTOČNI STARI GRAD,M,80-84,12
2013,Број,ISTOČNI STARI GRAD,Ж,80-84,24
2013,Број,PALE,Оба пола,80-84,443
2013,Број,PALE,M,80-84,180
2013,Број,PALE,Ж,80-84,263
2013,Број,SOKOLAC,Оба пола,80-84,298
2013,Број,SOKOLAC,M,80-84,118
2013,Број,SOKOLAC,Ж,80-84,180
2013,Број,TRNOVO,Оба пола,80-84,57
2013,Број,TRNOVO,M,80-84,22
2013,Број,TRNOVO,Ж,80-84,35
2013,Број,JEZERO,Оба пола,80-84,25
2013,Број,JEZERO,M,80-84,9
2013,Број,JEZERO,Ж,80-84,16
2013,Број,KALINOVIK,Оба пола,80-84,84
2013,Број,KALINOVIK,M,80-84,31
2013,Број,KALINOVIK,Ж,80-84,53
2013,Број,KNEZEVO,Оба пола,80-84,173
2013,Број,KNEZEVO,M,80-84,69
2013,Број,KNEZEVO,Ж,80-84,104
2013,Број,KOSTAJNICA,Оба пола,80-84,151
2013,Број,KOSTAJNICA,M,80-84,47
2013,Број,KOSTAJNICA,Ж,80-84,104
2013,Број,KOTOR VAROS,Оба пола,80-84,240
2013,Број,KOTOR VAROS,M,80-84,94
2013,Број,KOTOR VAROS,Ж,80-84,146
2013,Број,KOZARSKA DUBICA,Оба пола,80-84,654
2013,Број,KOZARSKA DUBICA,M,80-84,254
2013,Број,KOZARSKA DUBICA,Ж,80-84,400
2013,Број,KRUPA NA UNI,Оба пола,80-84,67
2013,Број,KRUPA NA UNI,M,80-84,23
2013,Број,KRUPA NA UNI,Ж,80-84,44
2013,Број,KUPRES,Оба пола,80-84,13
2013,Број,KUPRES,M,80-84,8
2013,Број,KUPRES,Ж,80-84,5
2013,Број,LAKTASI,Оба пола,80-84,660
2013,Број,LAKTASI,M,80-84,253
2013,Број,LAKTASI,Ж,80-84,407
2013,Број,LOPARE,Оба пола,80-84,437
2013,Број,LOPARE,M,80-84,166
2013,Број,LOPARE,Ж,80-84,271
2013,Број,LJUBINJE,Оба пола,80-84,125
2013,Број,LJUBINJE,M,80-84,45
2013,Број,LJUBINJE,Ж,80-84,80
2013,Број,MILICI,Оба пола,80-84,143
2013,Број,MILICI,M,80-84,46
2013,Број,MILICI,Ж,80-84,97
2013,Број,MODRICA,Оба пола,80-84,576
2013,Број,MODRICA,M,80-84,205
2013,Број,MODRICA,Ж,80-84,371
2013,Број,MRKONJIC GRAD,Оба пола,80-84,496
2013,Број,MRKONJIC GRAD,M,80-84,185
2013,Број,MRKONJIC GRAD,Ж,80-84,311
2013,Број,NEVESINJE,Оба пола,80-84,352
2013,Број,NEVESINJE,M,80-84,141
2013,Број,NEVESINJE,Ж,80-84,211
2013,Број,NOVI GRAD,Оба пола,80-84,611
2013,Број,NOVI GRAD,M,80-84,223
2013,Број,NOVI GRAD,Ж,80-84,388
2013,Број,NOVO GORAZDE,Оба пола,80-84,79
2013,Број,NOVO GORAZDE,M,80-84,44
2013,Број,NOVO GORAZDE,Ж,80-84,35
2013,Број,OSMACI,Оба пола,80-84,78
2013,Број,OSMACI,M,80-84,33
2013,Број,OSMACI,Ж,80-84,45
2013,Број,OSTRA LUKA,Оба пола,80-84,75
2013,Број,OSTRA LUKA,M,80-84,26
2013,Број,OSTRA LUKA,Ж,80-84,49
2013,Број,PELAGICEVO,Оба пола,80-84,179
2013,Број,PELAGICEVO,M,80-84,65
2013,Број,PELAGICEVO,Ж,80-84,114
2013,Број,PETROVAC,Оба пола,80-84,18
2013,Број,PETROVAC,M,80-84,5
2013,Број,PETROVAC,Ж,80-84,13
2013,Број,PETROVO,Оба пола,80-84,175
2013,Број,PETROVO,M,80-84,67
2013,Број,PETROVO,Ж,80-84,108
2013,Број,GRAD PRIJEDOR,Оба пола,80-84,1700
2013,Број,GRAD PRIJEDOR,M,80-84,655
2013,Број,GRAD PRIJEDOR,Ж,80-84,1045
2013,Број,PRNJAVOR,Оба пола,80-84,793
2013,Број,PRNJAVOR,M,80-84,285
2013,Број,PRNJAVOR,Ж,80-84,508
2013,Број,RIBNIK,Оба пола,80-84,196
2013,Број,RIBNIK,M,80-84,87
2013,Број,RIBNIK,Ж,80-84,109
2013,Број,ROGATICA,Оба пола,80-84,314
2013,Број,ROGATICA,M,80-84,121
2013,Број,ROGATICA,Ж,80-84,193
2013,Број,RUDO,Оба пола,80-84,152
2013,Број,RUDO,M,80-84,55
2013,Број,RUDO,Ж,80-84,97
2013,Број,SRBAC,Оба пола,80-84,451
2013,Број,SRBAC,M,80-84,153
2013,Број,SRBAC,Ж,80-84,298
2013,Број,SREBRENICA,Оба пола,80-84,144
2013,Број,SREBRENICA,M,80-84,50
2013,Број,SREBRENICA,Ж,80-84,94
2013,Број,STANARI,Оба пола,80-84,190
2013,Број,STANARI,M,80-84,70
2013,Број,STANARI,Ж,80-84,120
2013,Број,TESLIC,Оба пола,80-84,678
2013,Број,TESLIC,M,80-84,247
2013,Број,TESLIC,Ж,80-84,431
2013,Број,GRAD TREBINJE,Оба пола,80-84,778
2013,Број,GRAD TREBINJE,M,80-84,294
2013,Број,GRAD TREBINJE,Ж,80-84,484
2013,Број,UGLJEVIK,Оба пола,80-84,402
2013,Број,UGLJEVIK,M,80-84,163
2013,Број,UGLJEVIK,Ж,80-84,239
2013,Број,FOCA,Оба пола,80-84,469
2013,Број,FOCA,M,80-84,202
2013,Број,FOCA,Ж,80-84,267
2013,Број,HAN PIJESAK,Оба пола,80-84,135
2013,Број,HAN PIJESAK,M,80-84,54
2013,Број,HAN PIJESAK,Ж,80-84,81
2013,Број,CAJNICE,Оба пола,80-84,108
2013,Број,CAJNICE,M,80-84,37
2013,Број,CAJNICE,Ж,80-84,71
2013,Број,CELINAC,Оба пола,80-84,256
2013,Број,CELINAC,M,80-84,87
2013,Број,CELINAC,Ж,80-84,169
2013,Број,SAMAC,Оба пола,80-84,401
2013,Број,SAMAC,M,80-84,140
2013,Број,SAMAC,Ж,80-84,261
2013,Број,SEKOVICI,Оба пола,80-84,122
2013,Број,SEKOVICI,M,80-84,41
2013,Број,SEKOVICI,Ж,80-84,81
2013,Број,SIPOVO,Оба пола,80-84,285
2013,Број,SIPOVO,M,80-84,107
2013,Број,SIPOVO,Ж,80-84,178
2013,Број,REPUBLIKA SRPSKA,Оба пола,85-89,8869
2013,Број,REPUBLIKA SRPSKA,M,85-89,2977
2013,Број,REPUBLIKA SRPSKA,Ж,85-89,5892
2013,Број,GRAD BANJA LUKA,Оба пола,85-89,1187
2013,Број,GRAD BANJA LUKA,M,85-89,430
2013,Број,GRAD BANJA LUKA,Ж,85-89,757
2013,Број,BERKOVICI,Оба пола,85-89,32
2013,Број,BERKOVICI,M,85-89,15
2013,Број,BERKOVICI,Ж,85-89,17
2013,Број,GRAD BIJELJINA,Оба пола,85-89,647
2013,Број,GRAD BIJELJINA,M,85-89,224
