Year,UNIT_MEASURE,Grad/opština,Pol,Maternji jezik,Value
2013,Broj,Bratunac,Ukupno,Nepoznato,46
2013,Broj,Bratunac,M,Nepoznato,21
2013,Broj,Bratunac,Ž,Nepoznato,25
2013,Broj,Brod,Ukupno,Nepoznato,44
2013,Broj,Brod,M,Nepoznato,20
2013,Broj,Brod,Ž,Nepoznato,24
2013,Broj,Višegrad,Ukupno,Nepoznato,178
2013,Broj,Višegrad,M,Nepoznato,2
2013,Broj,Višegrad,Ž,Nepoznato,176
2013,Broj,Vlasenica,Ukupno,Nepoznato,29
2013,Broj,Vlasenica,M,Nepoznato,14
2013,Broj,Vlasenica,Ž,Nepoznato,15
2013,Broj,Vukosavlje,Ukupno,Nepoznato,15
2013,Broj,Vukosavlje,M,Nepoznato,2
2013,Broj,Vukosavlje,Ž,Nepoznato,13
2013,Broj,Gacko,Ukupno,Nepoznato,10
2013,Broj,Gacko,M,Nepoznato,2
2013,Broj,Gacko,Ž,Nepoznato,8
2013,Broj,Grad Gradiška,Ukupno,Nepoznato,85
2013,Broj,Grad Gradiška,M,Nepoznato,39
2013,Broj,Grad Gradiška,Ž,Nepoznato,46
2013,Broj,Grad Derventa,Ukupno,Nepoznato,74
2013,Broj,Grad Derventa,M,Nepoznato,33
2013,Broj,Grad Derventa,Ž,Nepoznato,41
2013,Broj,Grad Doboj,Ukupno,Nepoznato,178
2013,Broj,Grad Doboj,M,Nepoznato,70
2013,Broj,Grad Doboj,Ž,Nepoznato,108
2013,Broj,Donji Žabar,Ukupno,Nepoznato,6
2013,Broj,Donji Žabar,M,Nepoznato,4
2013,Broj,Donji Žabar,Ž,Nepoznato,2
2013,Broj,Grad Zvornik,Ukupno,Nepoznato,119
2013,Broj,Grad Zvornik,M,Nepoznato,52
2013,Broj,Grad Zvornik,Ž,Nepoznato,67
2013,Broj,Istočna Ilidža,Ukupno,Nepoznato,13
2013,Broj,Istočna Ilidža,M,Nepoznato,7
2013,Broj,Istočna Ilidža,Ž,Nepoznato,6
2013,Broj,Istočni Drvar,Ukupno,Nepoznato,0
2013,Broj,Istočni Drvar,M,Nepoznato,0
2013,Broj,Istočni Drvar,Ž,Nepoznato,0
2013,Broj,Istočni Mostar,Ukupno,Nepoznato,3
2013,Broj,Istočni Mostar,M,Nepoznato,1
2013,Broj,Istočni Mostar,Ž,Nepoznato,2
2013,Broj,Istočni Stari Grad,Ukupno,Nepoznato,2
2013,Broj,Istočni Stari Grad,M,Nepoznato,2
2013,Broj,Istočni Stari Grad,Ž,Nepoznato,0
2013,Broj,Istočno Novo Sarajevo,Ukupno,Nepoznato,9
2013,Broj,Istočno Novo Sarajevo,M,Nepoznato,2
2013,Broj,Istočno Novo Sarajevo,Ž,Nepoznato,7
2013,Broj,Jezero,Ukupno,Nepoznato,1
2013,Broj,Jezero,M,Nepoznato,1
2013,Broj,Jezero,Ž,Nepoznato,0
2013,Broj,Kalinovik,Ukupno,Nepoznato,4
2013,Broj,Kalinovik,M,Nepoznato,2
2013,Broj,Kalinovik,Ž,Nepoznato,2
2013,Broj,Kneževo,Ukupno,Nepoznato,8
2013,Broj,Kneževo,M,Nepoznato,4
2013,Broj,Kneževo,Ž,Nepoznato,4
2013,Broj,Kozarska Dubica,Ukupno,Nepoznato,23
2013,Broj,Kozarska Dubica,M,Nepoznato,10
2013,Broj,Kozarska Dubica,Ž,Nepoznato,13
2013,Broj,Kostajnica,Ukupno,Nepoznato,3
2013,Broj,Kostajnica,M,Nepoznato,1
2013,Broj,Kostajnica,Ž,Nepoznato,2
2013,Broj,Kotor Varoš,Ukupno,Nepoznato,23
2013,Broj,Kotor Varoš,M,Nepoznato,15
2013,Broj,Kotor Varoš,Ž,Nepoznato,8
2013,Broj,Krupa Na Uni,Ukupno,Nepoznato,0
2013,Broj,Krupa Na Uni,M,Nepoznato,0
2013,Broj,Krupa Na Uni,Ž,Nepoznato,0
2013,Broj,Kupres,Ukupno,Nepoznato,0
2013,Broj,Kupres,M,Nepoznato,0
2013,Broj,Kupres,Ž,Nepoznato,0
2013,Broj,Laktaši,Ukupno,Nepoznato,82
2013,Broj,Laktaši,M,Nepoznato,36
2013,Broj,Laktaši,Ž,Nepoznato,46
2013,Broj,Lopare,Ukupno,Nepoznato,24
2013,Broj,Lopare,M,Nepoznato,12
2013,Broj,Lopare,Ž,Nepoznato,12
2013,Broj,Ljubinje,Ukupno,Nepoznato,4
2013,Broj,Ljubinje,M,Nepoznato,2
2013,Broj,Ljubinje,Ž,Nepoznato,2
2013,Broj,Milići,Ukupno,Nepoznato,11
2013,Broj,Milići,M,Nepoznato,4
2013,Broj,Milići,Ž,Nepoznato,7
2013,Broj,Modriča,Ukupno,Nepoznato,133
2013,Broj,Modriča,M,Nepoznato,71
2013,Broj,Modriča,Ž,Nepoznato,62
2013,Broj,Mrkonjić Grad,Ukupno,Nepoznato,16
2013,Broj,Mrkonjić Grad,M,Nepoznato,7
2013,Broj,Mrkonjić Grad,Ž,Nepoznato,9
2013,Broj,Nevesinje,Ukupno,Nepoznato,17
2013,Broj,Nevesinje,M,Nepoznato,5
2013,Broj,Nevesinje,Ž,Nepoznato,12
2013,Broj,Novi Grad,Ukupno,Nepoznato,36
2013,Broj,Novi Grad,M,Nepoznato,20
2013,Broj,Novi Grad,Ž,Nepoznato,16
2013,Broj,Novo Goražde,Ukupno,Nepoznato,8
2013,Broj,Novo Goražde,M,Nepoznato,3
2013,Broj,Novo Goražde,Ž,Nepoznato,5
2013,Broj,Osmaci,Ukupno,Nepoznato,5
2013,Broj,Osmaci,M,Nepoznato,2
2013,Broj,Osmaci,Ž,Nepoznato,3
2013,Broj,Oštra Luka,Ukupno,Nepoznato,2
2013,Broj,Oštra Luka,M,Nepoznato,2
2013,Broj,Oštra Luka,Ž,Nepoznato,0
2013,Broj,Pale,Ukupno,Nepoznato,11
2013,Broj,Pale,M,Nepoznato,8
2013,Broj,Pale,Ž,Nepoznato,3
2013,Broj,Pelagićevo,Ukupno,Nepoznato,5
2013,Broj,Pelagićevo,M,Nepoznato,1
2013,Broj,Pelagićevo,Ž,Nepoznato,4
2013,Broj,Petrovac,Ukupno,Nepoznato,0
2013,Broj,Petrovac,M,Nepoznato,0
2013,Broj,Petrovac,Ž,Nepoznato,0
2013,Broj,Petrovo,Ukupno,Nepoznato,5
2013,Broj,Petrovo,M,Nepoznato,2
2013,Broj,Petrovo,Ž,Nepoznato,3
2013,Broj,Grad Prijedor,Ukupno,Nepoznato,394
2013,Broj,Grad Prijedor,M,Nepoznato,269
2013,Broj,Grad Prijedor,Ž,Nepoznato,125
2013,Broj,Prnjavor,Ukupno,Nepoznato,50
2013,Broj,Prnjavor,M,Nepoznato,20
2013,Broj,Prnjavor,Ž,Nepoznato,30
2013,Broj,Ribnik,Ukupno,Nepoznato,3
2013,Broj,Ribnik,M,Nepoznato,3
2013,Broj,Ribnik,Ž,Nepoznato,0
2013,Broj,Rogatica,Ukupno,Nepoznato,5
2013,Broj,Rogatica,M,Nepoznato,2
2013,Broj,Rogatica,Ž,Nepoznato,3
2013,Broj,Rudo,Ukupno,Nepoznato,5
2013,Broj,Rudo,M,Nepoznato,2
2013,Broj,Rudo,Ž,Nepoznato,3
2013,Broj,Sokolac,Ukupno,Nepoznato,21
2013,Broj,Sokolac,M,Nepoznato,7
2013,Broj,Sokolac,Ž,Nepoznato,14
2013,Broj,Srbac,Ukupno,Nepoznato,41
2013,Broj,Srbac,M,Nepoznato,21
2013,Broj,Srbac,Ž,Nepoznato,20
2013,Broj,Srebrenica,Ukupno,Nepoznato,29
2013,Broj,Srebrenica,M,Nepoznato,14
2013,Broj,Srebrenica,Ž,Nepoznato,15
2013,Broj,Teslić,Ukupno,Nepoznato,58
2013,Broj,Teslić,M,Nepoznato,27
2013,Broj,Teslić,Ž,Nepoznato,31
2013,Broj,Grad Trebinje,Ukupno,Nepoznato,21
2013,Broj,Grad Trebinje,M,Nepoznato,13
2013,Broj,Grad Trebinje,Ž,Nepoznato,8
2013,Broj,Trnovo,Ukupno,Nepoznato,1
2013,Broj,Trnovo,M,Nepoznato,0
2013,Broj,Trnovo,Ž,Nepoznato,1
2013,Broj,Ugljevik,Ukupno,Nepoznato,16
2013,Broj,Ugljevik,M,Nepoznato,13
2013,Broj,Ugljevik,Ž,Nepoznato,3
2013,Broj,Foča,Ukupno,Nepoznato,17
2013,Broj,Foča,M,Nepoznato,9
2013,Broj,Foča,Ž,Nepoznato,8
2013,Broj,Han Pijesak,Ukupno,Nepoznato,0
2013,Broj,Han Pijesak,M,Nepoznato,0
2013,Broj,Han Pijesak,Ž,Nepoznato,0
2013,Broj,Čajniče,Ukupno,Nepoznato,5
2013,Broj,Čajniče,M,Nepoznato,2
2013,Broj,Čajniče,Ž,Nepoznato,3
2013,Broj,Čelinac,Ukupno,Nepoznato,15
2013,Broj,Čelinac,M,Nepoznato,7
2013,Broj,Čelinac,Ž,Nepoznato,8
2013,Broj,Šamac,Ukupno,Nepoznato,21
2013,Broj,Šamac,M,Nepoznato,12
2013,Broj,Šamac,Ž,Nepoznato,9
2013,Broj,Šekovići,Ukupno,Nepoznato,9
2013,Broj,Šekovići,M,Nepoznato,3
2013,Broj,Šekovići,Ž,Nepoznato,6
2013,Broj,Šipovo,Ukupno,Nepoznato,8
2013,Broj,Šipovo,M,Nepoznato,6
2013,Broj,Šipovo,Ž,Nepoznato,2
