Year,UNIT_MEASURE,Административно подручје,Пол,Religion,Value
2013,Број,DONJI ZABAR,Оба пола,Непознато,2
2013,Број,DONJI ZABAR,M,Непознато,1
2013,Број,DONJI ZABAR,Ж,Непознато,1
2013,Број,ZVORNIK,Оба пола,Непознато,98
2013,Број,ZVORNIK,M,Непознато,39
2013,Број,ZVORNIK,Ж,Непознато,59
2013,Број,ISTOCNA ILIDZA,Оба пола,Непознато,10
2013,Број,ISTOCNA ILIDZA,M,Непознато,5
2013,Број,ISTOCNA ILIDZA,Ж,Непознато,5
2013,Број,ISTOCNI MOSTAR,Оба пола,Непознато,2
2013,Број,ISTOCNI MOSTAR,M,Непознато,1
2013,Број,ISTOCNI MOSTAR,Ж,Непознато,1
2013,Број,ISTOCNI STARI GRAD,Оба пола,Непознато,2
2013,Број,ISTOCNI STARI GRAD,M,Непознато,1
2013,Број,ISTOCNI STARI GRAD,Ж,Непознато,1
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,Непознато,3
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,Непознато,3
2013,Број,JEZERO,Оба пола,Непознато,2
2013,Број,JEZERO,M,Непознато,1
2013,Број,JEZERO,Ж,Непознато,1
2013,Број,KNEZEVO,Оба пола,Непознато,5
2013,Број,KNEZEVO,M,Непознато,3
2013,Број,KNEZEVO,Ж,Непознато,2
2013,Број,KOZARSKA DUBICA,Оба пола,Непознато,18
2013,Број,KOZARSKA DUBICA,M,Непознато,11
2013,Број,KOZARSKA DUBICA,Ж,Непознато,7
2013,Број,KOSTAJNICA,Оба пола,Непознато,1
2013,Број,KOSTAJNICA,M,Непознато,1
2013,Број,KOTOR VAROS,Оба пола,Непознато,21
2013,Број,KOTOR VAROS,M,Непознато,15
2013,Број,KOTOR VAROS,Ж,Непознато,6
2013,Број,KRUPA NA UNI,Оба пола,Непознато,1
2013,Број,KRUPA NA UNI,Ж,Непознато,1
2013,Број,LAKTASI,Оба пола,Непознато,48
2013,Број,LAKTASI,M,Непознато,21
2013,Број,LAKTASI,Ж,Непознато,27
2013,Број,LOPARE,Оба пола,Непознато,13
2013,Број,LOPARE,M,Непознато,6
2013,Број,LOPARE,Ж,Непознато,7
2013,Број,LJUBINJE,Оба пола,Непознато,2
2013,Број,LJUBINJE,M,Непознато,1
2013,Број,LJUBINJE,Ж,Непознато,1
2013,Број,MILICI,Оба пола,Непознато,8
2013,Број,MILICI,M,Непознато,3
2013,Број,MILICI,Ж,Непознато,5
2013,Број,MODRICA,Оба пола,Непознато,125
2013,Број,MODRICA,M,Непознато,66
2013,Број,MODRICA,Ж,Непознато,59
2013,Број,MRKONJIC GRAD,Оба пола,Непознато,13
2013,Број,MRKONJIC GRAD,M,Непознато,7
2013,Број,MRKONJIC GRAD,Ж,Непознато,6
2013,Број,NEVESINJE,Оба пола,Непознато,7
2013,Број,NEVESINJE,M,Непознато,2
2013,Број,NEVESINJE,Ж,Непознато,5
2013,Број,NOVI GRAD,Оба пола,Непознато,26
2013,Број,NOVI GRAD,M,Непознато,14
2013,Број,NOVI GRAD,Ж,Непознато,12
2013,Број,NOVO GORAZDE,Оба пола,Непознато,7
2013,Број,NOVO GORAZDE,M,Непознато,3
2013,Број,NOVO GORAZDE,Ж,Непознато,4
2013,Број,OSMACI,Оба пола,Непознато,4
2013,Број,OSMACI,M,Непознато,2
2013,Број,OSMACI,Ж,Непознато,2
2013,Број,OSTRA LUKA,Оба пола,Непознато,3
2013,Број,OSTRA LUKA,M,Непознато,2
2013,Број,OSTRA LUKA,Ж,Непознато,1
2013,Број,PALE,Оба пола,Непознато,11
2013,Број,PALE,M,Непознато,7
2013,Број,PALE,Ж,Непознато,4
2013,Број,PELAGICEVO,Оба пола,Непознато,5
2013,Број,PELAGICEVO,M,Непознато,1
2013,Број,PELAGICEVO,Ж,Непознато,4
2013,Број,PETROVO,Оба пола,Непознато,4
2013,Број,PETROVO,M,Непознато,2
2013,Број,PETROVO,Ж,Непознато,2
2013,Број,PRIJEDOR,Оба пола,Непознато,374
2013,Број,PRIJEDOR,M,Непознато,257
2013,Број,PRIJEDOR,Ж,Непознато,117
2013,Број,PRNJAVOR,Оба пола,Непознато,31
2013,Број,PRNJAVOR,M,Непознато,13
2013,Број,PRNJAVOR,Ж,Непознато,18
2013,Број,RIBNIK,Оба пола,Непознато,2
2013,Број,RIBNIK,M,Непознато,2
2013,Број,ROGATICA,Оба пола,Непознато,4
2013,Број,ROGATICA,M,Непознато,3
2013,Број,ROGATICA,Ж,Непознато,1
2013,Број,RUDO,Оба пола,Непознато,4
2013,Број,RUDO,Ж,Непознато,4
2013,Број,SOKOLAC,Оба пола,Непознато,14
2013,Број,SOKOLAC,M,Непознато,3
2013,Број,SOKOLAC,Ж,Непознато,11
2013,Број,SRBAC,Оба пола,Непознато,28
2013,Број,SRBAC,M,Непознато,13
2013,Број,SRBAC,Ж,Непознато,15
2013,Број,SREBRENICA,Оба пола,Непознато,20
2013,Број,SREBRENICA,M,Непознато,14
2013,Број,SREBRENICA,Ж,Непознато,6
2013,Број,TESLIC,Оба пола,Непознато,43
2013,Број,TESLIC,M,Непознато,21
2013,Број,TESLIC,Ж,Непознато,22
2013,Број,TREBINJE,Оба пола,Непознато,14
2013,Број,TREBINJE,M,Непознато,8
2013,Број,TREBINJE,Ж,Непознато,6
2013,Број,UGLJEVIK,Оба пола,Непознато,13
2013,Број,UGLJEVIK,M,Непознато,11
2013,Број,UGLJEVIK,Ж,Непознато,2
2013,Број,FOCA,Оба пола,Непознато,12
2013,Број,FOCA,M,Непознато,6
2013,Број,FOCA,Ж,Непознато,6
2013,Број,CAJNICE,Оба пола,Непознато,4
2013,Број,CAJNICE,M,Непознато,1
2013,Број,CAJNICE,Ж,Непознато,3
2013,Број,CELINAC,Оба пола,Непознато,10
2013,Број,CELINAC,M,Непознато,4
2013,Број,CELINAC,Ж,Непознато,6
2013,Број,SAMAC,Оба пола,Непознато,18
2013,Број,SAMAC,M,Непознато,10
2013,Број,SAMAC,Ж,Непознато,8
2013,Број,SEKOVICI,Оба пола,Непознато,9
2013,Број,SEKOVICI,M,Непознато,4
2013,Број,SEKOVICI,Ж,Непознато,5
2013,Број,SIPOVO,Оба пола,Непознато,6
2013,Број,SIPOVO,M,Непознато,4
2013,Број,SIPOVO,Ж,Непознато,2
