Year,UNIT_MEASURE,Административно подручје,Пол,Religion,Value
2013,Број,REPUBLIKA SRPSKA,Оба пола,Укупно,1170342
2013,Број,REPUBLIKA SRPSKA,M,Укупно,571812
2013,Број,REPUBLIKA SRPSKA,Ж,Укупно,598530
2013,Број,BANJA LUKA,Оба пола,Укупно,180053
2013,Број,BANJA LUKA,M,Укупно,86510
2013,Број,BANJA LUKA,Ж,Укупно,93543
2013,Број,BERKOVICI,Оба пола,Укупно,2041
2013,Број,BERKOVICI,M,Укупно,1032
2013,Број,BERKOVICI,Ж,Укупно,1009
2013,Број,BIJELJINA,Оба пола,Укупно,103874
2013,Број,BIJELJINA,M,Укупно,50760
2013,Број,BIJELJINA,Ж,Укупно,53114
2013,Број,BILECA,Оба пола,Укупно,10607
2013,Број,BILECA,M,Укупно,5346
2013,Број,BILECA,Ж,Укупно,5261
2013,Број,BRATUNAC,Оба пола,Укупно,18651
2013,Број,BRATUNAC,M,Укупно,9210
2013,Број,BRATUNAC,Ж,Укупно,9441
2013,Број,BROD,Оба пола,Укупно,15720
2013,Број,BROD,M,Укупно,7670
2013,Број,BROD,Ж,Укупно,8050
2013,Број,VISEGRAD,Оба пола,Укупно,10118
2013,Број,VISEGRAD,M,Укупно,4834
2013,Број,VISEGRAD,Ж,Укупно,5284
2013,Број,VLASENICA,Оба пола,Укупно,10657
2013,Број,VLASENICA,M,Укупно,5193
2013,Број,VLASENICA,Ж,Укупно,5464
2013,Број,VUKOSAVLJE,Оба пола,Укупно,4363
2013,Број,VUKOSAVLJE,M,Укупно,2185
2013,Број,VUKOSAVLJE,Ж,Укупно,2178
2013,Број,GACKO,Оба пола,Укупно,8710
2013,Број,GACKO,M,Укупно,4423
2013,Број,GACKO,Ж,Укупно,4287
2013,Број,GRADISKA,Оба пола,Укупно,49196
2013,Број,GRADISKA,M,Укупно,23944
2013,Број,GRADISKA,Ж,Укупно,25252
2013,Број,DERVENTA,Оба пола,Укупно,25922
2013,Број,DERVENTA,M,Укупно,12629
2013,Број,DERVENTA,Ж,Укупно,13293
2013,Број,DOBOJ,Оба пола,Укупно,68514
2013,Број,DOBOJ,M,Укупно,33222
2013,Број,DOBOJ,Ж,Укупно,35292
2013,Број,DONJI ZABAR,Оба пола,Укупно,3669
2013,Број,DONJI ZABAR,M,Укупно,1853
2013,Број,DONJI ZABAR,Ж,Укупно,1816
2013,Број,ZVORNIK,Оба пола,Укупно,54407
2013,Број,ZVORNIK,M,Укупно,26803
2013,Број,ZVORNIK,Ж,Укупно,27604
2013,Број,ISTOCNA ILIDZA,Оба пола,Укупно,14437
2013,Број,ISTOCNA ILIDZA,M,Укупно,6905
2013,Број,ISTOCNA ILIDZA,Ж,Укупно,7532
2013,Број,ISTOCNI DRVAR,Оба пола,Укупно,66
2013,Број,ISTOCNI DRVAR,M,Укупно,44
2013,Број,ISTOCNI DRVAR,Ж,Укупно,22
2013,Број,ISTOCNI MOSTAR,Оба пола,Укупно,244
2013,Број,ISTOCNI MOSTAR,M,Укупно,138
2013,Број,ISTOCNI MOSTAR,Ж,Укупно,106
2013,Број,ISTOCNI STARI GRAD,Оба пола,Укупно,1116
2013,Број,ISTOCNI STARI GRAD,M,Укупно,552
2013,Број,ISTOCNI STARI GRAD,Ж,Укупно,564
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,Укупно,10401
2013,Број,ISTOCNO NOVO SARAJEVO,M,Укупно,4936
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,Укупно,5465
2013,Број,JEZERO,Оба пола,Укупно,1039
2013,Број,JEZERO,M,Укупно,534
2013,Број,JEZERO,Ж,Укупно,505
2013,Број,KALINOVIK,Оба пола,Укупно,1962
2013,Број,KALINOVIK,M,Укупно,950
2013,Број,KALINOVIK,Ж,Укупно,1012
2013,Број,KNEZEVO,Оба пола,Укупно,9368
2013,Број,KNEZEVO,M,Укупно,4632
2013,Број,KNEZEVO,Ж,Укупно,4736
2013,Број,KOZARSKA DUBICA,Оба пола,Укупно,20681
2013,Број,KOZARSKA DUBICA,M,Укупно,10094
2013,Број,KOZARSKA DUBICA,Ж,Укупно,10587
2013,Број,KOSTAJNICA,Оба пола,Укупно,5645
2013,Број,KOSTAJNICA,M,Укупно,2780
2013,Број,KOSTAJNICA,Ж,Укупно,2865
2013,Број,KOTOR VAROS,Оба пола,Укупно,18361
2013,Број,KOTOR VAROS,M,Укупно,9007
2013,Број,KOTOR VAROS,Ж,Укупно,9354
2013,Број,KRUPA NA UNI,Оба пола,Укупно,1560
2013,Број,KRUPA NA UNI,M,Укупно,841
2013,Број,KRUPA NA UNI,Ж,Укупно,719
2013,Број,KUPRES,Оба пола,Укупно,293
2013,Број,KUPRES,M,Укупно,157
2013,Број,KUPRES,Ж,Укупно,136
2013,Број,LAKTASI,Оба пола,Укупно,34210
2013,Број,LAKTASI,M,Укупно,16905
2013,Број,LAKTASI,Ж,Укупно,17305
2013,Број,LOPARE,Оба пола,Укупно,14689
2013,Број,LOPARE,M,Укупно,7377
2013,Број,LOPARE,Ж,Укупно,7312
2013,Број,LJUBINJE,Оба пола,Укупно,3319
2013,Број,LJUBINJE,M,Укупно,1633
2013,Број,LJUBINJE,Ж,Укупно,1686
2013,Број,MILICI,Оба пола,Укупно,10445
2013,Број,MILICI,M,Укупно,5252
2013,Број,MILICI,Ж,Укупно,5193
2013,Број,MODRICA,Оба пола,Укупно,24490
2013,Број,MODRICA,M,Укупно,11969
2013,Број,MODRICA,Ж,Укупно,12521
2013,Број,MRKONJIC GRAD,Оба пола,Укупно,15926
2013,Број,MRKONJIC GRAD,M,Укупно,7660
2013,Број,MRKONJIC GRAD,Ж,Укупно,8266
2013,Број,NEVESINJE,Оба пола,Укупно,12542
2013,Број,NEVESINJE,M,Укупно,6236
2013,Број,NEVESINJE,Ж,Укупно,6306
2013,Број,NOVI GRAD,Оба пола,Укупно,25240
2013,Број,NOVI GRAD,M,Укупно,12580
2013,Број,NOVI GRAD,Ж,Укупно,12660
2013,Број,NOVO GORAZDE,Оба пола,Укупно,2915
2013,Број,NOVO GORAZDE,M,Укупно,1500
2013,Број,NOVO GORAZDE,Ж,Укупно,1415
2013,Број,OSMACI,Оба пола,Укупно,5546
2013,Број,OSMACI,M,Укупно,2779
2013,Број,OSMACI,Ж,Укупно,2767
2013,Број,OSTRA LUKA,Оба пола,Укупно,2705
2013,Број,OSTRA LUKA,M,Укупно,1386
2013,Број,OSTRA LUKA,Ж,Укупно,1319
2013,Број,PALE,Оба пола,Укупно,20359
2013,Број,PALE,M,Укупно,9744
2013,Број,PALE,Ж,Укупно,10615
2013,Број,PELAGICEVO,Оба пола,Укупно,4358
2013,Број,PELAGICEVO,M,Укупно,2151
2013,Број,PELAGICEVO,Ж,Укупно,2207
2013,Број,PETROVAC,Оба пола,Укупно,354
2013,Број,PETROVAC,M,Укупно,169
2013,Број,PETROVAC,Ж,Укупно,185
2013,Број,PETROVO,Оба пола,Укупно,6317
2013,Број,PETROVO,M,Укупно,3043
2013,Број,PETROVO,Ж,Укупно,3274
2013,Број,PRIJEDOR,Оба пола,Укупно,80916
2013,Број,PRIJEDOR,M,Укупно,39418
2013,Број,PRIJEDOR,Ж,Укупно,41498
2013,Број,PRNJAVOR,Оба пола,Укупно,34357
2013,Број,PRNJAVOR,M,Укупно,16675
2013,Број,PRNJAVOR,Ж,Укупно,17682
2013,Број,RIBNIK,Оба пола,Укупно,5851
2013,Број,RIBNIK,M,Укупно,2900
2013,Број,RIBNIK,Ж,Укупно,2951
2013,Број,ROGATICA,Оба пола,Укупно,10302
2013,Број,ROGATICA,M,Укупно,5053
2013,Број,ROGATICA,Ж,Укупно,5249
2013,Број,RUDO,Оба пола,Укупно,7578
2013,Број,RUDO,M,Укупно,3840
2013,Број,RUDO,Ж,Укупно,3738
2013,Број,SOKOLAC,Оба пола,Укупно,11620
2013,Број,SOKOLAC,M,Укупно,5723
2013,Број,SOKOLAC,Ж,Укупно,5897
2013,Број,SRBAC,Оба пола,Укупно,16933
2013,Број,SRBAC,M,Укупно,8295
2013,Број,SRBAC,Ж,Укупно,8638
2013,Број,SREBRENICA,Оба пола,Укупно,11698
2013,Број,SREBRENICA,M,Укупно,5714
2013,Број,SREBRENICA,Ж,Укупно,5984
2013,Број,TESLIC,Оба пола,Укупно,37236
2013,Број,TESLIC,M,Укупно,17894
2013,Број,TESLIC,Ж,Укупно,19342
2013,Број,TREBINJE,Оба пола,Укупно,28239
2013,Број,TREBINJE,M,Укупно,13760
2013,Број,TREBINJE,Ж,Укупно,14479
2013,Број,TRNOVO,Оба пола,Укупно,1983
2013,Број,TRNOVO,M,Укупно,953
2013,Број,TRNOVO,Ж,Укупно,1030
2013,Број,UGLJEVIK,Оба пола,Укупно,15118
2013,Број,UGLJEVIK,M,Укупно,7626
2013,Број,UGLJEVIK,Ж,Укупно,7492
2013,Број,FOCA,Оба пола,Укупно,17580
2013,Број,FOCA,M,Укупно,8880
2013,Број,FOCA,Ж,Укупно,8700
2013,Број,HAN PIJESAK,Оба пола,Укупно,3445
2013,Број,HAN PIJESAK,M,Укупно,1632
2013,Број,HAN PIJESAK,Ж,Укупно,1813
2013,Број,CAJNICE,Оба пола,Укупно,4679
2013,Број,CAJNICE,M,Укупно,2347
2013,Број,CAJNICE,Ж,Укупно,2332
2013,Број,CELINAC,Оба пола,Укупно,15117
2013,Број,CELINAC,M,Укупно,7477
2013,Број,CELINAC,Ж,Укупно,7640
2013,Број,SAMAC,Оба пола,Укупно,16308
2013,Број,SAMAC,M,Укупно,7908
2013,Број,SAMAC,Ж,Укупно,8400
2013,Број,SEKOVICI,Оба пола,Укупно,6323
2013,Број,SEKOVICI,M,Укупно,3103
2013,Број,SEKOVICI,Ж,Укупно,3220
2013,Број,SIPOVO,Оба пола,Укупно,9969
2013,Број,SIPOVO,M,Укупно,5046
2013,Број,SIPOVO,Ж,Укупно,4923
2013,Број,REPUBLIKA SRPSKA,Оба пола,islam,149435
2013,Број,REPUBLIKA SRPSKA,M,islam,72605
2013,Број,REPUBLIKA SRPSKA,Ж,islam,76830
2013,Број,BANJA LUKA,Оба пола,islam,6693
2013,Број,BANJA LUKA,M,islam,3053
2013,Број,BANJA LUKA,Ж,islam,3640
2013,Број,BERKOVICI,Оба пола,islam,155
2013,Број,BERKOVICI,M,islam,87
2013,Број,BERKOVICI,Ж,islam,68
2013,Број,BIJELJINA,Оба пола,islam,12055
2013,Број,BIJELJINA,M,islam,5902
2013,Број,BIJELJINA,Ж,islam,6153
2013,Број,BILECA,Оба пола,islam,23
2013,Број,BILECA,M,islam,14
2013,Број,BILECA,Ж,islam,9
2013,Број,BRATUNAC,Оба пола,islam,6591
2013,Број,BRATUNAC,M,islam,3220
2013,Број,BRATUNAC,Ж,islam,3371
2013,Број,BROD,Оба пола,islam,1311
2013,Број,BROD,M,islam,646
2013,Број,BROD,Ж,islam,665
2013,Број,VISEGRAD,Оба пола,islam,876
2013,Број,VISEGRAD,M,islam,443
2013,Број,VISEGRAD,Ж,islam,433
2013,Број,VLASENICA,Оба пола,islam,3354
2013,Број,VLASENICA,M,islam,1645
2013,Број,VLASENICA,Ж,islam,1709
2013,Број,VUKOSAVLJE,Оба пола,islam,2154
2013,Број,VUKOSAVLJE,M,islam,1105
2013,Број,VUKOSAVLJE,Ж,islam,1049
2013,Број,GACKO,Оба пола,islam,330
2013,Број,GACKO,M,islam,178
2013,Број,GACKO,Ж,islam,152
2013,Број,GRADISKA,Оба пола,islam,6619
2013,Број,GRADISKA,M,islam,3214
2013,Број,GRADISKA,Ж,islam,3405
2013,Број,DERVENTA,Оба пола,islam,1709
2013,Број,DERVENTA,M,islam,820
2013,Број,DERVENTA,Ж,islam,889
2013,Број,DOBOJ,Оба пола,islam,14342
2013,Број,DOBOJ,M,islam,6861
2013,Број,DOBOJ,Ж,islam,7481
2013,Број,DONJI ZABAR,Оба пола,islam,4
2013,Број,DONJI ZABAR,Ж,islam,4
2013,Број,ZVORNIK,Оба пола,islam,16791
2013,Број,ZVORNIK,M,islam,8218
2013,Број,ZVORNIK,Ж,islam,8573
2013,Број,ISTOCNA ILIDZA,Оба пола,islam,630
2013,Број,ISTOCNA ILIDZA,M,islam,291
2013,Број,ISTOCNA ILIDZA,Ж,islam,339
2013,Број,ISTOCNI MOSTAR,Оба пола,islam,77
2013,Број,ISTOCNI MOSTAR,M,islam,44
2013,Број,ISTOCNI MOSTAR,Ж,islam,33
2013,Број,ISTOCNI STARI GRAD,Оба пола,islam,38
2013,Број,ISTOCNI STARI GRAD,M,islam,23
2013,Број,ISTOCNI STARI GRAD,Ж,islam,15
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,islam,121
2013,Број,ISTOCNO NOVO SARAJEVO,M,islam,52
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,islam,69
2013,Број,JEZERO,Оба пола,islam,250
2013,Број,JEZERO,M,islam,117
2013,Број,JEZERO,Ж,islam,133
2013,Број,KALINOVIK,Оба пола,islam,42
2013,Број,KALINOVIK,M,islam,19
2013,Број,KALINOVIK,Ж,islam,23
2013,Број,KNEZEVO,Оба пола,islam,403
2013,Број,KNEZEVO,M,islam,182
2013,Број,KNEZEVO,Ж,islam,221
2013,Број,KOZARSKA DUBICA,Оба пола,islam,1902
2013,Број,KOZARSKA DUBICA,M,islam,915
2013,Број,KOZARSKA DUBICA,Ж,islam,987
2013,Број,KOSTAJNICA,Оба пола,islam,1271
2013,Број,KOSTAJNICA,M,islam,623
2013,Број,KOSTAJNICA,Ж,islam,648
2013,Број,KOTOR VAROS,Оба пола,islam,4498
2013,Број,KOTOR VAROS,M,islam,2159
2013,Број,KOTOR VAROS,Ж,islam,2339
2013,Број,KRUPA NA UNI,Оба пола,islam,3
2013,Број,KRUPA NA UNI,M,islam,1
2013,Број,KRUPA NA UNI,Ж,islam,2
2013,Број,LAKTASI,Оба пола,islam,110
2013,Број,LAKTASI,M,islam,49
2013,Број,LAKTASI,Ж,islam,61
2013,Број,LOPARE,Оба пола,islam,1315
2013,Број,LOPARE,M,islam,648
2013,Број,LOPARE,Ж,islam,667
2013,Број,LJUBINJE,Оба пола,islam,12
2013,Број,LJUBINJE,M,islam,6
2013,Број,LJUBINJE,Ж,islam,6
2013,Број,MILICI,Оба пола,islam,3538
2013,Број,MILICI,M,islam,1750
2013,Број,MILICI,Ж,islam,1788
2013,Број,MODRICA,Оба пола,islam,3032
2013,Број,MODRICA,M,islam,1445
2013,Број,MODRICA,Ж,islam,1587
2013,Број,MRKONJIC GRAD,Оба пола,islam,351
2013,Број,MRKONJIC GRAD,M,islam,170
2013,Број,MRKONJIC GRAD,Ж,islam,181
2013,Број,NEVESINJE,Оба пола,islam,508
2013,Број,NEVESINJE,M,islam,260
2013,Број,NEVESINJE,Ж,islam,248
2013,Број,NOVI GRAD,Оба пола,islam,5261
2013,Број,NOVI GRAD,M,islam,2635
2013,Број,NOVI GRAD,Ж,islam,2626
2013,Број,NOVO GORAZDE,Оба пола,islam,1319
2013,Број,NOVO GORAZDE,M,islam,662
2013,Број,NOVO GORAZDE,Ж,islam,657
2013,Број,OSMACI,Оба пола,islam,2647
2013,Број,OSMACI,M,islam,1303
2013,Број,OSMACI,Ж,islam,1344
2013,Број,OSTRA LUKA,Оба пола,islam,26
2013,Број,OSTRA LUKA,M,islam,8
2013,Број,OSTRA LUKA,Ж,islam,18
2013,Број,PALE,Оба пола,islam,160
2013,Број,PALE,M,islam,83
2013,Број,PALE,Ж,islam,77
2013,Број,PELAGICEVO,Оба пола,islam,13
2013,Број,PELAGICEVO,M,islam,3
2013,Број,PELAGICEVO,Ж,islam,10
2013,Број,PETROVO,Оба пола,islam,7
2013,Број,PETROVO,M,islam,2
2013,Број,PETROVO,Ж,islam,5
2013,Број,PRIJEDOR,Оба пола,islam,22271
2013,Број,PRIJEDOR,M,islam,10662
2013,Број,PRIJEDOR,Ж,islam,11609
2013,Број,PRNJAVOR,Оба пола,islam,2776
2013,Број,PRNJAVOR,M,islam,1337
2013,Број,PRNJAVOR,Ж,islam,1439
2013,Број,ROGATICA,Оба пола,islam,1006
2013,Број,ROGATICA,M,islam,517
2013,Број,ROGATICA,Ж,islam,489
2013,Број,RUDO,Оба пола,islam,588
2013,Број,RUDO,M,islam,306
2013,Број,RUDO,Ж,islam,282
2013,Број,SOKOLAC,Оба пола,islam,620
2013,Број,SOKOLAC,M,islam,325
2013,Број,SOKOLAC,Ж,islam,295
2013,Број,SRBAC,Оба пола,islam,399
2013,Број,SRBAC,M,islam,184
2013,Број,SRBAC,Ж,islam,215
2013,Број,SREBRENICA,Оба пола,islam,6134
2013,Број,SREBRENICA,M,islam,2916
2013,Број,SREBRENICA,Ж,islam,3218
2013,Број,TESLIC,Оба пола,islam,6932
2013,Број,TESLIC,M,islam,3410
2013,Број,TESLIC,Ж,islam,3522
2013,Број,TREBINJE,Оба пола,islam,848
2013,Број,TREBINJE,M,islam,415
2013,Број,TREBINJE,Ж,islam,433
2013,Број,TRNOVO,Оба пола,islam,802
2013,Број,TRNOVO,M,islam,395
2013,Број,TRNOVO,Ж,islam,407
2013,Број,UGLJEVIK,Оба пола,islam,2002
2013,Број,UGLJEVIK,M,islam,977
2013,Број,UGLJEVIK,Ж,islam,1025
2013,Број,FOCA,Оба пола,islam,1173
2013,Број,FOCA,M,islam,630
2013,Број,FOCA,Ж,islam,543
2013,Број,HAN PIJESAK,Оба пола,islam,435
2013,Број,HAN PIJESAK,M,islam,212
2013,Број,HAN PIJESAK,Ж,islam,223
2013,Број,CAJNICE,Оба пола,islam,836
2013,Број,CAJNICE,M,islam,440
2013,Број,CAJNICE,Ж,islam,396
2013,Број,CELINAC,Оба пола,islam,406
2013,Број,CELINAC,M,islam,203
2013,Број,CELINAC,Ж,islam,203
2013,Број,SAMAC,Оба пола,islam,976
2013,Број,SAMAC,M,islam,471
2013,Број,SAMAC,Ж,islam,505
2013,Број,SEKOVICI,Оба пола,islam,107
2013,Број,SEKOVICI,M,islam,54
2013,Број,SEKOVICI,Ж,islam,53
2013,Број,SIPOVO,Оба пола,islam,583
2013,Број,SIPOVO,M,islam,295
2013,Број,SIPOVO,Ж,islam,288
2013,Број,REPUBLIKA SRPSKA,Оба пола,catholic,25763
2013,Број,REPUBLIKA SRPSKA,M,catholic,10431
2013,Број,REPUBLIKA SRPSKA,Ж,catholic,15332
2013,Број,BANJA LUKA,Оба пола,catholic,4637
2013,Број,BANJA LUKA,M,catholic,1585
2013,Број,BANJA LUKA,Ж,catholic,3052
2013,Број,BERKOVICI,Оба пола,catholic,6
2013,Број,BERKOVICI,M,catholic,1
2013,Број,BERKOVICI,Ж,catholic,5
2013,Број,BIJELJINA,Оба пола,catholic,508
2013,Број,BIJELJINA,M,catholic,103
2013,Број,BIJELJINA,Ж,catholic,405
2013,Број,BILECA,Оба пола,catholic,18
2013,Број,BILECA,M,catholic,2
2013,Број,BILECA,Ж,catholic,16
2013,Број,BRATUNAC,Оба пола,catholic,26
2013,Број,BRATUNAC,M,catholic,3
2013,Број,BRATUNAC,Ж,catholic,23
2013,Број,BROD,Оба пола,catholic,2925
2013,Број,BROD,M,catholic,1360
2013,Број,BROD,Ж,catholic,1565
2013,Број,VISEGRAD,Оба пола,catholic,33
2013,Број,VISEGRAD,M,catholic,6
2013,Број,VISEGRAD,Ж,catholic,27
2013,Број,VLASENICA,Оба пола,catholic,22
2013,Број,VLASENICA,M,catholic,4
2013,Број,VLASENICA,Ж,catholic,18
2013,Број,VUKOSAVLJE,Оба пола,catholic,680
2013,Број,VUKOSAVLJE,M,catholic,325
2013,Број,VUKOSAVLJE,Ж,catholic,355
2013,Број,GACKO,Оба пола,catholic,10
2013,Број,GACKO,M,catholic,4
2013,Број,GACKO,Ж,catholic,6
2013,Број,GRADISKA,Оба пола,catholic,865
2013,Број,GRADISKA,M,catholic,303
2013,Број,GRADISKA,Ж,catholic,562
2013,Број,DERVENTA,Оба пола,catholic,2109
2013,Број,DERVENTA,M,catholic,999
2013,Број,DERVENTA,Ж,catholic,1110
2013,Број,DOBOJ,Оба пола,catholic,1448
2013,Број,DOBOJ,M,catholic,532
2013,Број,DOBOJ,Ж,catholic,916
2013,Број,DONJI ZABAR,Оба пола,catholic,977
2013,Број,DONJI ZABAR,M,catholic,490
2013,Број,DONJI ZABAR,Ж,catholic,487
2013,Број,ZVORNIK,Оба пола,catholic,83
2013,Број,ZVORNIK,M,catholic,6
2013,Број,ZVORNIK,Ж,catholic,77
2013,Број,ISTOCNA ILIDZA,Оба пола,catholic,142
2013,Број,ISTOCNA ILIDZA,M,catholic,36
2013,Број,ISTOCNA ILIDZA,Ж,catholic,106
2013,Број,ISTOCNI DRVAR,Оба пола,catholic,1
2013,Број,ISTOCNI DRVAR,Ж,catholic,1
2013,Број,ISTOCNI MOSTAR,Оба пола,catholic,11
2013,Број,ISTOCNI MOSTAR,M,catholic,8
2013,Број,ISTOCNI MOSTAR,Ж,catholic,3
2013,Број,ISTOCNI STARI GRAD,Оба пола,catholic,5
2013,Број,ISTOCNI STARI GRAD,Ж,catholic,5
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,catholic,101
2013,Број,ISTOCNO NOVO SARAJEVO,M,catholic,28
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,catholic,73
2013,Број,JEZERO,Оба пола,catholic,4
2013,Број,JEZERO,M,catholic,2
2013,Број,JEZERO,Ж,catholic,2
2013,Број,KALINOVIK,Оба пола,catholic,5
2013,Број,KALINOVIK,M,catholic,2
2013,Број,KALINOVIK,Ж,catholic,3
2013,Број,KNEZEVO,Оба пола,catholic,17
2013,Број,KNEZEVO,M,catholic,4
2013,Број,KNEZEVO,Ж,catholic,13
2013,Број,KOZARSKA DUBICA,Оба пола,catholic,250
2013,Број,KOZARSKA DUBICA,M,catholic,72
2013,Број,KOZARSKA DUBICA,Ж,catholic,178
2013,Број,KOSTAJNICA,Оба пола,catholic,84
2013,Број,KOSTAJNICA,M,catholic,26
2013,Број,KOSTAJNICA,Ж,catholic,58
2013,Број,KOTOR VAROS,Оба пола,catholic,788
2013,Број,KOTOR VAROS,M,catholic,365
2013,Број,KOTOR VAROS,Ж,catholic,423
2013,Број,KRUPA NA UNI,Оба пола,catholic,2
2013,Број,KRUPA NA UNI,Ж,catholic,2
2013,Број,LAKTASI,Оба пола,catholic,497
2013,Број,LAKTASI,M,catholic,166
2013,Број,LAKTASI,Ж,catholic,331
2013,Број,LOPARE,Оба пола,catholic,40
2013,Број,LOPARE,M,catholic,5
2013,Број,LOPARE,Ж,catholic,35
2013,Број,LJUBINJE,Оба пола,catholic,5
2013,Број,LJUBINJE,M,catholic,1
2013,Број,LJUBINJE,Ж,catholic,4
2013,Број,MILICI,Оба пола,catholic,17
2013,Број,MILICI,M,catholic,5
2013,Број,MILICI,Ж,catholic,12
2013,Број,MODRICA,Оба пола,catholic,1365
2013,Број,MODRICA,M,catholic,651
2013,Број,MODRICA,Ж,catholic,714
2013,Број,MRKONJIC GRAD,Оба пола,catholic,146
2013,Број,MRKONJIC GRAD,M,catholic,56
2013,Број,MRKONJIC GRAD,Ж,catholic,90
2013,Број,NEVESINJE,Оба пола,catholic,21
2013,Број,NEVESINJE,M,catholic,5
2013,Број,NEVESINJE,Ж,catholic,16
2013,Број,NOVI GRAD,Оба пола,catholic,152
2013,Број,NOVI GRAD,M,catholic,47
2013,Број,NOVI GRAD,Ж,catholic,105
2013,Број,NOVO GORAZDE,Оба пола,catholic,2
2013,Број,NOVO GORAZDE,M,catholic,1
2013,Број,NOVO GORAZDE,Ж,catholic,1
2013,Број,OSMACI,Оба пола,catholic,4
2013,Број,OSMACI,Ж,catholic,4
2013,Број,OSTRA LUKA,Оба пола,catholic,131
2013,Број,OSTRA LUKA,M,catholic,62
2013,Број,OSTRA LUKA,Ж,catholic,69
2013,Број,PALE,Оба пола,catholic,116
2013,Број,PALE,M,catholic,30
2013,Број,PALE,Ж,catholic,86
2013,Број,PELAGICEVO,Оба пола,catholic,1180
2013,Број,PELAGICEVO,M,catholic,578
2013,Број,PELAGICEVO,Ж,catholic,602
2013,Број,PETROVO,Оба пола,catholic,35
2013,Број,PETROVO,M,catholic,10
2013,Број,PETROVO,Ж,catholic,25
2013,Број,PRIJEDOR,Оба пола,catholic,1544
2013,Број,PRIJEDOR,M,catholic,587
2013,Број,PRIJEDOR,Ж,catholic,957
2013,Број,PRNJAVOR,Оба пола,catholic,645
2013,Број,PRNJAVOR,M,catholic,255
2013,Број,PRNJAVOR,Ж,catholic,390
2013,Број,RIBNIK,Оба пола,catholic,7
2013,Број,RIBNIK,M,catholic,1
2013,Број,RIBNIK,Ж,catholic,6
2013,Број,ROGATICA,Оба пола,catholic,16
2013,Број,ROGATICA,M,catholic,1
2013,Број,ROGATICA,Ж,catholic,15
2013,Број,RUDO,Оба пола,catholic,3
2013,Број,RUDO,M,catholic,1
2013,Број,RUDO,Ж,catholic,2
2013,Број,SOKOLAC,Оба пола,catholic,23
2013,Број,SOKOLAC,M,catholic,3
2013,Број,SOKOLAC,Ж,catholic,20
2013,Број,SRBAC,Оба пола,catholic,153
2013,Број,SRBAC,M,catholic,37
2013,Број,SRBAC,Ж,catholic,116
2013,Број,SREBRENICA,Оба пола,catholic,17
2013,Број,SREBRENICA,M,catholic,7
2013,Број,SREBRENICA,Ж,catholic,10
2013,Број,TESLIC,Оба пола,catholic,1292
2013,Број,TESLIC,M,catholic,552
2013,Број,TESLIC,Ж,catholic,740
2013,Број,TREBINJE,Оба пола,catholic,293
2013,Број,TREBINJE,M,catholic,90
2013,Број,TREBINJE,Ж,catholic,203
2013,Број,TRNOVO,Оба пола,catholic,15
2013,Број,TRNOVO,M,catholic,2
2013,Број,TRNOVO,Ж,catholic,13
2013,Број,UGLJEVIK,Оба пола,catholic,39
2013,Број,UGLJEVIK,M,catholic,7
2013,Број,UGLJEVIK,Ж,catholic,32
2013,Број,FOCA,Оба пола,catholic,64
2013,Број,FOCA,M,catholic,20
2013,Број,FOCA,Ж,catholic,44
2013,Број,HAN PIJESAK,Оба пола,catholic,5
2013,Број,HAN PIJESAK,Ж,catholic,5
2013,Број,CAJNICE,Оба пола,catholic,5
2013,Број,CAJNICE,Ж,catholic,5
2013,Број,CELINAC,Оба пола,catholic,58
2013,Број,CELINAC,M,catholic,14
2013,Број,CELINAC,Ж,catholic,44
2013,Број,SAMAC,Оба пола,catholic,2091
2013,Број,SAMAC,M,catholic,969
2013,Број,SAMAC,Ж,catholic,1122
2013,Број,SEKOVICI,Оба пола,catholic,7
2013,Број,SEKOVICI,Ж,catholic,7
2013,Број,SIPOVO,Оба пола,catholic,18
2013,Број,SIPOVO,M,catholic,2
2013,Број,SIPOVO,Ж,catholic,16
2013,Број,REPUBLIKA SRPSKA,Оба пола,ortodox,969315
2013,Број,REPUBLIKA SRPSKA,M,ortodox,476184
2013,Број,REPUBLIKA SRPSKA,Ж,ortodox,493131
2013,Број,BANJA LUKA,Оба пола,ortodox,161267
2013,Број,BANJA LUKA,M,ortodox,78266
2013,Број,BANJA LUKA,Ж,ortodox,83001
2013,Број,BERKOVICI,Оба пола,ortodox,1873
2013,Број,BERKOVICI,M,ortodox,940
2013,Број,BERKOVICI,Ж,ortodox,933
2013,Број,BIJELJINA,Оба пола,ortodox,89144
2013,Број,BIJELJINA,M,ortodox,43682
2013,Број,BIJELJINA,Ж,ortodox,45462
2013,Број,BILECA,Оба пола,ortodox,10490
2013,Број,BILECA,M,ortodox,5291
2013,Број,BILECA,Ж,ortodox,5199
2013,Број,BRATUNAC,Оба пола,ortodox,11726
2013,Број,BRATUNAC,M,ortodox,5835
2013,Број,BRATUNAC,Ж,ortodox,5891
2013,Број,BROD,Оба пола,ortodox,11066
