Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,95
2016,Broj,M,49
2016,Broj,Ž,46
2017,Broj,Ukupno,130
2017,Broj,M,70
2017,Broj,Ž,60
2018,Broj,Ukupno,119
2018,Broj,M,56
2018,Broj,Ž,63
2019,Broj,Ukupno,165
2019,Broj,M,71
2019,Broj,Ž,94
2020,Broj,Ukupno,184
2020,Broj,M,79
2020,Broj,Ž,105
2021,Broj,Ukupno,285
2021,Broj,M,118
2021,Broj,Ž,167
2022,Broj,Ukupno,235
2022,Broj,M,101
2022,Broj,Ž,134
2023,Broj,Ukupno,258
2023,Broj,M,122
2023,Broj,Ž,136
