Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,2550
2017,Broj,Ukupno,2737
2018,Broj,Ukupno,3170
2019,Broj,Ukupno,3601
2020,Broj,Ukupno,3565
2016,Broj,M,1085
2017,Broj,M,1110
2018,Broj,M,1260
2019,Broj,M,1358
2020,Broj,M,1340
2016,Broj,Ž,1465
2017,Broj,Ž,1627
2018,Broj,Ž,1910
2019,Broj,Ž,2243
2020,Broj,Ž,2225
2021,Broj,Ukupno,3982
2021,Broj,M,1509
2021,Broj,Ž,2473
2022,Broj,Ukupno,4317
2022,Broj,M,1597
2022,Broj,Ž,2720
2023,Broj,Ukupno,3909
2023,Broj,M,1453
2023,Broj,Ž,2456
