Year,UNIT_MEASURE,Value
2003,Број,744
2004,Број,637
2005,Број,721
2006,Број,526
2007,Број,596
2008,Број,317
2009,Број,455
2010,Број,517
2011,Број,886
2012,Број,878
2013,Број,1052
2014,Број,1106
2015,Број,1143
2016,Број,1025
2017,Број,985
2018,Број,963
2019,Број,920
2020,Број,948
2021,Број,1017
