Year,UNIT_MEASURE,Value
1999,Number,1754
2000,Number,1716
2001,Number,1731
2002,Number,1786
2003,Number,1802
2004,Number,1838
2005,Number,1857
2006,Number,1917
2007,Number,1988
2008,Number,2048
2009,Number,2101
2010,Number,2185
2011,Number,2286
2012,Number,2355
2013,Number,2443
2014,Number,2471
2015,Number,2491
2016,Number,2530
2017,Number,2520
2018,Number,2588
2019,Number,2610
2020,Number,2687
2021,Number,2694
