Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,8179
2016,Broj,M,2431
2016,Broj,Ž,5748
2017,Broj,Ukupno,8194
2017,Broj,M,2383
2017,Broj,Ž,5811
2018,Broj,Ukupno,8217
2018,Broj,M,2344
2018,Broj,Ž,5873
2019,Broj,Ukupno,8212
2019,Broj,M,2303
2019,Broj,Ž,5909
2020,Broj,Ukupno,8199
2020,Broj,M,2256
2020,Broj,Ž,5943
2021,Broj,Ukupno,8177
2021,Broj,M,2207
2021,Broj,Ž,5970
