Year,UNIT_MEASURE,Value
1999,Broj,457
2000,Broj,393
2001,Broj,382
2002,Broj,334
2003,Broj,325
2004,Broj,307
2005,Broj,263
2006,Broj,278
2007,Broj,313
2008,Broj,310
2009,Broj,306
2010,Broj,305
2011,Broj,308
2012,Broj,319
2013,Broj,320
2014,Broj,326
2015,Broj,400
2016,Broj,400
2017,Broj,397
2018,Broj,420
2019,Broj,411
2020,Broj,446
2021,Broj,456
2022,Broj,470
2023,Broj,462
2024,Broj,463
