Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,3820
2016,Broj,M,1423
2016,Broj,Ž,2397
2017,Broj,Ukupno,3771
2017,Broj,M,1398
2017,Broj,Ž,2373
2018,Broj,Ukupno,3888
2018,Broj,M,1420
2018,Broj,Ž,2468
2019,Broj,Ukupno,3944
2019,Broj,M,1458
2019,Broj,Ž,2486
2020,Broj,Ukupno,3945
2020,Broj,M,1462
2020,Broj,Ž,2483
2021,Broj,Ukupno,3925
2021,Broj,M,1484
2021,Broj,Ž,2441
