Year,UNIT_MEASURE,Value
2005,Broj,3
2007,Broj,3
2008,Broj,4
2009,Broj,5
2010,Broj,4
2011,Broj,2
2012,Broj,4
2013,Broj,3
2014,Broj,1
2015,Broj,0
2016,Broj,3
2017,Broj,1
2018,Broj,8
2019,Broj,3
2020,Broj,0
2021,Broj,1
2022,Broj,1
2023,Broj,0
