Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,10861
2016,Broj,M,5651
2016,Broj,Ž,5210
2017,Broj,Ukupno,10642
2017,Broj,M,5418
2017,Broj,Ž,5224
2018,Broj,Ukupno,10440
2018,Broj,M,5284
2018,Broj,Ž,5156
2019,Broj,Ukupno,10471
2019,Broj,M,5344
2019,Broj,Ž,5127
2020,Broj,Ukupno,9888
2020,Broj,M,5116
2020,Broj,Ž,4772
2021,Broj,Ukupno,9832
2021,Broj,M,5047
2021,Broj,Ž,4785
