Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,2081
2016,Broj,M,1149
2016,Broj,Ž,932
2017,Broj,Ukupno,2097
2017,Broj,M,1088
2017,Broj,Ž,1009
2018,Broj,Ukupno,2470
2018,Broj,M,1284
2018,Broj,Ž,1186
2019,Broj,Ukupno,2704
2019,Broj,M,1387
2019,Broj,Ž,1317
2020,Broj,Ukupno,2539
2020,Broj,M,1300
2020,Broj,Ž,1239
2021,Broj,Ukupno,3252
2021,Broj,M,1728
2021,Broj,Ž,1524
2022,Broj,Ukupno,3739
2022,Broj,M,2007
2022,Broj,Ž,1732
2023,Broj,Ukupno,4239
2023,Broj,M,2253
2023,Broj,Ž,1986
