Year,UNIT_MEASURE,Value
2007,Broj,125
2008,Broj,160
2009,Broj,196
2010,Broj,215
2011,Broj,230
2012,Broj,245
2013,Broj,260
2014,Broj,258
2015,Broj,278
2016,Broj,310
2017,Broj,316
2018,Broj,323
2019,Broj,307
2020,Broj,335
2021,Broj,343
2022,Broj,320
