Year,UNIT_MEASURE,Administrativna oblast,Pol,Pismenost,Value
2013,Broj,Kotor Varoš,Ukupno,Nepoznata pismenost,216.0
2013,Broj,Kotor Varoš,M,Nepoznata pismenost,73.0
2013,Broj,Kotor Varoš,Ž,Nepoznata pismenost,143.0
2013,Broj,Krupa Na Uni,Ukupno,Nepoznata pismenost,4.0
2013,Broj,Krupa Na Uni,M,Nepoznata pismenost,1.0
2013,Broj,Krupa Na Uni,Ž,Nepoznata pismenost,3.0
2013,Broj,Kupres,Ukupno,Nepoznata pismenost,1.0
2013,Broj,Kupres,M,Nepoznata pismenost,0.0
2013,Broj,Kupres,Ž,Nepoznata pismenost,1.0
2013,Broj,Laktaši,Ukupno,Nepoznata pismenost,314.0
2013,Broj,Laktaši,M,Nepoznata pismenost,117.0
2013,Broj,Laktaši,Ž,Nepoznata pismenost,197.0
2013,Broj,Lopare,Ukupno,Nepoznata pismenost,156.0
2013,Broj,Lopare,M,Nepoznata pismenost,62.0
2013,Broj,Lopare,Ž,Nepoznata pismenost,94.0
2013,Broj,Ljubinje,Ukupno,Nepoznata pismenost,22.0
2013,Broj,Ljubinje,M,Nepoznata pismenost,7.0
2013,Broj,Ljubinje,Ž,Nepoznata pismenost,15.0
2013,Broj,Milići,Ukupno,Nepoznata pismenost,157.0
2013,Broj,Milići,M,Nepoznata pismenost,42.0
2013,Broj,Milići,Ž,Nepoznata pismenost,115.0
2013,Broj,Modriča,Ukupno,Nepoznata pismenost,346.0
2013,Broj,Modriča,M,Nepoznata pismenost,128.0
2013,Broj,Modriča,Ž,Nepoznata pismenost,218.0
2013,Broj,Mrkonjić Grad,Ukupno,Nepoznata pismenost,177.0
2013,Broj,Mrkonjić Grad,M,Nepoznata pismenost,65.0
2013,Broj,Mrkonjić Grad,Ž,Nepoznata pismenost,112.0
2013,Broj,Nevesinje,Ukupno,Nepoznata pismenost,95.0
2013,Broj,Nevesinje,M,Nepoznata pismenost,40.0
2013,Broj,Nevesinje,Ž,Nepoznata pismenost,55.0
2013,Broj,Novi Grad,Ukupno,Nepoznata pismenost,265.0
2013,Broj,Novi Grad,M,Nepoznata pismenost,96.0
2013,Broj,Novi Grad,Ž,Nepoznata pismenost,169.0
2013,Broj,Novo Goražde,Ukupno,Nepoznata pismenost,16.0
2013,Broj,Novo Goražde,M,Nepoznata pismenost,3.0
2013,Broj,Novo Goražde,Ž,Nepoznata pismenost,13.0
2013,Broj,Osmaci,Ukupno,Nepoznata pismenost,41.0
2013,Broj,Osmaci,M,Nepoznata pismenost,15.0
2013,Broj,Osmaci,Ž,Nepoznata pismenost,26.0
2013,Broj,Oštra Luka,Ukupno,Nepoznata pismenost,19.0
2013,Broj,Oštra Luka,M,Nepoznata pismenost,10.0
2013,Broj,Oštra Luka,Ž,Nepoznata pismenost,9.0
2013,Broj,Pale,Ukupno,Nepoznata pismenost,99.0
2013,Broj,Pale,M,Nepoznata pismenost,31.0
2013,Broj,Pale,Ž,Nepoznata pismenost,68.0
2013,Broj,Pelagićevo,Ukupno,Nepoznata pismenost,132.0
2013,Broj,Pelagićevo,M,Nepoznata pismenost,59.0
2013,Broj,Pelagićevo,Ž,Nepoznata pismenost,73.0
2013,Broj,Petrovac,Ukupno,Nepoznata pismenost,1.0
2013,Broj,Petrovac,M,Nepoznata pismenost,1.0
2013,Broj,Petrovac,Ž,Nepoznata pismenost,0.0
2013,Broj,Petrovo,Ukupno,Nepoznata pismenost,35.0
2013,Broj,Petrovo,M,Nepoznata pismenost,13.0
2013,Broj,Petrovo,Ž,Nepoznata pismenost,22.0
2013,Broj,Grad Prijedor,Ukupno,Nepoznata pismenost,816.0
2013,Broj,Grad Prijedor,M,Nepoznata pismenost,283.0
2013,Broj,Grad Prijedor,Ž,Nepoznata pismenost,533.0
2013,Broj,Prnjavor,Ukupno,Nepoznata pismenost,223.0
2013,Broj,Prnjavor,M,Nepoznata pismenost,90.0
2013,Broj,Prnjavor,Ž,Nepoznata pismenost,133.0
2013,Broj,Ribnik,Ukupno,Nepoznata pismenost,41.0
2013,Broj,Ribnik,M,Nepoznata pismenost,13.0
2013,Broj,Ribnik,Ž,Nepoznata pismenost,28.0
2013,Broj,Rogatica,Ukupno,Nepoznata pismenost,110.0
2013,Broj,Rogatica,M,Nepoznata pismenost,24.0
2013,Broj,Rogatica,Ž,Nepoznata pismenost,86.0
2013,Broj,Rudo,Ukupno,Nepoznata pismenost,40.0
2013,Broj,Rudo,M,Nepoznata pismenost,16.0
2013,Broj,Rudo,Ž,Nepoznata pismenost,24.0
2013,Broj,Sokolac,Ukupno,Nepoznata pismenost,69.0
2013,Broj,Sokolac,M,Nepoznata pismenost,29.0
2013,Broj,Sokolac,Ž,Nepoznata pismenost,40.0
2013,Broj,Srbac,Ukupno,Nepoznata pismenost,250.0
2013,Broj,Srbac,M,Nepoznata pismenost,90.0
2013,Broj,Srbac,Ž,Nepoznata pismenost,160.0
2013,Broj,Srebrenica,Ukupno,Nepoznata pismenost,134.0
2013,Broj,Srebrenica,M,Nepoznata pismenost,26.0
2013,Broj,Srebrenica,Ž,Nepoznata pismenost,108.0
2013,Broj,Teslić,Ukupno,Nepoznata pismenost,346.0
2013,Broj,Teslić,M,Nepoznata pismenost,124.0
2013,Broj,Teslić,Ž,Nepoznata pismenost,222.0
2013,Broj,Grad Trebinje,Ukupno,Nepoznata pismenost,188.0
2013,Broj,Grad Trebinje,M,Nepoznata pismenost,59.0
2013,Broj,Grad Trebinje,Ž,Nepoznata pismenost,129.0
2013,Broj,Trnovo,Ukupno,Nepoznata pismenost,12.0
2013,Broj,Trnovo,M,Nepoznata pismenost,4.0
2013,Broj,Trnovo,Ž,Nepoznata pismenost,8.0
2013,Broj,Ugljevik,Ukupno,Nepoznata pismenost,98.0
2013,Broj,Ugljevik,M,Nepoznata pismenost,37.0
2013,Broj,Ugljevik,Ž,Nepoznata pismenost,61.0
2013,Broj,Foča,Ukupno,Nepoznata pismenost,128.0
2013,Broj,Foča,M,Nepoznata pismenost,51.0
2013,Broj,Foča,Ž,Nepoznata pismenost,77.0
2013,Broj,Han Pijesak,Ukupno,Nepoznata pismenost,13.0
2013,Broj,Han Pijesak,M,Nepoznata pismenost,4.0
2013,Broj,Han Pijesak,Ž,Nepoznata pismenost,9.0
2013,Broj,Čajniče,Ukupno,Nepoznata pismenost,24.0
2013,Broj,Čajniče,M,Nepoznata pismenost,9.0
2013,Broj,Čajniče,Ž,Nepoznata pismenost,15.0
2013,Broj,Čelinac,Ukupno,Nepoznata pismenost,126.0
2013,Broj,Čelinac,M,Nepoznata pismenost,54.0
2013,Broj,Čelinac,Ž,Nepoznata pismenost,72.0
2013,Broj,Šamac,Ukupno,Nepoznata pismenost,185.0
2013,Broj,Šamac,M,Nepoznata pismenost,64.0
2013,Broj,Šamac,Ž,Nepoznata pismenost,121.0
2013,Broj,Šekovići,Ukupno,Nepoznata pismenost,65.0
2013,Broj,Šekovići,M,Nepoznata pismenost,27.0
2013,Broj,Šekovići,Ž,Nepoznata pismenost,38.0
2013,Broj,Šipovo,Ukupno,Nepoznata pismenost,72.0
2013,Broj,Šipovo,M,Nepoznata pismenost,29.0
2013,Broj,Šipovo,Ž,Nepoznata pismenost,43.0
