Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,794
2016,Broj,M,15
2016,Broj,Ž,779
2017,Broj,Ukupno,843
2017,Broj,M,16
2017,Broj,Ž,827
2018,Broj,Ukupno,1010
2018,Broj,M,17
2018,Broj,Ž,993
2019,Broj,Ukupno,1144
2019,Broj,M,18
2019,Broj,Ž,1126
2020,Broj,Ukupno,1212
2020,Broj,M,15
2020,Broj,Ž,1197
2021,Broj,Ukupno,1338
2021,Broj,M,24
2021,Broj,Ž,1314
2022,Broj,Ukupno,1482
2022,Broj,M,23
2022,Broj,Ž,1459
