Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,11931
2016,Broj,M,6085
2016,Broj,Ž,5846
2017,Broj,Ukupno,10384
2017,Broj,M,5321
2017,Broj,Ž,5063
2018,Broj,Ukupno,10201
2018,Broj,M,5194
2018,Broj,Ž,5007
2019,Broj,Ukupno,10300
2019,Broj,M,5238
2019,Broj,Ž,5062
2020,Broj,Ukupno,9904
2020,Broj,M,5039
2020,Broj,Ž,4865
2021,Broj,Ukupno,9592
2021,Broj,M,4902
2021,Broj,Ž,4690
