Year,UNIT_MEASURE,Pol,Starosna dob,Value
2020,Broj,Oba pola,21,11686
2020,Broj,Oba pola,22,12767
2020,Broj,Oba pola,23,14425
2020,Broj,Oba pola,24,14261
2020,Broj,Oba pola,25,14647
2020,Broj,Oba pola,26,14001
2020,Broj,Oba pola,27,11472
2020,Broj,Oba pola,28,11831
2020,Broj,Oba pola,29,13764
2020,Broj,Oba pola,30,13561
2020,Broj,Oba pola,31,13906
2020,Broj,Oba pola,32,14749
2020,Broj,Oba pola,33,14838
2020,Broj,Oba pola,34,15057
2020,Broj,Oba pola,35,15451
2020,Broj,Oba pola,36,15929
2020,Broj,Oba pola,37,16214
2020,Broj,Oba pola,38,16149
2020,Broj,Oba pola,39,16050
2020,Broj,Oba pola,40,16110
2020,Broj,Oba pola,41,15879
2020,Broj,Oba pola,42,15896
2020,Broj,Oba pola,43,16013
2020,Broj,Oba pola,44,16683
2020,Broj,Oba pola,45,16012
2020,Broj,Oba pola,46,15371
2020,Broj,Oba pola,47,15404
2020,Broj,Oba pola,48,15565
2020,Broj,Oba pola,49,15097
2020,Broj,Oba pola,50,13977
2020,Broj,Oba pola,51,14787
2020,Broj,Oba pola,52,15043
2020,Broj,Oba pola,53,15753
2020,Broj,Oba pola,54,16229
2020,Broj,Oba pola,55,16971
2020,Broj,Oba pola,56,16163
2020,Broj,Oba pola,57,16605
2020,Broj,Oba pola,58,17478
2020,Broj,Oba pola,59,17364
2020,Broj,Oba pola,60,17654
2020,Broj,Oba pola,61,17552
2020,Broj,Oba pola,62,17911
2020,Broj,Oba pola,63,16163
2020,Broj,Oba pola,64,17671
2020,Broj,Oba pola,65,17313
2020,Broj,Oba pola,66,18391
2020,Broj,Oba pola,67,16885
2020,Broj,Oba pola,68,17548
2020,Broj,Oba pola,69,13940
2020,Broj,Oba pola,70,14886
2020,Broj,Oba pola,71,14467
2020,Broj,Oba pola,72,12524
2020,Broj,Oba pola,73,12185
2020,Broj,Oba pola,74,10881
2020,Broj,Oba pola,75,7755
2020,Broj,Oba pola,76,7405
2020,Broj,Oba pola,77,7503
2020,Broj,Oba pola,78,7300
2020,Broj,Oba pola,79,7955
2020,Broj,Oba pola,80,8485
2020,Broj,Oba pola,81,7535
2020,Broj,Oba pola,82,6900
2020,Broj,Oba pola,83,6226
2020,Broj,Oba pola,84,5375
2020,Broj,Oba pola,85,4397
2020,Broj,Oba pola,86,3688
2020,Broj,Oba pola,87,3022
2020,Broj,Oba pola,88,2295
2020,Broj,Oba pola,89,1676
2020,Broj,Oba pola,90,1478
2020,Broj,Oba pola,91,979
2020,Broj,Oba pola,92,777
2020,Broj,Oba pola,93,427
2020,Broj,Oba pola,94,271
2020,Broj,Oba pola,95,182
2020,Broj,Oba pola,96,111
2020,Broj,Oba pola,97,76
2020,Broj,Oba pola,98,48
2020,Broj,Oba pola,99,29
2020,Broj,Oba pola,100,21
2020,Broj,Oba pola,101,10
2020,Broj,Oba pola,102,17
2020,Broj,Oba pola,103,9
2020,Broj,Oba pola,104,4
2020,Broj,Oba pola,105,2
2020,Broj,Oba pola,106,1
2020,Broj,Oba pola,107,1
2020,Broj,Oba pola,108,1
2020,Broj,Oba pola,109,0
2020,Broj,Oba pola,110,0
2020,Broj,Oba pola,111,0
2020,Broj,Oba pola,112,0
2020,Broj,Oba pola,113,0
2020,Broj,Oba pola,114,0
2020,Broj,Oba pola,115,0
2020,Broj,Oba pola,116,0
2020,Broj,Oba pola,117,0
2020,Broj,Oba pola,118,0
2020,Broj,Oba pola,119,0
2020,Broj,Oba pola,120+,0
2025,Broj,Oba pola,Ukupno,1107541
2025,Broj,Oba pola,0,8710
2025,Broj,Oba pola,1,8815
2025,Broj,Oba pola,2,8926
2025,Broj,Oba pola,3,9039
2025,Broj,Oba pola,4,9150
2025,Broj,Oba pola,5,9260
2025,Broj,Oba pola,6,9373
2025,Broj,Oba pola,7,9568
2025,Broj,Oba pola,8,9327
2025,Broj,Oba pola,9,9441
2025,Broj,Oba pola,10,9331
2025,Broj,Oba pola,11,9407
2025,Broj,Oba pola,12,9571
2025,Broj,Oba pola,13,10519
2025,Broj,Oba pola,14,10425
2025,Broj,Oba pola,15,10955
2025,Broj,Oba pola,16,11366
2025,Broj,Oba pola,17,11101
2025,Broj,Oba pola,18,10727
2025,Broj,Oba pola,19,10633
2025,Broj,Oba pola,20,10726
2025,Broj,Oba pola,21,10830
2025,Broj,Oba pola,22,10840
2025,Broj,Oba pola,23,10981
2025,Broj,Oba pola,24,11542
2025,Broj,Oba pola,25,11718
2025,Broj,Oba pola,26,11678
2025,Broj,Oba pola,27,12732
2025,Broj,Oba pola,28,14361
2025,Broj,Oba pola,29,14191
2025,Broj,Oba pola,30,14584
2025,Broj,Oba pola,31,13973
2025,Broj,Oba pola,32,11491
2025,Broj,Oba pola,33,11858
2025,Broj,Oba pola,34,13773
2025,Broj,Oba pola,35,13565
2025,Broj,Oba pola,36,13905
2025,Broj,Oba pola,37,14734
2025,Broj,Oba pola,38,14815
2025,Broj,Oba pola,39,15024
2025,Broj,Oba pola,40,15401
2025,Broj,Oba pola,41,15863
2025,Broj,Oba pola,42,16131
2025,Broj,Oba pola,43,16054
2025,Broj,Oba pola,44,15942
2025,Broj,Oba pola,45,15986
2025,Broj,Oba pola,46,15741
2025,Broj,Oba pola,47,15740
2025,Broj,Oba pola,48,15835
2025,Broj,Oba pola,49,16473
2025,Broj,Oba pola,50,15788
2025,Broj,Oba pola,51,15133
2025,Broj,Oba pola,52,15142
2025,Broj,Oba pola,53,15274
2025,Broj,Oba pola,54,14796
2025,Broj,Oba pola,55,13678
2025,Broj,Oba pola,56,14432
2025,Broj,Oba pola,57,14643
2025,Broj,Oba pola,58,15282
2025,Broj,Oba pola,59,15692
2025,Broj,Oba pola,60,16357
2025,Broj,Oba pola,61,15537
2025,Broj,Oba pola,62,15911
2025,Broj,Oba pola,63,16678
2025,Broj,Oba pola,64,16495
2025,Broj,Oba pola,65,16687
2025,Broj,Oba pola,66,16510
2025,Broj,Oba pola,67,16767
2025,Broj,Oba pola,68,15051
2025,Broj,Oba pola,69,16343
2025,Broj,Oba pola,70,15876
2025,Broj,Oba pola,71,16700
2025,Broj,Oba pola,72,15163
2025,Broj,Oba pola,73,15566
2025,Broj,Oba pola,74,12187
2025,Broj,Oba pola,75,12815
2025,Broj,Oba pola,76,12215
2025,Broj,Oba pola,77,10373
2025,Broj,Oba pola,78,9858
2025,Broj,Oba pola,79,8588
2025,Broj,Oba pola,80,5969
2025,Broj,Oba pola,81,5529
2025,Broj,Oba pola,82,5413
2025,Broj,Oba pola,83,5057
2025,Broj,Oba pola,84,5264
2025,Broj,Oba pola,85,5342
2025,Broj,Oba pola,86,4498
2025,Broj,Oba pola,87,3880
2025,Broj,Oba pola,88,3280
2025,Broj,Oba pola,89,2637
2025,Broj,Oba pola,90,1996
2025,Broj,Oba pola,91,1538
2025,Broj,Oba pola,92,1149
2025,Broj,Oba pola,93,791
2025,Broj,Oba pola,94,520
2025,Broj,Oba pola,95,410
2025,Broj,Oba pola,96,242
2025,Broj,Oba pola,97,171
2025,Broj,Oba pola,98,81
2025,Broj,Oba pola,99,46
2025,Broj,Oba pola,100,27
2025,Broj,Oba pola,101,14
2025,Broj,Oba pola,102,8
2025,Broj,Oba pola,103,4
2025,Broj,Oba pola,104,2
2025,Broj,Oba pola,105,1
2025,Broj,Oba pola,106,1
2025,Broj,Oba pola,107,1
2025,Broj,Oba pola,108,0
2025,Broj,Oba pola,109,0
2025,Broj,Oba pola,110,0
2025,Broj,Oba pola,111,0
2025,Broj,Oba pola,112,0
2025,Broj,Oba pola,113,0
2025,Broj,Oba pola,114,0
2025,Broj,Oba pola,115,0
2025,Broj,Oba pola,116,0
2025,Broj,Oba pola,117,0
2025,Broj,Oba pola,118,0
2025,Broj,Oba pola,119,0
2025,Broj,Oba pola,120+,0
2030,Broj,Oba pola,Ukupno,1077274
2030,Broj,Oba pola,0,8221
2030,Broj,Oba pola,1,8315
2030,Broj,Oba pola,2,8414
2030,Broj,Oba pola,3,8514
2030,Broj,Oba pola,4,8615
2030,Broj,Oba pola,5,8718
2030,Broj,Oba pola,6,8828
2030,Broj,Oba pola,7,8940
2030,Broj,Oba pola,8,9050
2030,Broj,Oba pola,9,9160
2030,Broj,Oba pola,10,9268
2030,Broj,Oba pola,11,9376
2030,Broj,Oba pola,12,9566
2030,Broj,Oba pola,13,9325
2030,Broj,Oba pola,14,9441
2030,Broj,Oba pola,15,9331
2030,Broj,Oba pola,16,9407
2030,Broj,Oba pola,17,9569
2030,Broj,Oba pola,18,10498
2030,Broj,Oba pola,19,10384
2030,Broj,Oba pola,20,10908
2030,Broj,Oba pola,21,11312
2030,Broj,Oba pola,22,11053
2030,Broj,Oba pola,23,10712
2030,Broj,Oba pola,24,10649
2030,Broj,Oba pola,25,10748
2030,Broj,Oba pola,26,10849
2030,Broj,Oba pola,27,10852
2030,Broj,Oba pola,28,10985
2030,Broj,Oba pola,29,11537
2030,Broj,Oba pola,30,11714
2030,Broj,Oba pola,31,11684
2030,Broj,Oba pola,32,12737
2030,Broj,Oba pola,33,14356
2030,Broj,Oba pola,34,14184
2030,Broj,Oba pola,35,14578
2030,Broj,Oba pola,36,13978
2030,Broj,Oba pola,37,11517
2030,Broj,Oba pola,38,11878
2030,Broj,Oba pola,39,13768
2030,Broj,Oba pola,40,13548
2030,Broj,Oba pola,41,13874
2030,Broj,Oba pola,42,14683
2030,Broj,Oba pola,43,14749
2030,Broj,Oba pola,44,14942
2030,Broj,Oba pola,45,15299
2030,Broj,Oba pola,46,15737
2030,Broj,Oba pola,47,15985
2030,Broj,Oba pola,48,15891
2030,Broj,Oba pola,49,15761
2030,Broj,Oba pola,50,15782
2030,Broj,Oba pola,51,15518
2030,Broj,Oba pola,52,15491
2030,Broj,Oba pola,53,15561
2030,Broj,Oba pola,54,16161
2030,Broj,Oba pola,55,15465
2030,Broj,Oba pola,56,14796
2030,Broj,Oba pola,57,14771
2030,Broj,Oba pola,58,14861
2030,Broj,Oba pola,59,14362
2030,Broj,Oba pola,60,13249
2030,Broj,Oba pola,61,13938
2030,Broj,Oba pola,62,14104
2030,Broj,Oba pola,63,14662
2030,Broj,Oba pola,64,14994
2030,Broj,Oba pola,65,15556
2030,Broj,Oba pola,66,14715
2030,Broj,Oba pola,67,15001
2030,Broj,Oba pola,68,15636
2030,Broj,Oba pola,69,15370
2030,Broj,Oba pola,70,15436
2030,Broj,Oba pola,71,15145
2030,Broj,Oba pola,72,15222
2030,Broj,Oba pola,73,13507
2030,Broj,Oba pola,74,14469
2030,Broj,Oba pola,75,13841
2030,Broj,Oba pola,76,14316
2030,Broj,Oba pola,77,12757
2030,Broj,Oba pola,78,12832
2030,Broj,Oba pola,79,9812
2030,Broj,Oba pola,80,10069
2030,Broj,Oba pola,81,9319
2030,Broj,Oba pola,82,7683
2030,Broj,Oba pola,83,7049
2030,Broj,Oba pola,84,5911
2030,Broj,Oba pola,85,3947
2030,Broj,Oba pola,86,3487
2030,Broj,Oba pola,87,3235
2030,Broj,Oba pola,88,2845
2030,Broj,Oba pola,89,2771
2030,Broj,Oba pola,90,2617
2030,Broj,Oba pola,91,2040
2030,Broj,Oba pola,92,1620
2030,Broj,Oba pola,93,1252
2030,Broj,Oba pola,94,915
2030,Broj,Oba pola,95,626
2030,Broj,Oba pola,96,433
2030,Broj,Oba pola,97,289
2030,Broj,Oba pola,98,177
2030,Broj,Oba pola,99,103
2030,Broj,Oba pola,100,72
2030,Broj,Oba pola,101,37
2030,Broj,Oba pola,102,23
2030,Broj,Oba pola,103,9
2030,Broj,Oba pola,104,5
2030,Broj,Oba pola,105,2
2030,Broj,Oba pola,106,1
2030,Broj,Oba pola,107,1
2030,Broj,Oba pola,108,0
2030,Broj,Oba pola,109,0
2030,Broj,Oba pola,110,0
2030,Broj,Oba pola,111,0
2030,Broj,Oba pola,112,0
2030,Broj,Oba pola,113,0
2030,Broj,Oba pola,114,0
2030,Broj,Oba pola,115,0
2030,Broj,Oba pola,116,0
2030,Broj,Oba pola,117,0
2030,Broj,Oba pola,118,0
2030,Broj,Oba pola,119,0
2030,Broj,Oba pola,120+,0
2035,Broj,Oba pola,Ukupno,1043705
2035,Broj,Oba pola,0,7740
2035,Broj,Oba pola,1,7836
2035,Broj,Oba pola,2,7935
2035,Broj,Oba pola,3,8034
2035,Broj,Oba pola,4,8131
2035,Broj,Oba pola,5,8231
2035,Broj,Oba pola,6,8330
2035,Broj,Oba pola,7,8430
2035,Broj,Oba pola,8,8528
2035,Broj,Oba pola,9,8628
2035,Broj,Oba pola,10,8729
2035,Broj,Oba pola,11,8833
2035,Broj,Oba pola,12,8940
2035,Broj,Oba pola,13,9049
2035,Broj,Oba pola,14,9159
2035,Broj,Oba pola,15,9268
2035,Broj,Oba pola,16,9375
2035,Broj,Oba pola,17,9565
2035,Broj,Oba pola,18,9312
2035,Broj,Oba pola,19,9418
2035,Broj,Oba pola,20,9314
2035,Broj,Oba pola,21,9393
2035,Broj,Oba pola,22,9554
2035,Broj,Oba pola,23,10495
2035,Broj,Oba pola,24,10401
2035,Broj,Oba pola,25,10923
2035,Broj,Oba pola,26,11320
2035,Broj,Oba pola,27,11058
2035,Broj,Oba pola,28,10719
2035,Broj,Oba pola,29,10659
2035,Broj,Oba pola,30,10761
2035,Broj,Oba pola,31,10874
2035,Broj,Oba pola,32,10891
2035,Broj,Oba pola,33,11028
2035,Broj,Oba pola,34,11577
2035,Broj,Oba pola,35,11750
2035,Broj,Oba pola,36,11715
2035,Broj,Oba pola,37,12751
2035,Broj,Oba pola,38,14348
2035,Broj,Oba pola,39,14166
2035,Broj,Oba pola,40,14552
2035,Broj,Oba pola,41,13954
2035,Broj,Oba pola,42,11508
2035,Broj,Oba pola,43,11857
2035,Broj,Oba pola,44,13716
2035,Broj,Oba pola,45,13481
2035,Broj,Oba pola,46,13788
2035,Broj,Oba pola,47,14572
2035,Broj,Oba pola,48,14620
2035,Broj,Oba pola,49,14793
2035,Broj,Oba pola,50,15120
2035,Broj,Oba pola,51,15528
2035,Broj,Oba pola,52,15749
2035,Broj,Oba pola,53,15637
2035,Broj,Oba pola,54,15488
2035,Broj,Oba pola,55,15486
2035,Broj,Oba pola,56,15199
2035,Broj,Oba pola,57,15138
2035,Broj,Oba pola,58,15169
2035,Broj,Oba pola,59,15712
2035,Broj,Oba pola,60,15003
2035,Broj,Oba pola,61,14324
2035,Broj,Oba pola,62,14266
2035,Broj,Oba pola,63,14309
2035,Broj,Oba pola,64,13789
2035,Broj,Oba pola,65,12681
2035,Broj,Oba pola,66,13277
2035,Broj,Oba pola,67,13383
2035,Broj,Oba pola,68,13837
2035,Broj,Oba pola,69,14069
2035,Broj,Oba pola,70,14496
2035,Broj,Oba pola,71,13608
2035,Broj,Oba pola,72,13740
2035,Broj,Oba pola,73,14161
2035,Broj,Oba pola,74,13749
2035,Broj,Oba pola,75,13621
2035,Broj,Oba pola,76,13165
2035,Broj,Oba pola,77,13008
2035,Broj,Oba pola,78,11322
2035,Broj,Oba pola,79,11873
2035,Broj,Oba pola,80,11085
2035,Broj,Oba pola,81,11171
2035,Broj,Oba pola,82,9672
2035,Broj,Oba pola,83,9428
2035,Broj,Oba pola,84,6956
2035,Broj,Oba pola,85,6868
2035,Broj,Oba pola,86,6079
2035,Broj,Oba pola,87,4783
2035,Broj,Oba pola,88,4160
2035,Broj,Oba pola,89,3292
2035,Broj,Oba pola,90,2066
2035,Broj,Oba pola,91,1701
2035,Broj,Oba pola,92,1462
2035,Broj,Oba pola,93,1183
2035,Broj,Oba pola,94,1055
2035,Broj,Oba pola,95,907
2035,Broj,Oba pola,96,640
2035,Broj,Oba pola,97,458
2035,Broj,Oba pola,98,317
2035,Broj,Oba pola,99,206
2035,Broj,Oba pola,100,125
2035,Broj,Oba pola,101,76
2035,Broj,Oba pola,102,45
2035,Broj,Oba pola,103,24
2035,Broj,Oba pola,104,12
2035,Broj,Oba pola,105,7
2035,Broj,Oba pola,106,3
2035,Broj,Oba pola,107,2
2035,Broj,Oba pola,108,1
2035,Broj,Oba pola,109,0
2035,Broj,Oba pola,110,0
2035,Broj,Oba pola,111,0
2035,Broj,Oba pola,112,0
2035,Broj,Oba pola,113,0
2035,Broj,Oba pola,114,0
2035,Broj,Oba pola,115,0
2035,Broj,Oba pola,116,0
2035,Broj,Oba pola,117,0
2035,Broj,Oba pola,118,0
2035,Broj,Oba pola,119,0
2035,Broj,Oba pola,120+,0
2040,Broj,Oba pola,Ukupno,1006736
2040,Broj,Oba pola,0,7326
2040,Broj,Oba pola,1,7403
2040,Broj,Oba pola,2,7485
2040,Broj,Oba pola,3,7571
2040,Broj,Oba pola,4,7659
2040,Broj,Oba pola,5,7752
2040,Broj,Oba pola,6,7853
2040,Broj,Oba pola,7,7954
2040,Broj,Oba pola,8,8050
2040,Broj,Oba pola,9,8146
2040,Broj,Oba pola,10,8244
2040,Broj,Oba pola,11,8337
2040,Broj,Oba pola,12,8432
2040,Broj,Oba pola,13,8530
2040,Broj,Oba pola,14,8630
2040,Broj,Oba pola,15,8731
2040,Broj,Oba pola,16,8834
2040,Broj,Oba pola,17,8941
2040,Broj,Oba pola,18,9039
2040,Broj,Oba pola,19,9139
2040,Broj,Oba pola,20,9250
2040,Broj,Oba pola,21,9359
2040,Broj,Oba pola,22,9554
2040,Broj,Oba pola,23,9327
2040,Broj,Oba pola,24,9458
2040,Broj,Oba pola,25,9360
2040,Broj,Oba pola,26,9438
2040,Broj,Oba pola,27,9585
2040,Broj,Oba pola,28,10509
2040,Broj,Oba pola,29,10409
2040,Broj,Oba pola,30,10929
2040,Broj,Oba pola,31,11334
2040,Broj,Oba pola,32,11090
2040,Broj,Oba pola,33,10764
2040,Broj,Oba pola,34,10707
2040,Broj,Oba pola,35,10808
2040,Broj,Oba pola,36,10919
2040,Broj,Oba pola,37,10932
2040,Broj,Oba pola,38,11062
2040,Broj,Oba pola,39,11599
2040,Broj,Oba pola,40,11763
2040,Broj,Oba pola,41,11718
2040,Broj,Oba pola,42,12731
2040,Broj,Oba pola,43,14300
2040,Broj,Oba pola,44,14105
2040,Broj,Oba pola,45,14476
2040,Broj,Oba pola,46,13876
2040,Broj,Oba pola,47,11449
2040,Broj,Oba pola,48,11782
2040,Broj,Oba pola,49,13601
2040,Broj,Oba pola,50,13347
2040,Broj,Oba pola,51,13631
2040,Broj,Oba pola,52,14382
2040,Broj,Oba pola,53,14411
2040,Broj,Oba pola,54,14562
2040,Broj,Oba pola,55,14857
2040,Broj,Oba pola,56,15229
2040,Broj,Oba pola,57,15414
2040,Broj,Oba pola,58,15272
2040,Broj,Oba pola,59,15092
2040,Broj,Oba pola,60,15059
2040,Broj,Oba pola,61,14750
2040,Broj,Oba pola,62,14653
2040,Broj,Oba pola,63,14644
2040,Broj,Oba pola,64,15114
2040,Broj,Oba pola,65,14384
2040,Broj,Oba pola,66,13685
2040,Broj,Oba pola,67,13582
2040,Broj,Oba pola,68,13564
2040,Broj,Oba pola,69,13013
2040,Broj,Oba pola,70,11905
2040,Broj,Oba pola,71,12361
2040,Broj,Oba pola,72,12352
2040,Broj,Oba pola,73,12634
2040,Broj,Oba pola,74,12701
2040,Broj,Oba pola,75,12920
2040,Broj,Oba pola,76,11962
2040,Broj,Oba pola,77,11890
2040,Broj,Oba pola,78,12036
2040,Broj,Oba pola,79,11457
2040,Broj,Oba pola,80,11107
2040,Broj,Oba pola,81,10485
2040,Broj,Oba pola,82,10091
2040,Broj,Oba pola,83,8528
2040,Broj,Oba pola,84,8652
2040,Broj,Oba pola,85,7784
2040,Broj,Oba pola,86,7535
2040,Broj,Oba pola,87,6242
2040,Broj,Oba pola,88,5798
2040,Broj,Oba pola,89,4054
2040,Broj,Oba pola,90,3776
2040,Broj,Oba pola,91,3133
2040,Broj,Oba pola,92,2300
2040,Broj,Oba pola,93,1855
2040,Broj,Oba pola,94,1354
2040,Broj,Oba pola,95,779
2040,Broj,Oba pola,96,584
2040,Broj,Oba pola,97,455
2040,Broj,Oba pola,98,332
2040,Broj,Oba pola,99,265
2040,Broj,Oba pola,100,203
2040,Broj,Oba pola,101,127
2040,Broj,Oba pola,102,80
2040,Broj,Oba pola,103,49
2040,Broj,Oba pola,104,28
2040,Broj,Oba pola,105,15
2040,Broj,Oba pola,106,8
2040,Broj,Oba pola,107,4
2040,Broj,Oba pola,108,2
2040,Broj,Oba pola,109,1
2040,Broj,Oba pola,110,0
2040,Broj,Oba pola,111,0
2040,Broj,Oba pola,112,0
2040,Broj,Oba pola,113,0
2040,Broj,Oba pola,114,0
2040,Broj,Oba pola,115,0
2040,Broj,Oba pola,116,0
2040,Broj,Oba pola,117,0
2040,Broj,Oba pola,118,0
2040,Broj,Oba pola,119,0
2040,Broj,Oba pola,120+,0
2045,Broj,Oba pola,Ukupno,967780
2045,Broj,Oba pola,0,6941
2045,Broj,Oba pola,1,7018
2045,Broj,Oba pola,2,7098
2045,Broj,Oba pola,3,7179
2045,Broj,Oba pola,4,7258
2045,Broj,Oba pola,5,7339
2045,Broj,Oba pola,6,7421
2045,Broj,Oba pola,7,7505
2045,Broj,Oba pola,8,7588
2045,Broj,Oba pola,9,7676
2045,Broj,Oba pola,10,7767
2045,Broj,Oba pola,11,7862
2045,Broj,Oba pola,12,7958
2045,Broj,Oba pola,13,8053
2045,Broj,Oba pola,14,8149
2045,Broj,Oba pola,15,8247
2045,Broj,Oba pola,16,8340
2045,Broj,Oba pola,17,8435
2045,Broj,Oba pola,18,8523
2045,Broj,Oba pola,19,8615
2045,Broj,Oba pola,20,8721
2045,Broj,Oba pola,21,8827
2045,Broj,Oba pola,22,8939
2045,Broj,Oba pola,23,9057
2045,Broj,Oba pola,24,9178
2045,Broj,Oba pola,25,9293
2045,Broj,Oba pola,26,9398
2045,Broj,Oba pola,27,9587
2045,Broj,Oba pola,28,9357
2045,Broj,Oba pola,29,9488
2045,Broj,Oba pola,30,9394
2045,Broj,Oba pola,31,9481
2045,Broj,Oba pola,32,9637
2045,Broj,Oba pola,33,10559
2045,Broj,Oba pola,34,10456
2045,Broj,Oba pola,35,10971
2045,Broj,Oba pola,36,11371
2045,Broj,Oba pola,37,11126
2045,Broj,Oba pola,38,10800
2045,Broj,Oba pola,39,10739
2045,Broj,Oba pola,40,10833
2045,Broj,Oba pola,41,10935
2045,Broj,Oba pola,42,10940
2045,Broj,Oba pola,43,11059
2045,Broj,Oba pola,44,11581
2045,Broj,Oba pola,45,11733
2045,Broj,Oba pola,46,11674
2045,Broj,Oba pola,47,12660
2045,Broj,Oba pola,48,14195
2045,Broj,Oba pola,49,13983
2045,Broj,Oba pola,50,14335
2045,Broj,Oba pola,51,13730
2045,Broj,Oba pola,52,11326
2045,Broj,Oba pola,53,11642
2045,Broj,Oba pola,54,13414
2045,Broj,Oba pola,55,13143
2045,Broj,Oba pola,56,13400
2045,Broj,Oba pola,57,14107
2045,Broj,Oba pola,58,14107
2045,Broj,Oba pola,59,14225
2045,Broj,Oba pola,60,14477
2045,Broj,Oba pola,61,14807
2045,Broj,Oba pola,62,14953
2045,Broj,Oba pola,63,14779
2045,Broj,Oba pola,64,14562
2045,Broj,Oba pola,65,14482
2045,Broj,Oba pola,66,14138
2045,Broj,Oba pola,67,13993
2045,Broj,Oba pola,68,13931
2045,Broj,Oba pola,69,14306
2045,Broj,Oba pola,70,13545
2045,Broj,Oba pola,71,12801
2045,Broj,Oba pola,72,12602
2045,Broj,Oba pola,73,12466
2045,Broj,Oba pola,74,11841
2045,Broj,Oba pola,75,10714
2045,Broj,Oba pola,76,10971
2045,Broj,Oba pola,77,10810
2045,Broj,Oba pola,78,10871
2045,Broj,Oba pola,79,10734
2045,Broj,Oba pola,80,10702
2045,Broj,Oba pola,81,9696
2045,Broj,Oba pola,82,9407
2045,Broj,Oba pola,83,9264
2045,Broj,Oba pola,84,8554
2045,Broj,Oba pola,85,8018
2045,Broj,Oba pola,86,7297
2045,Broj,Oba pola,87,6743
2045,Broj,Oba pola,88,5448
2045,Broj,Oba pola,89,5259
2045,Broj,Oba pola,90,4478
2045,Broj,Oba pola,91,4085
2045,Broj,Oba pola,92,3172
2045,Broj,Oba pola,93,2748
2045,Broj,Oba pola,94,1781
2045,Broj,Oba pola,95,1530
2045,Broj,Oba pola,96,1164
2045,Broj,Oba pola,97,778
2045,Broj,Oba pola,98,568
2045,Broj,Oba pola,99,373
2045,Broj,Oba pola,100,192
2045,Broj,Oba pola,101,128
2045,Broj,Oba pola,102,88
2045,Broj,Oba pola,103,57
2045,Broj,Oba pola,104,40
2045,Broj,Oba pola,105,26
2045,Broj,Oba pola,106,14
2045,Broj,Oba pola,107,8
2045,Broj,Oba pola,108,4
2045,Broj,Oba pola,109,2
2045,Broj,Oba pola,110,1
2045,Broj,Oba pola,111,0
2045,Broj,Oba pola,112,0
2045,Broj,Oba pola,113,0
2045,Broj,Oba pola,114,0
2045,Broj,Oba pola,115,0
2045,Broj,Oba pola,116,0
2045,Broj,Oba pola,117,0
2045,Broj,Oba pola,118,0
2045,Broj,Oba pola,119,0
2045,Broj,Oba pola,120+,0
2050,Broj,Oba pola,Ukupno,928681
2050,Broj,Oba pola,0,6613
2050,Broj,Oba pola,1,6675
2050,Broj,Oba pola,2,6741
2050,Broj,Oba pola,3,6811
2050,Broj,Oba pola,4,6881
2050,Broj,Oba pola,5,6955
2050,Broj,Oba pola,6,7037
2050,Broj,Oba pola,7,7119
2050,Broj,Oba pola,8,7198
2050,Broj,Oba pola,9,7276
2050,Broj,Oba pola,10,7356
2050,Broj,Oba pola,11,7432
2050,Broj,Oba pola,12,7510
2050,Broj,Oba pola,13,7593
2050,Broj,Oba pola,14,7680
2050,Broj,Oba pola,15,7772
2050,Broj,Oba pola,16,7866
2050,Broj,Oba pola,17,7962
2050,Broj,Oba pola,18,8049
2050,Broj,Oba pola,19,8139
2050,Broj,Oba pola,20,8243
2050,Broj,Oba pola,21,8339
2050,Broj,Oba pola,22,8441
2050,Broj,Oba pola,23,8548
2050,Broj,Oba pola,24,8660
2050,Broj,Oba pola,25,8769
2050,Broj,Oba pola,26,8873
2050,Broj,Oba pola,27,8977
2050,Broj,Oba pola,28,9089
2050,Broj,Oba pola,29,9206
2050,Broj,Oba pola,30,9323
2050,Broj,Oba pola,31,9437
2050,Broj,Oba pola,32,9637
2050,Broj,Oba pola,33,9416
2050,Broj,Oba pola,34,9548
2050,Broj,Oba pola,35,9453
2050,Broj,Oba pola,36,9539
2050,Broj,Oba pola,37,9687
2050,Broj,Oba pola,38,10598
2050,Broj,Oba pola,39,10486
2050,Broj,Oba pola,40,10991
2050,Broj,Oba pola,41,11379
2050,Broj,Oba pola,42,11129
2050,Broj,Oba pola,43,10800
2050,Broj,Oba pola,44,10732
2050,Broj,Oba pola,45,10816
2050,Broj,Oba pola,46,10907
2050,Broj,Oba pola,47,10902
2050,Broj,Oba pola,48,11007
2050,Broj,Oba pola,49,11510
2050,Broj,Oba pola,50,11646
2050,Broj,Oba pola,51,11572
2050,Broj,Oba pola,52,12526
2050,Broj,Oba pola,53,14019
2050,Broj,Oba pola,54,13792
2050,Broj,Oba pola,55,14123
2050,Broj,Oba pola,56,13512
2050,Broj,Oba pola,57,11140
2050,Broj,Oba pola,58,11429
2050,Broj,Oba pola,59,13134
2050,Broj,Oba pola,60,12842
2050,Broj,Oba pola,61,13069
2050,Broj,Oba pola,62,13725
2050,Broj,Oba pola,63,13693
2050,Broj,Oba pola,64,13770
2050,Broj,Oba pola,65,13959
2050,Broj,Oba pola,66,14228
2050,Broj,Oba pola,67,14320
2050,Broj,Oba pola,68,14106
2050,Broj,Oba pola,69,13841
2050,Broj,Oba pola,70,13697
2050,Broj,Oba pola,71,13289
