Year,UNIT_MEASURE,Value
2005,Broj,3
2008,Broj,0
2009,Broj,0
2010,Broj,3
2011,Broj,2
2012,Broj,1
2013,Broj,3
2014,Broj,2
2015,Broj,2
2016,Broj,3
2017,Broj,2
2018,Broj,5
2019,Broj,6
2020,Broj,3
2021,Broj,4
2022,Broj,4
