Year,UNIT_MEASURE,Value
2009,Broj,194
2010,Broj,205
2011,Broj,218
2012,Broj,227
2013,Broj,252
2014,Broj,238
2015,Broj,264
2016,Broj,272
2017,Broj,288
2018,Broj,277
2019,Broj,299
2020,Broj,284
2021,Broj,281
2022,Broj,286
