Year,UNIT_MEASURE,Administrativna oblast,Pol,Etnička/nacionalna pripadnost,Value
2013,Broj,Mrkonjić Grad,Oba pola,Druga etnička/nacionalna pripadnost,37
2013,Broj,Mrkonjić Grad,M,Druga etnička/nacionalna pripadnost,17
2013,Broj,Mrkonjić Grad,Ž,Druga etnička/nacionalna pripadnost,20
2013,Broj,Nevesinje,Oba pola,Druga etnička/nacionalna pripadnost,18
2013,Broj,Nevesinje,M,Druga etnička/nacionalna pripadnost,5
2013,Broj,Nevesinje,Ž,Druga etnička/nacionalna pripadnost,13
2013,Broj,Novi Grad,Oba pola,Druga etnička/nacionalna pripadnost,200
2013,Broj,Novi Grad,M,Druga etnička/nacionalna pripadnost,100
2013,Broj,Novi Grad,Ž,Druga etnička/nacionalna pripadnost,100
2013,Broj,Novo Goražde,Oba pola,Druga etnička/nacionalna pripadnost,22
2013,Broj,Novo Goražde,M,Druga etnička/nacionalna pripadnost,11
2013,Broj,Novo Goražde,Ž,Druga etnička/nacionalna pripadnost,11
2013,Broj,Osmaci,Oba pola,Druga etnička/nacionalna pripadnost,5
2013,Broj,Osmaci,M,Druga etnička/nacionalna pripadnost,2
2013,Broj,Osmaci,Ž,Druga etnička/nacionalna pripadnost,3
2013,Broj,Oštra Luka,Oba pola,Druga etnička/nacionalna pripadnost,8
2013,Broj,Oštra Luka,M,Druga etnička/nacionalna pripadnost,3
2013,Broj,Oštra Luka,Ž,Druga etnička/nacionalna pripadnost,5
2013,Broj,Pale,Oba pola,Druga etnička/nacionalna pripadnost,70
2013,Broj,Pale,M,Druga etnička/nacionalna pripadnost,31
2013,Broj,Pale,Ž,Druga etnička/nacionalna pripadnost,39
2013,Broj,Pelagićevo,Oba pola,Druga etnička/nacionalna pripadnost,9
2013,Broj,Pelagićevo,M,Druga etnička/nacionalna pripadnost,4
2013,Broj,Pelagićevo,Ž,Druga etnička/nacionalna pripadnost,5
2013,Broj,Petrovac,Oba pola,Druga etnička/nacionalna pripadnost,3
2013,Broj,Petrovac,M,Druga etnička/nacionalna pripadnost,1
2013,Broj,Petrovac,Ž,Druga etnička/nacionalna pripadnost,2
2013,Broj,Petrovo,Oba pola,Druga etnička/nacionalna pripadnost,30
2013,Broj,Petrovo,M,Druga etnička/nacionalna pripadnost,19
2013,Broj,Petrovo,Ž,Druga etnička/nacionalna pripadnost,11
2013,Broj,Grad Prijedor,Oba pola,Druga etnička/nacionalna pripadnost,1495
2013,Broj,Grad Prijedor,M,Druga etnička/nacionalna pripadnost,712
2013,Broj,Grad Prijedor,Ž,Druga etnička/nacionalna pripadnost,783
2013,Broj,Prnjavor,Oba pola,Druga etnička/nacionalna pripadnost,1452
2013,Broj,Prnjavor,M,Druga etnička/nacionalna pripadnost,738
2013,Broj,Prnjavor,Ž,Druga etnička/nacionalna pripadnost,714
2013,Broj,Ribnik,Oba pola,Druga etnička/nacionalna pripadnost,11
2013,Broj,Ribnik,M,Druga etnička/nacionalna pripadnost,3
2013,Broj,Ribnik,Ž,Druga etnička/nacionalna pripadnost,8
2013,Broj,Rogatica,Oba pola,Druga etnička/nacionalna pripadnost,41
2013,Broj,Rogatica,M,Druga etnička/nacionalna pripadnost,20
2013,Broj,Rogatica,Ž,Druga etnička/nacionalna pripadnost,21
2013,Broj,Rudo,Oba pola,Druga etnička/nacionalna pripadnost,26
2013,Broj,Rudo,M,Druga etnička/nacionalna pripadnost,14
2013,Broj,Rudo,Ž,Druga etnička/nacionalna pripadnost,12
2013,Broj,Sokolac,Oba pola,Druga etnička/nacionalna pripadnost,38
2013,Broj,Sokolac,M,Druga etnička/nacionalna pripadnost,19
2013,Broj,Sokolac,Ž,Druga etnička/nacionalna pripadnost,19
2013,Broj,Srbac,Oba pola,Druga etnička/nacionalna pripadnost,280
2013,Broj,Srbac,M,Druga etnička/nacionalna pripadnost,146
2013,Broj,Srbac,Ž,Druga etnička/nacionalna pripadnost,134
2013,Broj,Srebrenica,Oba pola,Druga etnička/nacionalna pripadnost,59
2013,Broj,Srebrenica,M,Druga etnička/nacionalna pripadnost,34
2013,Broj,Srebrenica,Ž,Druga etnička/nacionalna pripadnost,25
2013,Broj,Teslić,Oba pola,Druga etnička/nacionalna pripadnost,454
2013,Broj,Teslić,M,Druga etnička/nacionalna pripadnost,222
2013,Broj,Teslić,Ž,Druga etnička/nacionalna pripadnost,232
2013,Broj,Grad Trebinje,Oba pola,Druga etnička/nacionalna pripadnost,398
2013,Broj,Grad Trebinje,M,Druga etnička/nacionalna pripadnost,204
2013,Broj,Grad Trebinje,Ž,Druga etnička/nacionalna pripadnost,194
2013,Broj,Trnovo,Oba pola,Druga etnička/nacionalna pripadnost,10
2013,Broj,Trnovo,M,Druga etnička/nacionalna pripadnost,7
2013,Broj,Trnovo,Ž,Druga etnička/nacionalna pripadnost,3
2013,Broj,Ugljevik,Oba pola,Druga etnička/nacionalna pripadnost,36
2013,Broj,Ugljevik,M,Druga etnička/nacionalna pripadnost,17
2013,Broj,Ugljevik,Ž,Druga etnička/nacionalna pripadnost,19
2013,Broj,Foča,Oba pola,Druga etnička/nacionalna pripadnost,160
2013,Broj,Foča,M,Druga etnička/nacionalna pripadnost,90
2013,Broj,Foča,Ž,Druga etnička/nacionalna pripadnost,70
2013,Broj,Han Pijesak,Oba pola,Druga etnička/nacionalna pripadnost,21
2013,Broj,Han Pijesak,M,Druga etnička/nacionalna pripadnost,14
2013,Broj,Han Pijesak,Ž,Druga etnička/nacionalna pripadnost,7
2013,Broj,Čajniče,Oba pola,Druga etnička/nacionalna pripadnost,24
2013,Broj,Čajniče,M,Druga etnička/nacionalna pripadnost,13
2013,Broj,Čajniče,Ž,Druga etnička/nacionalna pripadnost,11
2013,Broj,Čelinac,Oba pola,Druga etnička/nacionalna pripadnost,122
2013,Broj,Čelinac,M,Druga etnička/nacionalna pripadnost,55
2013,Broj,Čelinac,Ž,Druga etnička/nacionalna pripadnost,67
2013,Broj,Šamac,Oba pola,Druga etnička/nacionalna pripadnost,135
2013,Broj,Šamac,M,Druga etnička/nacionalna pripadnost,67
2013,Broj,Šamac,Ž,Druga etnička/nacionalna pripadnost,68
2013,Broj,Šekovići,Oba pola,Druga etnička/nacionalna pripadnost,12
2013,Broj,Šekovići,M,Druga etnička/nacionalna pripadnost,7
2013,Broj,Šekovići,Ž,Druga etnička/nacionalna pripadnost,5
2013,Broj,Šipovo,Oba pola,Druga etnička/nacionalna pripadnost,34
2013,Broj,Šipovo,M,Druga etnička/nacionalna pripadnost,14
2013,Broj,Šipovo,Ž,Druga etnička/nacionalna pripadnost,20
2013,Broj,Republika Srpska,Oba pola,Ne izjašnjava se,7861
2013,Broj,Republika Srpska,M,Ne izjašnjava se,3202
2013,Broj,Republika Srpska,Ž,Ne izjašnjava se,4659
2013,Broj,Grad Banja Luka,Oba pola,Ne izjašnjava se,2641
2013,Broj,Grad Banja Luka,M,Ne izjašnjava se,1044
2013,Broj,Grad Banja Luka,Ž,Ne izjašnjava se,1597
2013,Broj,Berkovići,Oba pola,Ne izjašnjava se,0
2013,Broj,Berkovići,M,Ne izjašnjava se,0
2013,Broj,Berkovići,Ž,Ne izjašnjava se,0
2013,Broj,Grad Bijeljina,Oba pola,Ne izjašnjava se,654
2013,Broj,Grad Bijeljina,M,Ne izjašnjava se,272
2013,Broj,Grad Bijeljina,Ž,Ne izjašnjava se,382
2013,Broj,Bileća,Oba pola,Ne izjašnjava se,30
2013,Broj,Bileća,M,Ne izjašnjava se,10
2013,Broj,Bileća,Ž,Ne izjašnjava se,20
2013,Broj,Bratunac,Oba pola,Ne izjašnjava se,22
2013,Broj,Bratunac,M,Ne izjašnjava se,11
2013,Broj,Bratunac,Ž,Ne izjašnjava se,11
2013,Broj,Brod,Oba pola,Ne izjašnjava se,142
2013,Broj,Brod,M,Ne izjašnjava se,50
2013,Broj,Brod,Ž,Ne izjašnjava se,92
2013,Broj,Višegrad,Oba pola,Ne izjašnjava se,19
2013,Broj,Višegrad,M,Ne izjašnjava se,10
2013,Broj,Višegrad,Ž,Ne izjašnjava se,9
2013,Broj,Vlasenica,Oba pola,Ne izjašnjava se,20
2013,Broj,Vlasenica,M,Ne izjašnjava se,11
2013,Broj,Vlasenica,Ž,Ne izjašnjava se,9
2013,Broj,Vukosavlje,Oba pola,Ne izjašnjava se,32
2013,Broj,Vukosavlje,M,Ne izjašnjava se,15
2013,Broj,Vukosavlje,Ž,Ne izjašnjava se,17
2013,Broj,Gacko,Oba pola,Ne izjašnjava se,3
2013,Broj,Gacko,M,Ne izjašnjava se,0
2013,Broj,Gacko,Ž,Ne izjašnjava se,3
2013,Broj,Grad Gradiška,Oba pola,Ne izjašnjava se,411
2013,Broj,Grad Gradiška,M,Ne izjašnjava se,174
2013,Broj,Grad Gradiška,Ž,Ne izjašnjava se,237
2013,Broj,Grad Derventa,Oba pola,Ne izjašnjava se,242
2013,Broj,Grad Derventa,M,Ne izjašnjava se,113
2013,Broj,Grad Derventa,Ž,Ne izjašnjava se,129
2013,Broj,Grad Doboj,Oba pola,Ne izjašnjava se,467
2013,Broj,Grad Doboj,M,Ne izjašnjava se,198
2013,Broj,Grad Doboj,Ž,Ne izjašnjava se,269
2013,Broj,Donji Žabar,Oba pola,Ne izjašnjava se,5
2013,Broj,Donji Žabar,M,Ne izjašnjava se,2
2013,Broj,Donji Žabar,Ž,Ne izjašnjava se,3
2013,Broj,Grad Zvornik,Oba pola,Ne izjašnjava se,70
2013,Broj,Grad Zvornik,M,Ne izjašnjava se,31
2013,Broj,Grad Zvornik,Ž,Ne izjašnjava se,39
2013,Broj,Istočna Ilidža,Oba pola,Ne izjašnjava se,96
2013,Broj,Istočna Ilidža,M,Ne izjašnjava se,38
2013,Broj,Istočna Ilidža,Ž,Ne izjašnjava se,58
2013,Broj,Istočni Drvar,Oba pola,Ne izjašnjava se,0
2013,Broj,Istočni Drvar,M,Ne izjašnjava se,0
2013,Broj,Istočni Drvar,Ž,Ne izjašnjava se,0
2013,Broj,Istočni Mostar,Oba pola,Ne izjašnjava se,0
2013,Broj,Istočni Mostar,M,Ne izjašnjava se,0
2013,Broj,Istočni Mostar,Ž,Ne izjašnjava se,0
2013,Broj,Istočni Stari Grad,Oba pola,Ne izjašnjava se,2
2013,Broj,Istočni Stari Grad,M,Ne izjašnjava se,0
2013,Broj,Istočni Stari Grad,Ž,Ne izjašnjava se,2
2013,Broj,Istočno Novo Sarajevo,Oba pola,Ne izjašnjava se,61
2013,Broj,Istočno Novo Sarajevo,M,Ne izjašnjava se,26
2013,Broj,Istočno Novo Sarajevo,Ž,Ne izjašnjava se,35
2013,Broj,Jezero,Oba pola,Ne izjašnjava se,1
2013,Broj,Jezero,M,Ne izjašnjava se,0
2013,Broj,Jezero,Ž,Ne izjašnjava se,1
2013,Broj,Kalinovik,Oba pola,Ne izjašnjava se,1
2013,Broj,Kalinovik,M,Ne izjašnjava se,1
2013,Broj,Kalinovik,Ž,Ne izjašnjava se,0
2013,Broj,Kneževo,Oba pola,Ne izjašnjava se,4
2013,Broj,Kneževo,M,Ne izjašnjava se,3
2013,Broj,Kneževo,Ž,Ne izjašnjava se,1
2013,Broj,Kozarska Dubica,Oba pola,Ne izjašnjava se,162
2013,Broj,Kozarska Dubica,M,Ne izjašnjava se,63
2013,Broj,Kozarska Dubica,Ž,Ne izjašnjava se,99
2013,Broj,Kostajnica,Oba pola,Ne izjašnjava se,66
2013,Broj,Kostajnica,M,Ne izjašnjava se,28
2013,Broj,Kostajnica,Ž,Ne izjašnjava se,38
2013,Broj,Kotor Varoš,Oba pola,Ne izjašnjava se,115
2013,Broj,Kotor Varoš,M,Ne izjašnjava se,42
2013,Broj,Kotor Varoš,Ž,Ne izjašnjava se,73
2013,Broj,Krupa Na Uni,Oba pola,Ne izjašnjava se,0
2013,Broj,Krupa Na Uni,M,Ne izjašnjava se,0
2013,Broj,Krupa Na Uni,Ž,Ne izjašnjava se,0
2013,Broj,Kupres,Oba pola,Ne izjašnjava se,1
2013,Broj,Kupres,M,Ne izjašnjava se,1
2013,Broj,Kupres,Ž,Ne izjašnjava se,0
2013,Broj,Laktaši,Oba pola,Ne izjašnjava se,237
2013,Broj,Laktaši,M,Ne izjašnjava se,103
2013,Broj,Laktaši,Ž,Ne izjašnjava se,134
2013,Broj,Lopare,Oba pola,Ne izjašnjava se,23
2013,Broj,Lopare,M,Ne izjašnjava se,5
2013,Broj,Lopare,Ž,Ne izjašnjava se,18
2013,Broj,Ljubinje,Oba pola,Ne izjašnjava se,5
2013,Broj,Ljubinje,M,Ne izjašnjava se,2
2013,Broj,Ljubinje,Ž,Ne izjašnjava se,3
2013,Broj,Milići,Oba pola,Ne izjašnjava se,7
2013,Broj,Milići,M,Ne izjašnjava se,3
2013,Broj,Milići,Ž,Ne izjašnjava se,4
2013,Broj,Modriča,Oba pola,Ne izjašnjava se,156
2013,Broj,Modriča,M,Ne izjašnjava se,63
2013,Broj,Modriča,Ž,Ne izjašnjava se,93
2013,Broj,Mrkonjić Grad,Oba pola,Ne izjašnjava se,35
2013,Broj,Mrkonjić Grad,M,Ne izjašnjava se,19
2013,Broj,Mrkonjić Grad,Ž,Ne izjašnjava se,16
2013,Broj,Nevesinje,Oba pola,Ne izjašnjava se,18
2013,Broj,Nevesinje,M,Ne izjašnjava se,8
2013,Broj,Nevesinje,Ž,Ne izjašnjava se,10
2013,Broj,Novi Grad,Oba pola,Ne izjašnjava se,137
2013,Broj,Novi Grad,M,Ne izjašnjava se,56
2013,Broj,Novi Grad,Ž,Ne izjašnjava se,81
2013,Broj,Novo Goražde,Oba pola,Ne izjašnjava se,6
2013,Broj,Novo Goražde,M,Ne izjašnjava se,3
2013,Broj,Novo Goražde,Ž,Ne izjašnjava se,3
2013,Broj,Osmaci,Oba pola,Ne izjašnjava se,5
2013,Broj,Osmaci,M,Ne izjašnjava se,3
2013,Broj,Osmaci,Ž,Ne izjašnjava se,2
2013,Broj,Oštra Luka,Oba pola,Ne izjašnjava se,12
2013,Broj,Oštra Luka,M,Ne izjašnjava se,4
2013,Broj,Oštra Luka,Ž,Ne izjašnjava se,8
2013,Broj,Pale,Oba pola,Ne izjašnjava se,53
2013,Broj,Pale,M,Ne izjašnjava se,20
2013,Broj,Pale,Ž,Ne izjašnjava se,33
2013,Broj,Pelagićevo,Oba pola,Ne izjašnjava se,3
2013,Broj,Pelagićevo,M,Ne izjašnjava se,1
2013,Broj,Pelagićevo,Ž,Ne izjašnjava se,2
2013,Broj,Petrovac,Oba pola,Ne izjašnjava se,0
2013,Broj,Petrovac,M,Ne izjašnjava se,0
2013,Broj,Petrovac,Ž,Ne izjašnjava se,0
2013,Broj,Petrovo,Oba pola,Ne izjašnjava se,21
2013,Broj,Petrovo,M,Ne izjašnjava se,10
2013,Broj,Petrovo,Ž,Ne izjašnjava se,11
2013,Broj,Grad Prijedor,Oba pola,Ne izjašnjava se,718
2013,Broj,Grad Prijedor,M,Ne izjašnjava se,267
2013,Broj,Grad Prijedor,Ž,Ne izjašnjava se,451
2013,Broj,Prnjavor,Oba pola,Ne izjašnjava se,225
2013,Broj,Prnjavor,M,Ne izjašnjava se,96
2013,Broj,Prnjavor,Ž,Ne izjašnjava se,129
2013,Broj,Ribnik,Oba pola,Ne izjašnjava se,2
2013,Broj,Ribnik,M,Ne izjašnjava se,0
2013,Broj,Ribnik,Ž,Ne izjašnjava se,2
2013,Broj,Rogatica,Oba pola,Ne izjašnjava se,12
2013,Broj,Rogatica,M,Ne izjašnjava se,7
2013,Broj,Rogatica,Ž,Ne izjašnjava se,5
2013,Broj,Rudo,Oba pola,Ne izjašnjava se,5
2013,Broj,Rudo,M,Ne izjašnjava se,3
2013,Broj,Rudo,Ž,Ne izjašnjava se,2
2013,Broj,Sokolac,Oba pola,Ne izjašnjava se,13
2013,Broj,Sokolac,M,Ne izjašnjava se,5
2013,Broj,Sokolac,Ž,Ne izjašnjava se,8
2013,Broj,Srbac,Oba pola,Ne izjašnjava se,89
2013,Broj,Srbac,M,Ne izjašnjava se,45
2013,Broj,Srbac,Ž,Ne izjašnjava se,44
2013,Broj,Srebrenica,Oba pola,Ne izjašnjava se,22
2013,Broj,Srebrenica,M,Ne izjašnjava se,10
2013,Broj,Srebrenica,Ž,Ne izjašnjava se,12
2013,Broj,Teslić,Oba pola,Ne izjašnjava se,339
2013,Broj,Teslić,M,Ne izjašnjava se,136
2013,Broj,Teslić,Ž,Ne izjašnjava se,203
2013,Broj,Grad Trebinje,Oba pola,Ne izjašnjava se,180
2013,Broj,Grad Trebinje,M,Ne izjašnjava se,77
2013,Broj,Grad Trebinje,Ž,Ne izjašnjava se,103
2013,Broj,Trnovo,Oba pola,Ne izjašnjava se,9
2013,Broj,Trnovo,M,Ne izjašnjava se,4
2013,Broj,Trnovo,Ž,Ne izjašnjava se,5
2013,Broj,Ugljevik,Oba pola,Ne izjašnjava se,21
2013,Broj,Ugljevik,M,Ne izjašnjava se,10
2013,Broj,Ugljevik,Ž,Ne izjašnjava se,11
2013,Broj,Foča,Oba pola,Ne izjašnjava se,30
2013,Broj,Foča,M,Ne izjašnjava se,10
2013,Broj,Foča,Ž,Ne izjašnjava se,20
2013,Broj,Han Pijesak,Oba pola,Ne izjašnjava se,3
2013,Broj,Han Pijesak,M,Ne izjašnjava se,1
2013,Broj,Han Pijesak,Ž,Ne izjašnjava se,2
2013,Broj,Čajniče,Oba pola,Ne izjašnjava se,3
2013,Broj,Čajniče,M,Ne izjašnjava se,1
2013,Broj,Čajniče,Ž,Ne izjašnjava se,2
2013,Broj,Čelinac,Oba pola,Ne izjašnjava se,35
2013,Broj,Čelinac,M,Ne izjašnjava se,16
2013,Broj,Čelinac,Ž,Ne izjašnjava se,19
2013,Broj,Šamac,Oba pola,Ne izjašnjava se,141
2013,Broj,Šamac,M,Ne izjašnjava se,57
2013,Broj,Šamac,Ž,Ne izjašnjava se,84
2013,Broj,Šekovići,Oba pola,Ne izjašnjava se,5
2013,Broj,Šekovići,M,Ne izjašnjava se,2
2013,Broj,Šekovići,Ž,Ne izjašnjava se,3
2013,Broj,Šipovo,Oba pola,Ne izjašnjava se,24
2013,Broj,Šipovo,M,Ne izjašnjava se,12
2013,Broj,Šipovo,Ž,Ne izjašnjava se,12
2013,Broj,Republika Srpska,Oba pola,Nepoznata etnička/nacionalna pripadnost,1997
2013,Broj,Republika Srpska,M,Nepoznata etnička/nacionalna pripadnost,916
2013,Broj,Republika Srpska,Ž,Nepoznata etnička/nacionalna pripadnost,1081
2013,Broj,Grad Banja Luka,Oba pola,Nepoznata etnička/nacionalna pripadnost,328
2013,Broj,Grad Banja Luka,M,Nepoznata etnička/nacionalna pripadnost,153
2013,Broj,Grad Banja Luka,Ž,Nepoznata etnička/nacionalna pripadnost,175
2013,Broj,Berkovići,Oba pola,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Berkovići,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Berkovići,Ž,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Grad Bijeljina,Oba pola,Nepoznata etnička/nacionalna pripadnost,90
2013,Broj,Grad Bijeljina,M,Nepoznata etnička/nacionalna pripadnost,37
2013,Broj,Grad Bijeljina,Ž,Nepoznata etnička/nacionalna pripadnost,53
2013,Broj,Bileća,Oba pola,Nepoznata etnička/nacionalna pripadnost,11
2013,Broj,Bileća,M,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Bileća,Ž,Nepoznata etnička/nacionalna pripadnost,7
2013,Broj,Bratunac,Oba pola,Nepoznata etnička/nacionalna pripadnost,35
2013,Broj,Bratunac,M,Nepoznata etnička/nacionalna pripadnost,16
2013,Broj,Bratunac,Ž,Nepoznata etnička/nacionalna pripadnost,19
2013,Broj,Brod,Oba pola,Nepoznata etnička/nacionalna pripadnost,29
2013,Broj,Brod,M,Nepoznata etnička/nacionalna pripadnost,12
2013,Broj,Brod,Ž,Nepoznata etnička/nacionalna pripadnost,17
2013,Broj,Višegrad,Oba pola,Nepoznata etnička/nacionalna pripadnost,177
2013,Broj,Višegrad,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Višegrad,Ž,Nepoznata etnička/nacionalna pripadnost,175
2013,Broj,Vlasenica,Oba pola,Nepoznata etnička/nacionalna pripadnost,29
2013,Broj,Vlasenica,M,Nepoznata etnička/nacionalna pripadnost,13
2013,Broj,Vlasenica,Ž,Nepoznata etnička/nacionalna pripadnost,16
2013,Broj,Vukosavlje,Oba pola,Nepoznata etnička/nacionalna pripadnost,14
2013,Broj,Vukosavlje,M,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Vukosavlje,Ž,Nepoznata etnička/nacionalna pripadnost,11
2013,Broj,Gacko,Oba pola,Nepoznata etnička/nacionalna pripadnost,6
2013,Broj,Gacko,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Gacko,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Grad Gradiška,Oba pola,Nepoznata etnička/nacionalna pripadnost,42
2013,Broj,Grad Gradiška,M,Nepoznata etnička/nacionalna pripadnost,19
2013,Broj,Grad Gradiška,Ž,Nepoznata etnička/nacionalna pripadnost,23
2013,Broj,Grad Derventa,Oba pola,Nepoznata etnička/nacionalna pripadnost,54
2013,Broj,Grad Derventa,M,Nepoznata etnička/nacionalna pripadnost,24
2013,Broj,Grad Derventa,Ž,Nepoznata etnička/nacionalna pripadnost,30
2013,Broj,Grad Doboj,Oba pola,Nepoznata etnička/nacionalna pripadnost,163
2013,Broj,Grad Doboj,M,Nepoznata etnička/nacionalna pripadnost,61
2013,Broj,Grad Doboj,Ž,Nepoznata etnička/nacionalna pripadnost,102
2013,Broj,Donji Žabar,Oba pola,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Donji Žabar,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Donji Žabar,Ž,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Grad Zvornik,Oba pola,Nepoznata etnička/nacionalna pripadnost,97
2013,Broj,Grad Zvornik,M,Nepoznata etnička/nacionalna pripadnost,42
2013,Broj,Grad Zvornik,Ž,Nepoznata etnička/nacionalna pripadnost,55
2013,Broj,Istočna Ilidža,Oba pola,Nepoznata etnička/nacionalna pripadnost,10
2013,Broj,Istočna Ilidža,M,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Istočna Ilidža,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Istočni Drvar,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Istočni Drvar,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Istočni Drvar,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Istočni Mostar,Oba pola,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Istočni Mostar,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Istočni Mostar,Ž,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Istočni Stari Grad,Oba pola,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Istočni Stari Grad,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Istočni Stari Grad,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Istočno Novo Sarajevo,Oba pola,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Istočno Novo Sarajevo,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Istočno Novo Sarajevo,Ž,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Jezero,Oba pola,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Jezero,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Jezero,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kalinovik,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kalinovik,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kalinovik,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kneževo,Oba pola,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Kneževo,M,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Kneževo,Ž,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Kozarska Dubica,Oba pola,Nepoznata etnička/nacionalna pripadnost,12
2013,Broj,Kozarska Dubica,M,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Kozarska Dubica,Ž,Nepoznata etnička/nacionalna pripadnost,7
2013,Broj,Kostajnica,Oba pola,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Kostajnica,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kostajnica,Ž,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Kotor Varoš,Oba pola,Nepoznata etnička/nacionalna pripadnost,19
2013,Broj,Kotor Varoš,M,Nepoznata etnička/nacionalna pripadnost,14
2013,Broj,Kotor Varoš,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Krupa Na Uni,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Krupa Na Uni,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Krupa Na Uni,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kupres,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kupres,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Kupres,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Laktaši,Oba pola,Nepoznata etnička/nacionalna pripadnost,46
2013,Broj,Laktaši,M,Nepoznata etnička/nacionalna pripadnost,20
2013,Broj,Laktaši,Ž,Nepoznata etnička/nacionalna pripadnost,26
2013,Broj,Lopare,Oba pola,Nepoznata etnička/nacionalna pripadnost,10
2013,Broj,Lopare,M,Nepoznata etnička/nacionalna pripadnost,6
2013,Broj,Lopare,Ž,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Ljubinje,Oba pola,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Ljubinje,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Ljubinje,Ž,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Milići,Oba pola,Nepoznata etnička/nacionalna pripadnost,8
2013,Broj,Milići,M,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Milići,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Modriča,Oba pola,Nepoznata etnička/nacionalna pripadnost,116
2013,Broj,Modriča,M,Nepoznata etnička/nacionalna pripadnost,62
2013,Broj,Modriča,Ž,Nepoznata etnička/nacionalna pripadnost,54
2013,Broj,Mrkonjić Grad,Oba pola,Nepoznata etnička/nacionalna pripadnost,12
2013,Broj,Mrkonjić Grad,M,Nepoznata etnička/nacionalna pripadnost,6
2013,Broj,Mrkonjić Grad,Ž,Nepoznata etnička/nacionalna pripadnost,6
2013,Broj,Nevesinje,Oba pola,Nepoznata etnička/nacionalna pripadnost,7
2013,Broj,Nevesinje,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Nevesinje,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Novi Grad,Oba pola,Nepoznata etnička/nacionalna pripadnost,24
2013,Broj,Novi Grad,M,Nepoznata etnička/nacionalna pripadnost,13
2013,Broj,Novi Grad,Ž,Nepoznata etnička/nacionalna pripadnost,11
2013,Broj,Novo Goražde,Oba pola,Nepoznata etnička/nacionalna pripadnost,7
2013,Broj,Novo Goražde,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Novo Goražde,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Osmaci,Oba pola,Nepoznata etnička/nacionalna pripadnost,4
