Year,UNIT_MEASURE,Pol,Value
2016,Broj,Oba pola,2550
2017,Broj,Oba pola,2737
2018,Broj,Oba pola,3170
2019,Broj,Oba pola,3601
2020,Broj,Oba pola,3565
2016,Broj,M,1085
2017,Broj,M,1110
2018,Broj,M,1260
2019,Broj,M,1358
2020,Broj,M,1340
2016,Broj,Ž,1465
2017,Broj,Ž,1627
2018,Broj,Ž,1910
2019,Broj,Ž,2243
2020,Broj,Ž,2225
