Year,UNIT_MEASURE,Value
2003,Starost,23.7
2004,Starost,24.6
2005,Starost,24.9
2006,Starost,25.0
2007,Starost,25.0
2008,Starost,25.4
2009,Starost,25.6
2010,Starost,25.9
2011,Starost,26.3
2012,Starost,26.4
2013,Starost,26.7
2014,Starost,26.9
2015,Starost,27.2
2016,Starost,26.9
2017,Starost,27.3
2018,Starost,27.6
2019,Starost,27.8
2020,Starost,27.9
2021,Starost,28.2
2022,Starost,27.7
2023,Starost,28.1
2024,Starost,28.2
