Year,UNIT_MEASURE,Value
2005,Number,9
2007,Number,5
2008,Number,4
2009,Number,5
2010,Number,15
2011,Number,25
2012,Number,12
2013,Number,9
2014,Number,15
2015,Number,8
2016,Number,7
2017,Number,11
2018,Number,12
2019,Number,9
2020,Number,1
2021,Number,0
2022,Number,11
