Year,UNIT_MEASURE,Value
2005,Broj,421
2006,Broj,409
2007,Broj,405
2008,Broj,417
2009,Broj,406
2010,Broj,395
2011,Broj,390
2012,Broj,397
2013,Broj,377
2014,Broj,379
2015,Broj,371
2016,Broj,371
2017,Broj,363
2018,Broj,371
2019,Broj,358
2020,Broj,354
2021,Broj,351
2022,Broj,261
2023,Broj,355
