Year,Value,UNIT_MEASURE
2003,6769,Број
2004,7143,Број
2005,6810,Број
2006,6860,Број
2007,7093,Број
2008,6401,Број
2009,6131,Број
2010,5767,Број
2011,5802,Број
2012,5326,Број
2013,5467,Број
2014,5823,Број
2015,5895,Број
2016,5563,Број
2017,5954,Број
2018,5966,Број
2019,5822,Број
2020,4168,Број
2021,5530,Број
2022,5527,Број
2023,5471,Број
2024,5096,Број
2025,4921,Број
