Year,Value,UNIT_MEASURE
1997,0.42,Број
1998,1.59,Број
1999,0.5,Број
2000,0.0,Број
2001,0.42,Број
2002,0.33,Број
2003,0.34,Број
2004,0.08,Број
2005,0.0,Број
2006,0.35,Број
2007,0.07,Број
2008,0.0,Број
2009,0.28,Број
2010,0.28,Број
2011,0.35,Број
2012,0.56,Број
2013,0.56,Број
2014,0.14,Број
2015,0.17,Број
2016,0.6,Број
2017,0.43,Број
2018,0.44,Број
