Year,Value,UNIT_MEASURE
2003,705,Број
2004,637,Број
2005,721,Број
2006,526,Број
2007,596,Број
2008,317,Број
2009,455,Број
2010,517,Број
2011,886,Број
2012,878,Број
2013,1052,Број
2014,1106,Број
2015,1143,Број
2016,1025,Број
2017,985,Број
2018,963,Број
2019,920,Број
2020,948,Број
2021,1017,Број
2022,965,Број
2023,974,Број
2024,868,Број
2025,856,Број
