Year,Value,UNIT_MEASURE
2005,421,Број
2006,409,Број
2007,405,Број
2008,417,Број
2009,406,Број
2010,395,Број
2011,390,Број
2012,397,Број
2013,377,Број
2014,379,Број
2015,371,Број
2016,371,Број
2017,363,Број
2018,371,Број
2019,358,Број
2020,354,Број
2021,351,Број
2022,261,Број
