Year,Value,UNIT_MEASURE
1999,5470,Број
2000,4697,Број
2001,4565,Број
2002,3985,Број
2003,3881,Број
2004,3652,Број
2005,3804,Број
2006,4017,Број
2007,4509,Број
2008,4455,Број
2009,4386,Број
2010,4370,Број
2011,4403,Број
2012,4558,Број
2013,4565,Број
2014,4628,Број
2015,4643,Број
2016,4628,Број
2017,4557,Број
2018,4820,Број
2019,4692,Број
2020,5072,Број
2021,5150,Број
2022,5274,Број
2023,5154,Број
2024,5145,Број
