Year,Value,UNIT_MEASURE
2005,142,Број
2006,139,Број
2007,184,Број
2008,195,Број
2009,192,Број
2010,273,Број
2011,176,Број
2012,236,Број
2013,168,Број
2014,182,Број
2015,226,Број
2016,192,Број
2017,170,Број
2018,203,Број
2019,197,Број
2020,144,Број
