Year,Value,UNIT_MEASURE
1999,457,Број
2000,393,Број
2001,382,Број
2002,334,Број
2003,325,Број
2004,307,Број
2005,263,Број
2006,278,Број
2007,313,Број
2008,310,Број
2009,306,Број
2010,305,Број
2011,308,Број
2012,319,Број
2013,320,Број
2014,326,Број
2015,400,Број
2016,400,Број
2017,395,Број
2018,420,Број
2019,411,Број
2020,446,Број
2021,456,Број
